round,source_episodes,round_source_episodes,direction_passed,candidate_count,fit_kl,accepted,experiment,method,label,seed,source_steps_total
1,3528,3428,,3,2.6254169890751106e-11,False,P-L,AN,mc_learned_baseline,46,3528
2,6956,3428,,3,7.834642865868844e-10,True,P-L,AN,mc_learned_baseline,46,6956
3,10384,3428,,3,1.150668984095658e-09,True,P-L,AN,mc_learned_baseline,46,10384
4,11764,1380,,1,4.764558839265066e-09,True,P-L,AN,mc_learned_baseline,46,11764
5,14168,2404,,2,2.774192820957644e-10,True,P-L,AN,mc_learned_baseline,46,14168
6,15548,1380,,1,1.0576658360699795e-09,True,P-L,AN,mc_learned_baseline,46,15548
7,16928,1380,,1,4.033836014523621e-09,True,P-L,AN,mc_learned_baseline,46,16928
8,18308,1380,,1,1.1636736022501413e-08,True,P-L,AN,mc_learned_baseline,46,18308
9,20712,2404,,2,2.5721085323794173e-09,True,P-L,AN,mc_learned_baseline,46,20712
10,23116,2404,,2,3.936031931068326e-09,True,P-L,AN,mc_learned_baseline,46,23116
11,24496,1380,,1,4.862953286457222e-09,True,P-L,AN,mc_learned_baseline,46,24496
12,25876,1380,,1,2.4317540327354337e-08,True,P-L,AN,mc_learned_baseline,46,25876
13,28280,2404,,2,7.278242594893962e-09,True,P-L,AN,mc_learned_baseline,46,28280
14,29660,1380,,1,3.362835171687653e-08,True,P-L,AN,mc_learned_baseline,46,29660
15,31040,1380,,1,2.7710603192180015e-08,True,P-L,AN,mc_learned_baseline,46,31040
16,32420,1380,,1,8.780136164256549e-08,True,P-L,AN,mc_learned_baseline,46,32420
17,33800,1380,,1,1.4209429869251627e-08,True,P-L,AN,mc_learned_baseline,46,33800
18,35180,1380,,1,1.8735947285641132e-08,True,P-L,AN,mc_learned_baseline,46,35180
19,36560,1380,,1,4.007425836695769e-08,True,P-L,AN,mc_learned_baseline,46,36560
20,37940,1380,,1,5.067960701662787e-08,True,P-L,AN,mc_learned_baseline,46,37940
21,39320,1380,,1,6.779984942528208e-08,True,P-L,AN,mc_learned_baseline,46,39320
22,40700,1380,,1,4.777771555837676e-08,True,P-L,AN,mc_learned_baseline,46,40700
23,42080,1380,,1,3.646605629703227e-08,True,P-L,AN,mc_learned_baseline,46,42080
24,43460,1380,,1,2.4264753149962534e-08,True,P-L,AN,mc_learned_baseline,46,43460
25,44840,1380,,1,1.7778792832645487e-09,True,P-L,AN,mc_learned_baseline,46,44840
26,46220,1380,,1,8.93037407875078e-09,True,P-L,AN,mc_learned_baseline,46,46220
27,47600,1380,,1,1.2525912950796112e-08,True,P-L,AN,mc_learned_baseline,46,47600
28,48980,1380,,1,9.621186393827054e-09,True,P-L,AN,mc_learned_baseline,46,48980
29,50360,1380,,1,2.787250085339806e-09,True,P-L,AN,mc_learned_baseline,46,50360
30,52764,2404,,2,7.409345622667275e-11,True,P-L,AN,mc_learned_baseline,46,52764
31,56192,3428,,3,2.3093233176200186e-10,True,P-L,AN,mc_learned_baseline,46,56192
32,59620,3428,,3,5.064684927349353e-11,True,P-L,AN,mc_learned_baseline,46,59620
33,61000,1380,,1,1.4422395391405178e-09,True,P-L,AN,mc_learned_baseline,46,61000
