experiment,method,direction_method,label,seed,actor_class,fit_steps,sample_episodes,source_steps_total,eta,ideal_return_gain,actual_return_gain,learned_direction_derivative,projected_direction_derivative,projection_reference,realized_path_derivative,forward_kl_training,forward_kl_validation,forward_kl_exact,old_new_kl,direction_realization_residual,seconds,learned_q_0,learned_q_1,candidate_p_0,candidate_p_1,direction_status
P-A,AN,AN,mc_raw,48,table,1,2048,2548,0.1,0.029609151842966697,0.012670919807392322,0.2803484954911798,0.2803484954911798,exact_population_Fisher_projection_diagnostic,0.1209598172270541,0.00012576256879759298,0.0001271477931847882,0.0001262529223063093,9.442203163505716e-05,0.025863109245864584,0.00039739999920129776,0.10955599074648689,0.37410976135000995,0.30633751571696755,0.7062619518773973,
P-A,DA,,mc_raw,48,table,1,2048,2548,,,0.012670939425927952,,,,0.01209599818420632,,,,9.442250931879121e-05,,,,,0.30633754654885575,0.7062619579437934,not_applicable
P-A,AN,AN,mc_raw,48,table,10,2048,2548,0.1,0.029609151842966697,0.033232060985368794,0.2803484954911798,0.2803484954911798,exact_population_Fisher_projection_diagnostic,0.3114392395216566,6.0100160208476565e-06,6.011403501962324e-06,6.010507173211978e-06,0.00046100384832829935,0.0012215035932555223,0.0009045000188052654,0.10955599074648689,0.37410976135000995,0.3062027424999747,0.717046745814382,
P-A,DA,,mc_raw,48,table,10,2048,2548,,,0.17576141920205507,,,,0.12050536378531966,,,,0.009334332474358503,,,,,0.36671764191575135,0.7587679782776423,not_applicable
P-A,AN,AN,mc_raw,48,table,100,2048,2548,0.1,0.029609151842966697,0.029698758543049264,0.2803484954911798,0.2803484954911798,exact_population_Fisher_projection_diagnostic,0.2811751543078714,3.2193640079863618e-09,3.256552698240508e-09,3.2325283768202148e-09,0.0003714621708723609,6.668506857906008e-07,0.006080400198698044,0.10955599074648689,0.37410976135000995,0.30461789654331306,0.7155205834803015,
P-A,DA,,mc_raw,48,table,100,2048,2548,,,2.8709761293491582,,,,0.9049050619796597,,,,0.554057764255903,,,,,0.8712699208689577,0.9541024349229812,not_applicable
P-A,AN,AN,mc_raw,48,table,1000,2048,2548,0.1,0.029609151842966697,0.029609151842966752,0.2803484954911798,0.2803484954911798,exact_population_Fisher_projection_diagnostic,0.28034849549118107,-4.674765593817774e-17,-4.5938554258330586e-17,-4.6461243244834947e-17,0.00036935751310399365,1.1927835731926223e-29,0.06106320023536682,0.10955599074648689,0.37410976135000995,0.3046214188823045,0.7154738351761802,
P-A,DA,,mc_raw,48,table,1000,2048,2548,,,4.003071925413677,,,,2.2940896319550808,,,,2.1718420308367716,,,,,0.996970195541981,0.9983917914696513,not_applicable
P-A,AN,AN,mc_raw,48,shared_offset,1,2048,2548,0.1,0.029609151842966697,0.012670929668133601,0.2803484954911798,0.21634764730677544,exact_population_Fisher_projection_diagnostic,0.1209598910870615,0.0001257626316320514,0.00012714785406536447,0.00012625298444911593,9.442239245339954e-05,0.025863121355751258,0.00023339968174695969,0.10955599074648689,0.37410976135000995,0.306337544250885,0.7062619530046678,
P-A,DA,,mc_raw,48,shared_offset,1,2048,2548,,,0.012670940412032039,,,,0.012095998921460861,,,,9.442254558775648e-05,,,,,0.3063375494224125,0.7062619580535638,not_applicable
P-A,AN,AN,mc_raw,48,shared_offset,10,2048,2548,0.1,0.029609151842966697,0.015443721393341159,0.2803484954911798,0.21634764730677544,exact_population_Fisher_projection_diagnostic,0.14606041887512722,9.985407982668153e-05,0.00010076468723951433,0.0001001764243826057,0.00013765160597982407,0.02049134355210122,0.0007624002173542976,0.10955599074648689,0.37410976135000995,0.30766198717714116,0.707551774605349,
P-A,DA,,mc_raw,48,shared_offset,10,2048,2548,,,0.17557101661006946,,,,0.12059270303156658,,,,0.009300084115634738,,,,,0.3662800773181996,0.7588503518499722,not_applicable
P-A,AN,AN,mc_raw,48,shared_offset,100,2048,2548,0.1,0.029609151842966697,0.023057629159716653,0.2803484954911798,0.21634764730677544,exact_population_Fisher_projection_diagnostic,0.2128269930206006,7.042309432826171e-05,7.006248740646589e-05,7.029544362343443e-05,0.0002921216918744321,0.014125732665754296,0.00577120017260313,0.10955599074648689,0.37410976135000995,0.31120038002877526,0.7109664217597002,
P-A,DA,,mc_raw,48,shared_offset,100,2048,2548,,,2.654037122719503,,,,0.9430818725264968,,,,0.48581226457966825,,,,,0.8163325283726686,0.9603150962923149,not_applicable
P-A,AN,AN,mc_raw,48,shared_offset,1000,2048,2548,0.1,0.029609151842966697,0.023160061445463676,0.2803484954911798,0.21634764730677544,exact_population_Fisher_projection_diagnostic,0.21370504404113247,7.041813716920372e-05,7.004071129691926e-05,7.02845327492518e-05,0.0002945351923810752,0.014118742164526025,0.05512879975140095,0.10955599074648689,0.37410976135000995,0.3112470620982625,0.711011170072398,
P-A,DA,,mc_raw,48,shared_offset,1000,2048,2548,,,3.991872278477082,,,,2.4148410534952016,,,,2.062408721973064,,,,,0.9941873625264531,0.9989272826542117,not_applicable
