experiment,method,direction_method,label,seed,actor_class,fit_steps,sample_episodes,source_steps_total,eta,ideal_return_gain,actual_return_gain,learned_direction_derivative,projected_direction_derivative,projection_reference,realized_path_derivative,forward_kl_training,forward_kl_validation,forward_kl_exact,old_new_kl,direction_realization_residual,seconds,learned_q_0,learned_q_1,candidate_p_0,candidate_p_1,direction_status
P-A,AN,AN,mc_raw,44,table,1,2048,2548,0.1,0.027966470019527123,0.01267089186046877,0.26893273244811744,0.26893273244811744,exact_population_Fisher_projection_diagnostic,0.12095962211690861,0.00014128724502778978,0.00013857119768870767,0.00014157765287177193,9.442081567861415e-05,0.028861240158202843,0.0003839000128209591,0.027710859914351856,0.36747427345765027,0.3063374139669809,0.7062619517605535,
P-A,DA,,mc_raw,44,table,1,2048,2548,,,0.012670936659738619,,,,0.012095996253381659,,,,9.442238891114001e-05,,,,,0.30633753647215467,0.706261957933038,not_applicable
P-A,AN,AN,mc_raw,44,table,10,2048,2548,0.1,0.027966470019527123,0.03098175739471931,0.26893273244811744,0.26893273244811744,exact_population_Fisher_projection_diagnostic,0.2946798507374393,5.983317244617026e-06,6.100071622648947e-06,5.9708335199367285e-06,0.0004037509505513149,0.0012058352978049664,0.00086240004748106,0.027710859914351856,0.36747427345765027,0.3031506491470596,0.716434090454273,
P-A,DA,,mc_raw,44,table,10,2048,2548,,,0.17576131253964028,,,,0.12050534484168958,,,,0.009334320044176095,,,,,0.36671753390795436,0.7587679781809582,not_applicable
P-A,AN,AN,mc_raw,44,table,100,2048,2548,0.1,0.027966470019527123,0.02801039922097537,0.26893273244811744,0.26893273244811744,exact_population_Fisher_projection_diagnostic,0.2693457581703054,8.287181943491661e-10,8.010289496526502e-10,8.316788105866313e-10,0.00033926067582612144,1.7140827538971513e-07,0.006768499966710806,0.027710859914351856,0.36747427345765027,0.3011614678010731,0.7152271775785408,
P-A,DA,,mc_raw,44,table,100,2048,2548,,,2.8709744685804655,,,,0.9049049430138832,,,,0.5540570966958969,,,,,0.8712695934716082,0.954102434769774,not_applicable
P-A,AN,AN,mc_raw,44,table,1000,2048,2548,0.1,0.027966470019527123,0.027966470019527123,0.26893273244811744,0.26893273244811744,exact_population_Fisher_projection_diagnostic,0.26893273244811683,5.379481319625408e-17,5.657379283905035e-17,5.34976764435464e-17,0.0003382120056054778,3.1884686971984215e-30,0.060842799954116344,0.027710859914351856,0.36747427345765027,0.3011651446204286,0.7152035993244792,
P-A,DA,,mc_raw,44,table,1000,2048,2548,,,4.003071830077914,,,,2.2940894184921796,,,,2.1718405777445935,,,,,0.9969701798169582,0.9983917914538898,not_applicable
P-A,AN,AN,mc_raw,44,shared_offset,1,2048,2548,0.1,0.027966470019527123,0.012670927735271342,0.26893273244811744,0.1867371674437227,exact_population_Fisher_projection_diagnostic,0.12095987343359624,0.00014128850280803007,0.000138572521192151,0.00014157890362469228,9.442236490406989e-05,0.028861488505591164,0.0002458002418279648,0.027710859914351856,0.36747427345765027,0.30633754332051033,0.7062619520963549,
P-A,DA,,mc_raw,44,shared_offset,1,2048,2548,,,0.012670940225537164,,,,0.012095998751129069,,,,9.442254292955972e-05,,,,,0.306337549332644,0.7062619579659241,not_applicable
P-A,AN,AN,mc_raw,44,shared_offset,10,2048,2548,0.1,0.027966470019527123,0.011000505513186376,0.26893273244811744,0.1867371674437227,exact_population_Fisher_projection_diagnostic,0.10561947722954201,0.0001552258192149554,0.00015139478478771938,0.00015563544478820155,7.199898184542599e-05,0.031772351676253585,0.0006661997176706791,0.027710859914351856,0.36747427345765027,0.3055296685131945,0.705472033218355,
P-A,DA,,mc_raw,44,shared_offset,10,2048,2548,,,0.17533157028771784,,,,0.12046592200834515,,,,0.009280654929522549,,,,,0.36620709357679176,0.7587928062864165,not_applicable
P-A,AN,AN,mc_raw,44,shared_offset,100,2048,2548,0.1,0.027966470019527123,0.019804575290638782,0.26893273244811744,0.1867371674437227,exact_population_Fisher_projection_diagnostic,0.18467059208496087,0.00011584236817055815,0.0001177757281978513,0.00011563564757733103,0.00021998511676109243,0.023278054837460888,0.005163699854165316,0.027710859914351856,0.36747427345765027,0.30970546791325604,0.7095293034394142,
P-A,DA,,mc_raw,44,shared_offset,100,2048,2548,,,2.5416877326453777,,,,0.9012954940036002,,,,0.4486768205973769,,,,,0.8002820373247532,0.9561715313776661,not_applicable
P-A,AN,AN,mc_raw,44,shared_offset,1000,2048,2548,0.1,0.027966470019527123,0.019709460634490528,0.26893273244811744,0.1867371674437227,exact_population_Fisher_projection_diagnostic,0.18383925961497727,0.00011583792158821146,0.00011771038744785776,0.00011563771198015125,0.00021801024751069606,0.02328338606275002,0.05427860002964735,0.027710859914351856,0.36747427345765027,0.3096613900548732,0.7094868076752052,
P-A,DA,,mc_raw,44,shared_offset,1000,2048,2548,,,3.978321966426587,,,,2.3108750326674232,,,,1.9446693119875134,,,,,0.9924904289799389,0.9986121833574253,not_applicable
