experiment,method,label,sample_episodes,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample,actor_class,fit_steps,direction_method,variant,source_n,target_n
P-E,AN,exact_advantage,512,False,exact_score,0.06418137906885094,0.0009199897848339849,4,0.06330993214007896,0.0649830718770987,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,validation_score,0.08172568425310886,0.012623627472510808,4,0.07198849936865356,0.09430956338929683,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,validation_score_variance,0.39308146734348276,0.15881320413538128,4,0.26445204003543515,0.5279654140328178,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,validation_gradient_trace_variance,3.93785748613161,0.8626039659928045,4,3.2030609533985324,4.755730144285222,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,fixed_oracle_q_score_variance,0.33883406163827007,0.08230050243666427,4,0.27086892636352267,0.4067991969130175,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,fixed_oracle_q_gradient_trace_variance,3.949914529257927,0.8811029095125714,4,3.1984792691048565,4.786487205893671,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,curvature_min,0.84,0.0,4,0.84,0.84,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,curvature_max,0.8400000000000001,0.0,4,0.8400000000000001,0.8400000000000001,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,optimization_seconds,0.020727024995721877,0.00411417210829217,4,0.01844269991852343,0.02481397509109229,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,direction_loss,-0.08085876179192958,0.02612487398569461,4,-0.09862304187041948,-0.056504324879669464,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,direction_steps,100.0,0.0,4,100.0,100.0,training_seed_or_data_batch,True,,,,,,
P-E,AN,exact_advantage,512,False,q_bound,5.0,0.0,4,5.0,5.0,training_seed_or_data_batch,True,,,,,,
