experiment,method,variant,source_n,target_n,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample
P-T,AN,normalized,4,4,False,target_normalized_path_derivative,0.06069860271245686,0.02293719480391083,10,0.044605647483540185,0.07137442514463106,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,old_return,0.28159999999999996,0.0,10,0.28159999999999996,0.28159999999999996,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,return,0.30557583786804343,0.010291670585030515,10,0.2989023835176679,0.31088753209467324,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,return_gain,0.023975837868043505,0.010291670585030516,10,0.01730238351766794,0.02928753209467329,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,source_steps_total,2432.0,120.67955732250411,10,2355.2,2508.8,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,source_steps_direction_check,128.0,0.0,10,128.0,128.0,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,source_steps_return_check,256.0,120.67955732250411,10,179.2,332.8,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,eta,0.08499999999999999,0.03374742788552765,10,0.06000000000000001,0.1,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,attempts,1.0,0.4714045207910317,10,0.7,1.3,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,forward_kl_training,3.742147990010326e-09,2.82557984506787e-09,9,2.0629687471507094e-09,5.443052296457055e-09,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,direction_loss,-0.06956381576423196,0.017826978136562255,10,-0.08078784601714657,-0.059661588488773606,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,direction_steps,100.0,0.0,10,100.0,100.0,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,q_bound,5.0,0.0,10,5.0,5.0,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,direction_check_score,0.0633166811146842,0.060173847686242316,10,0.029645160728524543,0.1013443002440891,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,return_check_gain,0.0634837962962963,0.02160115742105067,9,0.05034577546296296,0.07616030092592592,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,return_check_standard_error,0.05189756491800225,0.0112295309204851,9,0.045568510066053974,0.058668006454954874,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,target_true_coefficient_0,0.05999999999999981,7.314236392868128e-18,10,0.05999999999999981,0.05999999999999981,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,target_true_coefficient_1,0.3599999999999998,0.0,10,0.3599999999999998,0.3599999999999998,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,frozen_actor_p_0,0.30211514169746834,0.0019905535568748105,10,0.30100137992338905,0.3032975990626384,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,frozen_actor_p_1,0.7128449229758281,0.0053873887927538,10,0.7093056469645048,0.7155671121255678,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,source_direction_error,0.0017881488528157948,0.0015516113406845243,10,0.0009955464128000083,0.0027581877109285158,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,source_realization_residual,0.006811306522058992,0.021536368268179062,10,6.273023457187549e-07,0.02043234079945327,training_seed_or_data_batch,False
P-T,AN,normalized,4,4,False,target_direction_error,0.008100141208497067,0.020577416851489293,10,0.0010139075618290888,0.021503759327355484,training_seed_or_data_batch,False
