experiment,method,seed,variant,source_n,target_n,target_plus_type_probability,coverage_class,support_covered,density_ratio,neighbor_weight,semantic_drift,target_local_energy,target_path_derivative,target_normalized_path_derivative,old_return,return,return_gain,source_steps_total,source_steps_training,source_steps_direction_check,source_steps_return_check,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,direction_check_score,direction_check_mode,target_true_coefficient_0,target_true_coefficient_1,frozen_actor_p_0,frozen_actor_p_1,source_direction_error,source_realization_residual,target_direction_error,transport_error_upper_bound,normalized_derivative_lower_bound,bound_object,return_check_gain,return_check_mode,return_check_standard_error,direction_status
P-T,AN,48,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.14079999999999998,0.14079999999999998,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07392235941872612,100,5.0,-0.003734418343244998,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009254865536774837,0.07457173429926744,0.06652799999999993,0.09211229080505552,-0.01175384005680205,specified_source_logit_path_through_finite_candidate,,,,
P-T,AN,48,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.28159999999999996,0.28159999999999996,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07392235941872612,100,5.0,-0.003734418343244998,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009254865536774837,0.07457173429926744,0.06652799999999993,0.09211229080505552,-0.01175384005680205,specified_source_logit_path_through_finite_candidate,,,,
P-T,AN,48,normalized,4,6,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.42239999999999994,0.42239999999999994,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07392235941872612,100,5.0,-0.003734418343244998,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009254865536774837,0.07457173429926744,0.06652799999999993,0.09211229080505552,-0.01175384005680205,specified_source_logit_path_through_finite_candidate,,,,
P-T,AN,48,fixed-edge,4,2,0.6,A_finite_supported,True,1.0,0.6666666666666666,0.00955733333333331,0.033077333333333334,0.0,0.0,0.13226666666666667,0.13226666666666667,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07392235941872612,100,5.0,-0.003734418343244998,empirical,-0.04666666666666674,0.2533333333333333,0.3,0.7,0.0009254865536774837,0.07457173429926744,0.033077333333333334,0.16101093748148393,-0.03990083086245566,specified_source_logit_path_through_finite_candidate,,,,
P-T,AN,48,fixed-edge,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.28159999999999996,0.28159999999999996,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07392235941872612,100,5.0,-0.003734418343244998,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009254865536774837,0.07457173429926744,0.06652799999999993,0.09211229080505552,-0.01175384005680205,specified_source_logit_path_through_finite_candidate,,,,
P-T,AN,48,fixed-edge,4,6,0.6,A_finite_supported,True,1.0,3.333333333333333,0.009557333333333307,0.11909333333333315,0.0,0.0,0.44799999999999984,0.44799999999999984,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07392235941872612,100,5.0,-0.003734418343244998,empirical,0.16666666666666632,0.46666666666666634,0.3,0.7,0.0009254865536774837,0.07457173429926744,0.11909333333333315,0.16101093748148387,-0.019381679747709116,specified_source_logit_path_through_finite_candidate,,,,
P-T,AN,48,composition,4,2,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,0.0,0.0,0.1248,0.1248,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07392235941872612,100,5.0,-0.003734418343244998,empirical,-0.26,0.03999999999999998,0.3,0.7,0.0009254865536774837,0.07457173429926744,0.034608,0.44221834374337426,-0.089102518713126,specified_source_logit_path_through_finite_candidate,,,,
P-T,AN,48,composition,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.28159999999999996,0.28159999999999996,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07392235941872612,100,5.0,-0.003734418343244998,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009254865536774837,0.07457173429926744,0.06652799999999993,0.09211229080505552,-0.01175384005680205,specified_source_logit_path_through_finite_candidate,,,,
P-T,AN,48,composition,4,6,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,0.0,0.0,0.3744,0.3744,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07392235941872612,100,5.0,-0.003734418343244998,empirical,-0.26,0.03999999999999998,0.3,0.7,0.0009254865536774837,0.07457173429926744,0.034608,0.44221834374337426,-0.089102518713126,specified_source_logit_path_through_finite_candidate,,,,
P-T,SA,48,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.14079999999999998,0.14079999999999998,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07460841306228447,100,5.0,-0.004108823897539533,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009507425996972441,0.07605801229179127,0.06652799999999993,0.0940159995047823,-0.012558638663267022,specified_source_logit_path_through_finite_candidate,,,,
P-T,SA,48,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.28159999999999996,0.28159999999999996,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07460841306228447,100,5.0,-0.004108823897539533,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009507425996972441,0.07605801229179127,0.06652799999999993,0.0940159995047823,-0.012558638663267022,specified_source_logit_path_through_finite_candidate,,,,
P-T,SA,48,normalized,4,6,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.42239999999999994,0.42239999999999994,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07460841306228447,100,5.0,-0.004108823897539533,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009507425996972441,0.07605801229179127,0.06652799999999993,0.0940159995047823,-0.012558638663267022,specified_source_logit_path_through_finite_candidate,,,,
P-T,SA,48,fixed-edge,4,2,0.6,A_finite_supported,True,1.0,0.6666666666666666,0.00955733333333331,0.033077333333333334,0.0,0.0,0.13226666666666667,0.13226666666666667,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07460841306228447,100,5.0,-0.004108823897539533,empirical,-0.04666666666666674,0.2533333333333333,0.3,0.7,0.0009507425996972441,0.07605801229179127,0.033077333333333334,0.16352472134359408,-0.04046831042700444,specified_source_logit_path_through_finite_candidate,,,,
P-T,SA,48,fixed-edge,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.28159999999999996,0.28159999999999996,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07460841306228447,100,5.0,-0.004108823897539533,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009507425996972441,0.07605801229179127,0.06652799999999993,0.0940159995047823,-0.012558638663267022,specified_source_logit_path_through_finite_candidate,,,,
P-T,SA,48,fixed-edge,4,6,0.6,A_finite_supported,True,1.0,3.333333333333333,0.009557333333333307,0.11909333333333315,0.0,0.0,0.44799999999999984,0.44799999999999984,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07460841306228447,100,5.0,-0.004108823897539533,empirical,0.16666666666666632,0.46666666666666634,0.3,0.7,0.0009507425996972441,0.07605801229179127,0.11909333333333315,0.16352472134359405,-0.020458464029556686,specified_source_logit_path_through_finite_candidate,,,,
P-T,SA,48,composition,4,2,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,0.0,0.0,0.1248,0.1248,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07460841306228447,100,5.0,-0.004108823897539533,empirical,-0.26,0.03999999999999998,0.3,0.7,0.0009507425996972441,0.07605801229179127,0.034608,0.4473154660718418,-0.08981343565244013,specified_source_logit_path_through_finite_candidate,,,,
P-T,SA,48,composition,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.0,0.0,0.28159999999999996,0.28159999999999996,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07460841306228447,100,5.0,-0.004108823897539533,empirical,0.059999999999999803,0.3599999999999998,0.3,0.7,0.0009507425996972441,0.07605801229179127,0.06652799999999993,0.0940159995047823,-0.012558638663267022,specified_source_logit_path_through_finite_candidate,,,,
P-T,SA,48,composition,4,6,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,0.0,0.0,0.3744,0.3744,0.0,2080,2048,32,0,False,direction_rejected,0.0,0,,-0.07460841306228447,100,5.0,-0.004108823897539533,empirical,-0.26,0.03999999999999998,0.3,0.7,0.0009507425996972441,0.07605801229179127,0.034608,0.4473154660718418,-0.08981343565244013,specified_source_logit_path_through_finite_candidate,,,,
P-T,DA,48,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.4524525309898298,0.2262262654949149,0.14079999999999998,0.20506499076859375,0.06426499076859377,2112,2048,0,64,True,accepted_empirical,0.1,1,,,,,,,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,0.09166666666666667,empirical,0.15920810978785666,not_applicable
P-T,DA,48,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.9049050619796596,0.2262262654949149,0.28159999999999996,0.4101299815371875,0.12852998153718753,2112,2048,0,64,True,accepted_empirical,0.1,1,,,,,,,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,0.09166666666666667,empirical,0.15920810978785666,not_applicable
P-T,DA,48,normalized,4,6,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,1.3573575929694894,0.2262262654949149,0.42239999999999994,0.6151949723057812,0.1927949723057813,2112,2048,0,64,True,accepted_empirical,0.1,1,,,,,,,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,0.09166666666666667,empirical,0.15920810978785666,not_applicable
P-T,DA,48,fixed-edge,4,2,0.6,A_finite_supported,True,1.0,0.6666666666666666,0.00955733333333331,0.033077333333333334,0.2359745028565829,0.11798725142829145,0.13226666666666667,0.1612170887586323,0.028950422091965633,2112,2048,0,64,True,accepted_empirical,0.1,1,,,,,,,-0.04666666666666674,0.2533333333333333,0.36092660675034605,0.7438362392368895,,,,,,,0.09166666666666667,empirical,0.15920810978785666,not_applicable
P-T,DA,48,fixed-edge,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.9049050619796596,0.2262262654949149,0.28159999999999996,0.4101299815371875,0.12852998153718753,2112,2048,0,64,True,accepted_empirical,0.1,1,,,,,,,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,0.09166666666666667,empirical,0.15920810978785666,not_applicable
P-T,DA,48,fixed-edge,4,6,0.6,A_finite_supported,True,1.0,3.333333333333333,0.009557333333333307,0.11909333333333315,2.0067916773692303,0.3344652795615384,0.44799999999999984,0.7467386783356657,0.2987386783356658,2112,2048,0,64,True,accepted_empirical,0.1,1,,,,,,,0.16666666666666632,0.46666666666666634,0.36092660675034605,0.7438362392368895,,,,,,,0.09166666666666667,empirical,0.15920810978785666,not_applicable
P-T,DA,48,composition,4,2,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.3322149567998537,-0.16610747839992684,0.1248,0.11299353938231707,-0.011806460617682923,2112,2048,0,64,True,accepted_empirical,0.1,1,,,,,,,-0.26,0.03999999999999998,0.36092660675034605,0.7438362392368895,,,,,,,0.09166666666666667,empirical,0.15920810978785666,not_applicable
P-T,DA,48,composition,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.9049050619796596,0.2262262654949149,0.28159999999999996,0.4101299815371875,0.12852998153718753,2112,2048,0,64,True,accepted_empirical,0.1,1,,,,,,,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,0.09166666666666667,empirical,0.15920810978785666,not_applicable
P-T,DA,48,composition,4,6,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.9966448703995611,-0.16610747839992684,0.3744,0.3389806181469512,-0.035419381853048826,2112,2048,0,64,True,accepted_empirical,0.1,1,,,,,,,-0.26,0.03999999999999998,0.36092660675034605,0.7438362392368895,,,,,,,0.09166666666666667,empirical,0.15920810978785666,not_applicable
