experiment,method,direction_method,label,seed,actor_class,fit_steps,sample_episodes,source_steps_total,eta,ideal_return_gain,actual_return_gain,learned_direction_derivative,projected_direction_derivative,projection_reference,realized_path_derivative,forward_kl_training,forward_kl_validation,forward_kl_exact,old_new_kl,direction_realization_residual,seconds,learned_q_0,learned_q_1,candidate_p_0,candidate_p_1,direction_status
P-A,AN,AN,mc_raw,49,table,1,2048,2548,0.1,0.0222628249001825,0.012670905104886554,0.2146697920645591,0.2146697920645591,exact_population_Fisher_projection_diagnostic,0.12095970616996754,6.540887899038293e-05,6.527874992623731e-05,6.541456313704038e-05,9.4421506305754e-05,0.013256674568971864,0.00048610009253025055,0.05017153206278996,0.29021158470984326,0.30633747453894733,0.7062619499951818,
P-A,DA,,mc_raw,49,table,1,2048,2548,,,0.012670937972652674,,,,0.012095997084724941,,,,9.442245762782876e-05,,,,,0.3063375425040613,0.706261957753992,not_applicable
P-A,AN,AN,mc_raw,49,table,10,2048,2548,0.1,0.0222628249001825,0.01788104664023832,0.2146697920645591,0.2146697920645591,exact_population_Fisher_projection_diagnostic,0.17240809758439887,1.06230721194127e-05,1.0582459686909426e-05,1.0624846104524948e-05,0.00014150569884193703,0.0021653478119208263,0.0008968999609351158,0.05017153206278996,0.29021158470984326,0.3033023740559247,0.7095227013446396,
P-A,DA,,mc_raw,49,table,10,2048,2548,,,0.17576137152324067,,,,0.1205053528756869,,,,0.009334327163665527,,,,,0.3667175985613505,0.7587679765714422,not_applicable
P-A,AN,AN,mc_raw,49,table,100,2048,2548,0.1,0.0222628249001825,0.022350873002851546,0.2146697920645591,0.2146697920645591,exact_population_Fisher_projection_diagnostic,0.21551408209355644,3.984795564806463e-09,3.967506755287706e-09,3.985550754505881e-09,0.00021649999766979247,8.144199319768527e-07,0.006403599865734577,0.05017153206278996,0.29021158470984326,0.30209202671166346,0.7120954712381845,
P-A,DA,,mc_raw,49,table,100,2048,2548,,,2.8709754388239994,,,,0.9049049923320407,,,,0.5540574870980217,,,,,0.871269789451576,0.9541024322193152,not_applicable
P-A,AN,AN,mc_raw,49,table,1000,2048,2548,0.1,0.0222628249001825,0.022262824900182387,0.2146697920645591,0.2146697920645591,exact_population_Fisher_projection_diagnostic,0.2146697920645595,5.368542241394566e-17,5.4135344904658305e-17,5.3665769422213894e-17,0.00021481827791963116,3.042463948114425e-30,0.06095159985125065,0.05017153206278996,0.29021158470984326,0.30211142396554175,0.7120456732576943,
P-A,DA,,mc_raw,49,table,1000,2048,2548,,,4.0030718842868245,,,,2.2940894848382802,,,,2.1718414172550116,,,,,0.9969701892299515,0.998391791191506,not_applicable
P-A,AN,AN,mc_raw,49,shared_offset,1,2048,2548,0.1,0.0222628249001825,0.012670925182832804,0.2146697920645591,0.156599302528184,exact_population_Fisher_projection_diagnostic,0.12095985012133689,6.540940150323337e-05,6.527927702880274e-05,6.541508544940822e-05,9.44223285238582e-05,0.013256778128932814,0.00023659970611333847,0.05017153206278996,0.29021158470984326,0.3063375420919054,0.7062619508968836,
P-A,DA,,mc_raw,49,shared_offset,1,2048,2548,,,0.012670939964881667,,,,0.01209599851306379,,,,9.442253921445495e-05,,,,,0.30633754920717865,0.7062619578434338,not_applicable
P-A,AN,AN,mc_raw,49,shared_offset,10,2048,2548,0.1,0.0222628249001825,0.009144958799496838,0.2146697920645591,0.156599302528184,exact_population_Fisher_projection_diagnostic,0.08837743041747373,8.6621003304522e-05,8.622011820167911e-05,8.663851430202526e-05,5.041648412609304e-05,0.017628126697713558,0.0006707999855279922,0.05017153206278996,0.29021158470984326,0.3046230727068303,0.704582717967103,
P-A,DA,,mc_raw,49,shared_offset,10,2048,2548,,,0.17544798853777477,,,,0.12052756983632824,,,,0.009290099953759224,,,,,0.36624258147399247,0.7588207892387329,not_applicable
P-A,AN,AN,mc_raw,49,shared_offset,100,2048,2548,0.1,0.0222628249001825,0.016456092637182118,0.2146697920645591,0.156599302528184,exact_population_Fisher_projection_diagnostic,0.15511583322187503,5.785901634119438e-05,5.801391865124549e-05,5.7852250078379094e-05,0.00015523900502010488,0.01161887886642211,0.005706599913537502,0.05017153206278996,0.29021158470984326,0.30814058121210736,0.7080162817968945,
P-A,DA,,mc_raw,49,shared_offset,100,2048,2548,,,2.5986003645661393,,,,0.9221957750326761,,,,0.4671354742327717,,,,,0.808438242695248,0.9582932064898634,not_applicable
P-A,AN,AN,mc_raw,49,shared_offset,1000,2048,2548,0.1,0.0222628249001825,0.016465811277362574,0.2146697920645591,0.156599302528184,exact_population_Fisher_projection_diagnostic,0.15520248849294813,5.785896799985706e-05,5.801459526835992e-05,5.785217007024859e-05,0.0001554124069205933,0.011618556456465194,0.059958800207823515,0.05017153206278996,0.29021158470984326,0.3081451630846883,0.7080207247773194,
P-A,DA,,mc_raw,49,shared_offset,1000,2048,2548,,,3.98596570654093,,,,2.3662573408677336,,,,2.007360915187326,,,,,0.9934478995480456,0.998790081543711,not_applicable
