experiment,method,direction_method,label,seed,actor_class,fit_steps,sample_episodes,source_steps_total,eta,ideal_return_gain,actual_return_gain,learned_direction_derivative,projected_direction_derivative,projection_reference,realized_path_derivative,forward_kl_training,forward_kl_validation,forward_kl_exact,old_new_kl,direction_realization_residual,seconds,learned_q_0,learned_q_1,candidate_p_0,candidate_p_1,direction_status
P-A,AN,AN,mc_raw,42,table,1,2048,2548,0.1,0.031998723746956004,0.012670911263917284,0.30503911783314275,0.30503911783314275,exact_population_Fisher_projection_diagnostic,0.12095976115295443,0.00018841086938205356,0.00018864406068173613,0.00018666856623807194,9.442161135055291e-05,0.03824999893324218,0.0004054000601172447,0.054574716511959394,0.41423915990633065,0.30633747936748584,0.7062619526147391,
P-A,DA,,mc_raw,42,table,1,2048,2548,,,0.012670938585814306,,,,0.012095997633923338,,,,9.442246783868211e-05,,,,,0.30633754295809934,0.7062619580187126,not_applicable
P-A,AN,AN,mc_raw,42,table,10,2048,2548,0.1,0.031998723746956004,0.039477518377752874,0.30503911783314275,0.30503911783314275,exact_population_Fisher_projection_diagnostic,0.3717798139834964,2.0667742601640882e-05,2.0694961217865816e-05,2.0464377035738292e-05,0.0006405948713063153,0.004236893390359873,0.0008352999575436115,0.054574716511959394,0.41423915990633065,0.3034544369477149,0.7206984157888151,
P-A,DA,,mc_raw,42,table,10,2048,2548,,,0.17576138325901725,,,,0.12050535843839166,,,,0.009334328181330944,,,,,0.3667176034279884,0.7587679789511201,not_applicable
P-A,AN,AN,mc_raw,42,table,100,2048,2548,0.1,0.031998723746956004,0.032017094551581915,0.30503911783314275,0.30503911783314275,exact_population_Fisher_projection_diagnostic,0.30522763383742907,4.79721836830498e-10,4.794652483937141e-10,4.816389531239149e-10,0.00043314056222168044,9.767929493738944e-08,0.006093400064855814,0.054574716511959394,0.41423915990633065,0.3022806395244364,0.717117143447428,
P-A,DA,,mc_raw,42,table,100,2048,2548,,,2.870975547691296,,,,0.9049050288830293,,,,0.5540575302815884,,,,,0.8712698042035079,0.9541024359901821,not_applicable
P-A,AN,AN,mc_raw,42,table,1000,2048,2548,0.1,0.031998723746956004,0.03199872374695606,0.30503911783314275,0.30503911783314275,exact_population_Fisher_projection_diagnostic,0.3050391178331433,-2.637577821992444e-17,-2.6312391136883346e-17,-2.6849378711105437e-17,0.00043258960702010176,1.5072705227043608e-30,0.0642518000677228,0.054574716511959394,0.41423915990633065,0.3022971298961594,0.7171048423811621,
P-A,DA,,mc_raw,42,table,1000,2048,2548,,,4.0030718926554005,,,,2.294089581971785,,,,2.1718415259063923,,,,,0.9969701899384926,0.9983917915794418,not_applicable
P-A,AN,AN,mc_raw,42,shared_offset,1,2048,2548,0.1,0.031998723746956004,0.012670929858451696,0.30503911783314275,0.2180290956871765,exact_population_Fisher_projection_diagnostic,0.1209598928252994,0.00018841133963033325,0.00018864452973968896,0.00018666904537995195,9.442239516610738e-05,0.03825009389444045,0.0007009003311395645,0.054574716511959394,0.41423915990633065,0.3063375443424938,0.7062619530941042,
P-A,DA,,mc_raw,42,shared_offset,1,2048,2548,,,0.012670940437149614,,,,0.01209599894440167,,,,9.442254594572516e-05,,,,,0.3063375494345028,0.7062619580653674,not_applicable
P-A,AN,AN,mc_raw,42,shared_offset,10,2048,2548,0.1,0.031998723746956004,0.016111244153545423,0.30503911783314275,0.2180290956871765,exact_population_Fisher_projection_diagnostic,0.15203764891892654,0.00015613400953484881,0.0001562587146399453,0.00015520226766893436,0.00014914210772700858,0.03170407778158098,0.0007082996889948845,0.054574716511959394,0.41423915990633065,0.3079778476158533,0.7078584316722705,
P-A,DA,,mc_raw,42,shared_offset,10,2048,2548,,,0.17539513511180077,,,,0.12049958365217901,,,,0.009285811621246105,,,,,0.36622647089961075,0.7588080861288081,not_applicable
P-A,AN,AN,mc_raw,42,shared_offset,100,2048,2548,0.1,0.031998723746956004,0.0234942767020635,0.30503911783314275,0.2180290956871765,exact_population_Fisher_projection_diagnostic,0.2165663965326863,0.00012881422231317646,0.00012871245518871713,0.00012957458164534997,0.00030246898527343626,0.026081439670647515,0.005827399902045727,0.054574716511959394,0.41423915990633065,0.31139921411858024,0.7111569652876704,
P-A,DA,,mc_raw,42,shared_offset,100,2048,2548,,,2.573311248652397,,,,0.9128439976406949,,,,0.45884715247074404,,,,,0.8048205826921461,0.9573562913459508,not_applicable
P-A,AN,AN,mc_raw,42,shared_offset,1000,2048,2548,0.1,0.031998723746956004,0.023571177311647373,0.30503911783314275,0.2180290956871765,exact_population_Fisher_projection_diagnostic,0.2172240081267178,0.00012881144312581436,0.00012870735790182305,0.0001295891222812753,0.00030430724944593664,0.026079513255359982,0.05589930014684796,0.054574716511959394,0.41423915990633065,0.3114341882809981,0.7111904665635881,
P-A,DA,,mc_raw,42,shared_offset,1000,2048,2548,,,3.982801633028889,,,,2.342420190522572,,,,1.9803695479129946,,,,,0.9930516332284255,0.998716489120038,not_applicable
