round,source_episodes,round_source_episodes,direction_passed,candidate_count,fit_kl,accepted,experiment,method,label,seed,source_steps_total
1,1480,1380,,1,1.5977031796759707e-09,True,P-L,AN,mc_learned_baseline,42,1480
2,2860,1380,,1,1.2704416837705916e-09,True,P-L,AN,mc_learned_baseline,42,2860
3,4240,1380,,1,1.1958380844291676e-08,True,P-L,AN,mc_learned_baseline,42,4240
4,6644,2404,,2,1.8123738552570843e-09,True,P-L,AN,mc_learned_baseline,42,6644
5,9048,2404,,2,8.19372955738345e-11,True,P-L,AN,mc_learned_baseline,42,9048
6,11452,2404,,2,1.0006404011845637e-09,True,P-L,AN,mc_learned_baseline,42,11452
7,12832,1380,,1,1.7591423052591284e-10,True,P-L,AN,mc_learned_baseline,42,12832
8,15236,2404,,2,2.1299273757625624e-09,True,P-L,AN,mc_learned_baseline,42,15236
9,17640,2404,,2,7.126751026044415e-09,True,P-L,AN,mc_learned_baseline,42,17640
10,21068,3428,,3,9.877313560947394e-10,True,P-L,AN,mc_learned_baseline,42,21068
11,22448,1380,,1,3.6683110054446815e-09,True,P-L,AN,mc_learned_baseline,42,22448
12,23828,1380,,1,8.018751777562452e-09,True,P-L,AN,mc_learned_baseline,42,23828
13,25208,1380,,1,1.8749897694381863e-09,True,P-L,AN,mc_learned_baseline,42,25208
14,26588,1380,,1,8.433800354993358e-09,True,P-L,AN,mc_learned_baseline,42,26588
15,27968,1380,,1,9.617769384850647e-09,True,P-L,AN,mc_learned_baseline,42,27968
16,29348,1380,,1,1.2471221211814198e-08,True,P-L,AN,mc_learned_baseline,42,29348
17,30728,1380,,1,2.6687571077310298e-08,True,P-L,AN,mc_learned_baseline,42,30728
18,32108,1380,,1,2.9550615166469348e-08,True,P-L,AN,mc_learned_baseline,42,32108
19,33488,1380,,1,5.3281571087832114e-08,True,P-L,AN,mc_learned_baseline,42,33488
20,34868,1380,,1,6.229740374010062e-08,True,P-L,AN,mc_learned_baseline,42,34868
21,36248,1380,,1,3.758517482792767e-08,True,P-L,AN,mc_learned_baseline,42,36248
22,37628,1380,,1,7.422918105817331e-09,True,P-L,AN,mc_learned_baseline,42,37628
23,39008,1380,,1,3.156185240291295e-08,True,P-L,AN,mc_learned_baseline,42,39008
24,40388,1380,,1,9.021621925452524e-08,True,P-L,AN,mc_learned_baseline,42,40388
25,41768,1380,,1,1.0787858826358565e-08,True,P-L,AN,mc_learned_baseline,42,41768
26,43148,1380,,1,6.8123974185564266e-09,True,P-L,AN,mc_learned_baseline,42,43148
27,44528,1380,,1,3.0702768700203633e-09,True,P-L,AN,mc_learned_baseline,42,44528
28,45908,1380,,1,1.124815564286965e-08,True,P-L,AN,mc_learned_baseline,42,45908
29,47288,1380,,1,5.472593850777019e-09,True,P-L,AN,mc_learned_baseline,42,47288
30,48668,1380,,1,1.8561760287781823e-09,True,P-L,AN,mc_learned_baseline,42,48668
31,50048,1380,,1,2.028813397339693e-10,True,P-L,AN,mc_learned_baseline,42,50048
32,52452,2404,,2,2.712242564955181e-09,True,P-L,AN,mc_learned_baseline,42,52452
33,54856,2404,,2,1.7576204814101424e-09,True,P-L,AN,mc_learned_baseline,42,54856
34,56236,1380,,1,8.641854312077542e-09,True,P-L,AN,mc_learned_baseline,42,56236
35,57616,1380,,1,1.4767973232631313e-09,True,P-L,AN,mc_learned_baseline,42,57616
36,58996,1380,,1,1.931388072536181e-09,True,P-L,AN,mc_learned_baseline,42,58996
37,60376,1380,,1,5.8873423756929705e-12,True,P-L,AN,mc_learned_baseline,42,60376
38,61756,1380,,1,3.436828850620967e-12,True,P-L,AN,mc_learned_baseline,42,61756
39,63136,1380,,1,1.2479644403957652e-11,True,P-L,AN,mc_learned_baseline,42,63136
40,64516,1380,,1,3.3136452800360527e-12,True,P-L,AN,mc_learned_baseline,42,64516
41,65896,1380,,1,1.6512474691137264e-10,True,P-L,AN,mc_learned_baseline,42,65896
42,67276,1380,,1,7.728651398920284e-13,True,P-L,AN,mc_learned_baseline,42,67276
43,68656,1380,,1,1.1070789468210596e-12,True,P-L,AN,mc_learned_baseline,42,68656
44,70036,1380,,1,2.151108508183211e-12,True,P-L,AN,mc_learned_baseline,42,70036
45,73464,3428,,3,8.835385379222487e-13,True,P-L,AN,mc_learned_baseline,42,73464
46,74844,1380,,1,2.9709620099714135e-12,True,P-L,AN,mc_learned_baseline,42,74844
47,77248,2404,,2,4.1564169192072643e-13,True,P-L,AN,mc_learned_baseline,42,77248
48,78628,1380,,1,9.784033768328508e-13,True,P-L,AN,mc_learned_baseline,42,78628
49,80008,1380,,1,6.105287628563078e-11,True,P-L,AN,mc_learned_baseline,42,80008
50,81388,1380,,1,1.1032424231312787e-10,True,P-L,AN,mc_learned_baseline,42,81388
51,82768,1380,,1,5.619101214846171e-11,True,P-L,AN,mc_learned_baseline,42,82768
52,84148,1380,,1,3.006965945425448e-13,True,P-L,AN,mc_learned_baseline,42,84148
53,85528,1380,,1,1.83589154821872e-13,True,P-L,AN,mc_learned_baseline,42,85528
54,88956,3428,,3,2.9088687819743313e-13,True,P-L,AN,mc_learned_baseline,42,88956
55,91360,2404,,2,1.9457566958757196e-13,True,P-L,AN,mc_learned_baseline,42,91360
56,92740,1380,,1,2.013676299428309e-13,True,P-L,AN,mc_learned_baseline,42,92740
57,94120,1380,,1,2.2102361586861657e-13,True,P-L,AN,mc_learned_baseline,42,94120
58,95500,1380,,1,2.694371214303822e-11,True,P-L,AN,mc_learned_baseline,42,95500
59,96880,1380,,1,4.413161908021064e-11,True,P-L,AN,mc_learned_baseline,42,96880
60,100308,3428,,3,8.282587609459055e-12,True,P-L,AN,mc_learned_baseline,42,100308
61,103736,3428,,3,3.5467383056555947e-15,True,P-L,AN,mc_learned_baseline,42,103736
62,106140,2404,,2,5.051991911315029e-14,True,P-L,AN,mc_learned_baseline,42,106140
63,108544,2404,,2,1.5148053574085864e-13,True,P-L,AN,mc_learned_baseline,42,108544
64,110948,2404,,2,9.706864054923102e-14,True,P-L,AN,mc_learned_baseline,42,110948
65,112328,1380,,1,5.62865924078516e-14,True,P-L,AN,mc_learned_baseline,42,112328
66,114732,2404,,2,8.917803024551517e-14,True,P-L,AN,mc_learned_baseline,42,114732
67,117136,2404,,2,2.4077560870998485e-14,True,P-L,AN,mc_learned_baseline,42,117136
68,118516,1380,,1,1.2507162948393301e-11,True,P-L,AN,mc_learned_baseline,42,118516
69,120920,2404,,2,1.385945221550693e-13,True,P-L,AN,mc_learned_baseline,42,120920
70,122300,1380,,1,2.021703797056883e-15,True,P-L,AN,mc_learned_baseline,42,122300
71,123680,1380,,1,7.270469119747907e-14,True,P-L,AN,mc_learned_baseline,42,123680
72,127108,3428,,3,2.2856464580704212e-14,False,P-L,AN,mc_learned_baseline,42,127108
73,130536,3428,,3,1.500377356373956e-13,False,P-L,AN,mc_learned_baseline,42,130536
74,131916,1380,,1,5.923939011387792e-13,True,P-L,AN,mc_learned_baseline,42,131916
75,135344,3428,,3,1.417821009632681e-13,True,P-L,AN,mc_learned_baseline,42,135344
76,136724,1380,,1,1.1208813313252223e-13,True,P-L,AN,mc_learned_baseline,42,136724
77,139128,2404,,2,3.1782109915663e-14,True,P-L,AN,mc_learned_baseline,42,139128
78,140508,1380,,1,6.600342537901884e-14,True,P-L,AN,mc_learned_baseline,42,140508
79,143936,3428,,3,2.7519314579549705e-14,False,P-L,AN,mc_learned_baseline,42,143936
80,145316,1380,,1,4.0108329177563764e-14,True,P-L,AN,mc_learned_baseline,42,145316
81,146696,1380,,1,2.4725337411364443e-14,True,P-L,AN,mc_learned_baseline,42,146696
82,150124,3428,,3,9.225991017403979e-14,False,P-L,AN,mc_learned_baseline,42,150124
83,151504,1380,,1,1.3771299719405972e-13,True,P-L,AN,mc_learned_baseline,42,151504
84,152884,1380,,1,5.241846156334126e-14,True,P-L,AN,mc_learned_baseline,42,152884
85,156312,3428,,3,6.446221928453112e-14,False,P-L,AN,mc_learned_baseline,42,156312
86,157692,1380,,1,1.196516730030137e-13,True,P-L,AN,mc_learned_baseline,42,157692
87,161120,3428,,3,6.02018865543176e-15,True,P-L,AN,mc_learned_baseline,42,161120
88,164548,3428,,3,1.884194976896502e-13,False,P-L,AN,mc_learned_baseline,42,164548
89,165928,1380,,1,1.1159292266290731e-13,True,P-L,AN,mc_learned_baseline,42,165928
90,167308,1380,,1,1.0865835011080595e-13,True,P-L,AN,mc_learned_baseline,42,167308
91,170736,3428,,3,8.413517139632155e-14,True,P-L,AN,mc_learned_baseline,42,170736
92,174164,3428,,3,3.151051582907749e-14,True,P-L,AN,mc_learned_baseline,42,174164
93,177592,3428,,3,1.3892465948939012e-13,True,P-L,AN,mc_learned_baseline,42,177592
94,178972,1380,,1,1.0007312647898579e-13,True,P-L,AN,mc_learned_baseline,42,178972
95,180352,1380,,1,1.7726850289311332e-14,True,P-L,AN,mc_learned_baseline,42,180352
96,183780,3428,,3,1.0804393523806499e-13,False,P-L,AN,mc_learned_baseline,42,183780
97,185160,1380,,1,9.738486692754437e-14,True,P-L,AN,mc_learned_baseline,42,185160
98,186540,1380,,1,4.262840859062241e-13,True,P-L,AN,mc_learned_baseline,42,186540
99,187920,1380,,1,7.483106765825933e-14,True,P-L,AN,mc_learned_baseline,42,187920
100,191348,3428,,3,1.9131861750408066e-14,True,P-L,AN,mc_learned_baseline,42,191348
101,193752,2404,,2,1.4727516119624722e-13,True,P-L,AN,mc_learned_baseline,42,193752
102,195132,1380,,1,1.2053830663066812e-15,True,P-L,AN,mc_learned_baseline,42,195132
103,197536,2404,,2,1.526542260587429e-13,True,P-L,AN,mc_learned_baseline,42,197536
