condition,seed,scene,reset_seed,action_seed,success,success_steps,episode_steps,restricted_steps,end_reason,J,final_coverage,collision_pairs_total,path_length
mappo,40,141,1307409041,190942974,1,85,85,85,success,-26.007789674040843,1.0,0.0,14.970045572813634
mappo,40,142,3903673146,2868750843,1,379,379,379,success,-68.94548864580572,1.0,93.0,77.15742934490052
mappo,40,143,1041470976,3140471556,1,50,50,50,success,-15.06946614179087,1.0,7.0,9.883651632325506
mappo,40,144,1075302836,1469666529,1,44,44,44,success,-26.8666143220447,1.0,0.0,11.199655131075591
mappo,40,145,133604693,724621700,0,,500,500,deadline,-58.89797743400462,0.75,97.0,104.64396048550161
mappo,40,146,819877269,318763286,1,23,23,23,success,-10.339396356848578,1.0,4.0,5.485869410939841
mappo,40,147,1907705498,3277461452,1,27,27,27,success,-12.72777676144364,1.0,0.0,5.153604163882572
mappo,40,148,2352993259,3563105290,1,64,64,64,success,-24.629639360382,1.0,4.0,14.323635487040852
mappo,40,149,1707367458,981616009,1,243,243,243,success,-36.77260096959369,1.0,15.0,45.63926022576116
mappo,40,150,3403071925,842625954,1,55,55,55,success,-18.636559020615557,1.0,6.0,13.769070382668714
mappo,40,151,1531247122,1618569098,1,161,161,161,success,-52.709799710758304,1.0,13.0,31.52046709892593
mappo,40,152,1597323254,3504572388,1,48,48,48,success,-22.76433982423145,1.0,3.0,9.6639312022059
mappo,40,153,2743348902,3750456234,1,160,160,160,success,-40.88713160619171,1.0,24.0,36.44724573142304
mappo,40,154,3613991171,3603500413,1,313,313,313,success,-72.14862755012199,1.0,32.0,60.11470488624207
mappo,40,155,3004572485,2750623320,1,34,34,34,success,-12.984569777531783,1.0,0.0,7.443665749624831
mappo,40,156,2936353891,2130121422,1,109,109,109,success,-31.915124349045733,1.0,0.0,21.9887350434157
mappo,40,157,3121995317,178834416,1,17,17,17,success,-8.867480723503656,1.0,0.0,3.784909960743545
mappo,40,158,135459474,3883224642,1,43,43,43,success,-15.52409558076534,1.0,5.0,9.206521891647325
mappo,40,159,734479274,212628557,1,79,79,79,success,-40.12329225646635,1.0,2.0,16.229410370075666
mappo,40,160,2876606289,634015663,1,21,21,21,success,-9.281250928237393,1.0,2.0,4.986643591286563
mappo,40,161,1318727501,1594052201,1,135,135,135,success,-23.23236286327156,1.0,14.0,24.925519351410948
mappo,40,162,1102958350,737333259,1,117,117,117,success,-26.705080350003406,1.0,7.0,23.832145293779135
mappo,40,163,4293085850,1394580074,1,67,67,67,success,-24.854624101094938,1.0,0.0,12.963750151218848
mappo,40,164,301891743,1570578452,1,18,18,18,success,-7.717047052707158,1.0,3.0,3.635911666221449
mappo,40,165,4042230523,2267821805,1,74,74,74,success,-28.972027079422045,1.0,2.0,17.510916850227208
mappo,40,166,2916448039,2068779175,1,124,124,124,success,-21.396624441953673,1.0,3.0,24.674710971921265
mappo,40,167,475938238,1230185635,1,21,21,21,success,-12.818744316644175,1.0,0.0,4.414676420520003
mappo,40,168,86325482,2583711119,1,20,20,20,success,-12.24245463059665,1.0,0.0,5.175185537301499
mappo,40,169,2468676735,1349085776,1,25,25,25,success,-10.490857446089567,1.0,3.0,5.802131385266123
mappo,40,170,1272250021,3661335694,1,52,52,52,success,-26.48906155950809,1.0,7.0,13.143572188084637
mappo,40,171,2159883676,3698848039,1,13,13,13,success,-4.5446458185188305,1.0,0.0,2.6051186886865145
mappo,40,172,3080257073,1306309557,1,23,23,23,success,-9.148610493859096,1.0,0.0,4.983444290072701
mappo,40,173,737202711,3975843611,1,42,42,42,success,-18.720843679406578,1.0,0.0,9.170097385649324
mappo,40,174,2036355949,1079738952,1,29,29,29,success,-13.663205909235785,1.0,9.0,9.165422246281993
mappo,40,175,1250427656,2400630472,1,50,50,50,success,-19.404366748375356,1.0,4.0,11.68150281892093
mappo,40,176,280972588,935931904,1,26,26,26,success,-11.469808902727497,1.0,0.0,5.43859105651381
mappo,40,177,1628580413,2618414690,1,31,31,31,success,-12.907818086611531,1.0,2.0,6.142013236975538
mappo,40,178,1858486268,1695893789,1,18,18,18,success,-10.999655356005471,1.0,0.0,4.904561826934541
mappo,40,179,1128729475,921306020,1,32,32,32,success,-12.54128179419888,1.0,0.0,6.643566281496157
mappo,40,180,2470240967,1061804176,1,40,40,40,success,-15.826702446201011,1.0,3.0,8.210142190557448
mappo,40,181,3528471741,1323328472,1,52,52,52,success,-25.79091429049815,1.0,4.0,12.968489469535795
mappo,40,182,2911587752,4074340476,1,333,333,333,success,-37.76728672948733,1.0,26.0,63.805498440436395
mappo,40,183,395798198,4201995392,1,192,192,192,success,-71.02525241117165,1.0,25.0,34.787341770603454
mappo,40,184,3206482376,3850659323,1,51,51,51,success,-19.9146569275907,1.0,6.0,10.275718511948412
mappo,40,185,547984991,3607788070,1,46,46,46,success,-14.705899377894042,1.0,6.0,9.483561403256415
mappo,40,186,2630779656,3552115610,1,14,14,14,success,-6.091569533384033,1.0,3.0,2.968079556433145
mappo,40,187,2286206322,2133860329,1,8,8,8,success,-3.765641329535754,1.0,0.0,1.9171789572368965
mappo,40,188,1028413547,483519647,1,82,82,82,success,-47.06570815244888,1.0,24.0,21.62457396845279
mappo,40,189,3954971611,339275944,1,22,22,22,success,-5.393051753338788,1.0,2.0,4.005894689400787
mappo,40,190,1565184387,3604524309,1,38,38,38,success,-21.521228774946277,1.0,5.0,10.042305823063877
mappo,40,191,1541645080,3550743315,1,38,38,38,success,-19.08760639077573,1.0,3.0,10.081663338250443
mappo,40,192,1358142315,66658535,1,91,91,91,success,-15.991772410970439,1.0,3.0,16.288812540597498
mappo,40,193,3792492909,1947276631,1,30,30,30,success,-11.91551821610079,1.0,3.0,6.495356854448889
mappo,40,194,3966649805,1539956774,1,257,257,257,success,-38.26735457425692,1.0,23.0,46.720091954945694
mappo,40,195,4287786056,536147962,1,26,26,26,success,-11.773512153151698,1.0,1.0,6.169109846710989
mappo,40,196,3898621550,2943160775,1,79,79,79,success,-28.218369610218375,1.0,7.0,14.55918941547169
mappo,40,197,1282899432,896785034,1,67,67,67,success,-20.88564914746439,1.0,10.0,12.28857916877591
mappo,40,198,3304655122,725218852,1,66,66,66,success,-34.12809335226539,1.0,3.0,13.314390540712775
mappo,40,199,2374250539,2505643757,1,38,38,38,success,-29.064190439966783,1.0,5.0,13.144527705653342
ippo,40,0,2347913895,2204399287,0,,500,500,deadline,-97.61398883739602,0.5,213.0,114.27106090247135
ippo,40,1,1310321179,1655279843,1,20,20,20,success,-6.578081023058719,1.0,1.0,3.628081040072534
ippo,40,2,925551445,1603184147,1,500,500,500,success,-67.08089685063256,1.0,151.0,102.45635774183263
ippo,40,3,3397827696,1467687412,1,53,53,53,success,-21.667361301107697,1.0,4.0,12.955220352952264
ippo,40,4,2278052159,3283886647,1,19,19,19,success,-8.997995975266285,1.0,0.0,3.887540979190362
ippo,40,5,1141161844,1073813544,1,18,18,18,success,-8.35527466387668,1.0,0.0,4.1009478400648405
ippo,40,6,4018744254,4002431641,1,125,125,125,success,-29.446529233689187,1.0,39.0,25.946072205970243
ippo,40,7,1194439361,2962496275,1,32,32,32,success,-18.964999019625267,1.0,0.0,6.783234870506548
ippo,40,8,17891111,82345734,1,99,99,99,success,-31.81718597892086,1.0,11.0,17.07136857587415
ippo,40,9,1405872531,990800855,1,50,50,50,success,-19.281962947412353,1.0,5.0,9.90110044915795
ippo,40,10,4143954168,2976904518,1,37,37,37,success,-17.937585883729692,1.0,0.0,7.053873716423419
ippo,40,11,3750035447,3287475107,1,28,28,28,success,-11.662583664741671,1.0,0.0,5.9886857413711425
ippo,40,12,3464920535,110148373,1,69,69,69,success,-27.136275494956212,1.0,7.0,14.191930545970905
ippo,40,13,4227631671,3094755462,1,113,113,113,success,-48.58765124678779,1.0,20.0,22.555607445485776
ippo,40,14,3029437499,2637565796,1,48,48,48,success,-22.96037915600925,1.0,2.0,9.9389466303003
ippo,40,15,4262312365,3479700024,1,63,63,63,success,-14.578617820080922,1.0,5.0,10.922835310105194
ippo,40,16,3526763631,1544041880,1,202,202,202,success,-70.74407359087401,1.0,59.0,43.02633740163548
ippo,40,17,3352364175,1343921505,1,74,74,74,success,-30.0091673680048,1.0,7.0,16.801748900761496
ippo,40,18,1302945959,1207014841,1,71,71,71,success,-28.961465413108726,1.0,0.0,13.528657801234491
ippo,40,19,2306951341,3797059222,1,41,41,41,success,-25.015888447564716,1.0,5.0,8.540270255507975
ippo,40,20,3862450246,2188012511,1,48,48,48,success,-17.200968865469402,1.0,7.0,9.324779385406895
ippo,40,21,2201176011,3620667123,0,,500,500,deadline,-91.4032217161259,0.25,141.0,97.76533955376267
ippo,40,22,2496597083,362775720,1,72,72,72,success,-44.675283650838956,1.0,16.0,18.50077873868919
ippo,40,23,643881572,3726466941,1,110,110,110,success,-56.28355267275773,1.0,29.0,24.330351694710142
ippo,40,24,3680166795,646103936,1,57,57,57,success,-22.61530620098303,1.0,0.0,10.55436532145556
ippo,40,25,2021262203,3635273144,1,34,34,34,success,-19.233573232645682,1.0,7.0,6.302118000462687
ippo,40,26,4290191469,4169522974,1,41,41,41,success,-17.382020446390907,1.0,2.0,8.632243658690102
ippo,40,27,2809779718,1886898322,1,38,38,38,success,-13.11675155446367,1.0,3.0,7.357390222423498
ippo,40,28,693025613,810659684,1,25,25,25,success,-9.889765983532921,1.0,0.0,5.104885086003367
ippo,40,29,1192868891,2499189744,1,148,148,148,success,-49.58743048291802,1.0,44.0,34.35959728976929
ippo,40,30,1476330158,3266202760,1,27,27,27,success,-21.83040088089457,1.0,5.0,9.464424115825253
ippo,40,31,3611679803,3917654537,1,72,72,72,success,-31.78614053315546,1.0,4.0,13.318160169582363
ippo,40,32,2090440591,745075548,1,36,36,36,success,-20.131593857444457,1.0,3.0,8.628233554495873
ippo,40,33,357157158,1723057628,1,46,46,46,success,-21.32244995146655,1.0,12.0,11.293135507474442
ippo,40,34,3936621046,545288905,1,64,64,64,success,-25.246009239386204,1.0,13.0,13.170185383457387
ippo,40,35,2037637314,2324248030,1,42,42,42,success,-16.198097459476493,1.0,6.0,8.409095360614044
ippo,40,36,3709398998,1457507648,1,64,64,64,success,-24.63563301359371,1.0,17.0,14.71177458205748
ippo,40,37,1052357024,3814668927,1,87,87,87,success,-25.20011234607231,1.0,34.0,17.33220731253025
ippo,40,38,514059705,3648506924,1,50,50,50,success,-20.940013512300442,1.0,8.0,9.533229921680471
ippo,40,39,1689120953,2973219346,1,38,38,38,success,-16.314430646968933,1.0,2.0,8.551917846002105
ippo,40,40,4044110060,1170832070,1,51,51,51,success,-20.362623970268057,1.0,6.0,12.700279196689356
ippo,40,41,876257233,489764794,1,38,38,38,success,-10.805855874515776,1.0,2.0,6.8677787948240825
ippo,40,42,2929304744,1941306444,1,57,57,57,success,-18.110601316409078,1.0,0.0,10.302140252943502
ippo,40,43,1565055108,3925993507,1,29,29,29,success,-16.50953045349788,1.0,1.0,8.050377837891174
ippo,40,44,2669435691,1443751235,1,31,31,31,success,-8.785224863644771,1.0,3.0,5.098088962743079
ippo,40,45,2782058924,2476172249,1,104,104,104,success,-30.993424866295616,1.0,29.0,21.671858280008536
ippo,40,46,2201581963,3484967346,1,41,41,41,success,-14.07595176800373,1.0,0.0,7.867184409972013
ippo,40,47,3522276661,2174114813,1,88,88,88,success,-32.04108970335624,1.0,14.0,19.292467803371633
ippo,40,48,4135243855,1686750971,1,23,23,23,success,-11.687165093135588,1.0,3.0,5.7725308520250955
ippo,40,49,4219834141,3546787958,1,80,80,80,success,-38.995842857779806,1.0,7.0,20.882778224675167
ippo,40,50,2745294497,1510181992,1,45,45,45,success,-21.939065796360666,1.0,4.0,10.995336306766601
ippo,40,51,328605636,3958047834,1,130,130,130,success,-32.409967047963654,1.0,11.0,24.234640577670795
ippo,40,52,3668706458,2663696074,1,73,73,73,success,-32.86597769944374,1.0,19.0,16.27319296243368
ippo,40,53,1687460012,2762826505,1,39,39,39,success,-21.30340408520409,1.0,4.0,9.747819130132731
ippo,40,54,3802484977,1070530547,1,38,38,38,success,-17.269958506036396,1.0,7.0,9.063008841737917
ippo,40,55,581266362,555067133,1,37,37,37,success,-11.989327508490026,1.0,7.0,5.992076637095445
ippo,40,56,3781927676,1103775279,1,75,75,75,success,-37.06604990800063,1.0,8.0,15.394641571285645
ippo,40,57,3315636682,2960959474,1,47,47,47,success,-15.402866101027886,1.0,2.0,9.51287387245571
ippo,40,58,1992698953,3430666549,1,97,97,97,success,-42.28315488427974,1.0,17.0,16.87253289111551
ippo,40,59,1897334928,757250469,1,34,34,34,success,-16.912360870735167,1.0,4.0,7.561309912193972
ippo,40,60,487978315,3946062176,1,48,48,48,success,-25.5627095686307,1.0,11.0,11.307938246809066
ippo,40,61,2017962332,1023045887,1,118,118,118,success,-50.6474543252538,1.0,27.0,27.480490886859247
ippo,40,62,2303249801,2030117153,1,15,15,15,success,-6.6134413963407415,1.0,0.0,2.954315096494724
ippo,40,63,988204551,1562213680,1,39,39,39,success,-13.853942934390911,1.0,3.0,7.46620296079083
ippo,40,64,2457632742,2907346953,1,14,14,14,success,-7.116620016230316,1.0,0.0,3.022855249574295
ippo,40,65,129231120,352044171,1,148,148,148,success,-62.03090005911314,1.0,36.0,29.80176487585129
ippo,40,66,1304401263,2323526430,1,21,21,21,success,-8.59598859982564,1.0,0.0,4.23183839340861
ippo,40,67,2578540583,408210173,1,30,30,30,success,-9.76408455593369,1.0,3.0,5.8823338728317855
ippo,40,68,3978430092,3911997970,1,43,43,43,success,-16.81719545526373,1.0,10.0,8.458422561685127
ippo,40,69,2798237815,1431979650,1,20,20,20,success,-12.080535437923105,1.0,0.0,4.80011686333567
ippo,40,70,2992858584,1812674679,1,368,368,368,success,-104.4129270941416,1.0,92.0,79.87441779418457
ippo,40,71,1637406924,2462028667,1,89,89,89,success,-30.065894316390462,1.0,6.0,16.554059751658485
ippo,40,72,4201319692,1571892780,1,27,27,27,success,-9.43483435360118,1.0,2.0,5.289754845706617
ippo,40,73,79011899,1388970493,1,55,55,55,success,-25.284372272009193,1.0,7.0,12.085074378762869
ippo,40,74,2431549537,1248286508,1,32,32,32,success,-11.22025368599239,1.0,1.0,6.568772711327308
ippo,40,75,1221176477,2883642853,1,110,110,110,success,-56.09069192904921,1.0,21.0,25.8166292783404
ippo,40,76,555998048,1178830039,1,41,41,41,success,-15.171004389389724,1.0,6.0,7.0768991216337955
ippo,40,77,3231626248,577494740,1,56,56,56,success,-34.162874261047634,1.0,17.0,13.436424206799005
ippo,40,78,2185936161,376249926,1,53,53,53,success,-16.577554548347628,1.0,0.0,9.832371558420576
ippo,40,79,2990187134,1915751243,1,19,19,19,success,-12.153176506718392,1.0,4.0,5.010604136449176
ippo,40,80,3400241984,751917057,1,128,128,128,success,-56.40868527520746,1.0,37.0,27.077799292177833
ippo,40,81,599700480,1249187977,1,23,23,23,success,-9.211813616748497,1.0,0.0,5.001911759852714
ippo,40,82,3070578233,1520211238,1,52,52,52,success,-28.538850950976585,1.0,3.0,15.231865105353366
ippo,40,83,1332271383,3974459268,1,36,36,36,success,-19.446941420924283,1.0,2.0,9.135275666837549
ippo,40,84,1070320651,3420935515,1,29,29,29,success,-16.799231683710236,1.0,1.0,6.816410251514697
ippo,40,85,3263269926,4086004603,1,55,55,55,success,-23.31723276682488,1.0,8.0,10.291053161399825
