kind,truth_class,true_value,sample_size,seed,mode,evaluation_batch_id,mean,radius,decision_value,alpha,accepted,false_accept,false_reject,evaluation_episodes
direction,-1,-0.18,128,2029,hoeffding,13295f09600ba97d4826dd9652fe652bf2ea6d8f58a2bc8f215dd0fab49f68a3,-0.19356770833333337,4.231088082359859,-4.424655790693192,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2030,empirical,7978182c4fab8c7ba921bea3a608433af149d50fc9db2cb4ed8c6ae9ecbe2c68,-0.17773437500000003,4.231088082359859,-0.17773437500000003,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2030,hoeffding,7978182c4fab8c7ba921bea3a608433af149d50fc9db2cb4ed8c6ae9ecbe2c68,-0.17773437500000003,4.231088082359859,-4.408822457359859,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2031,empirical,fc5f855e86496ee3a6ff784d248c151a92590731494be1b2ecf349bc88f5b313,-0.16634114583333337,4.231088082359859,-0.16634114583333337,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2031,hoeffding,fc5f855e86496ee3a6ff784d248c151a92590731494be1b2ecf349bc88f5b313,-0.16634114583333337,4.231088082359859,-4.397429228193192,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2032,empirical,91bb71efa3016fc9e432b4da6103e1738d2d3fedaaab1e27d14e92a8729631d8,-0.15457031250000003,4.231088082359859,-0.15457031250000003,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2032,hoeffding,91bb71efa3016fc9e432b4da6103e1738d2d3fedaaab1e27d14e92a8729631d8,-0.15457031250000003,4.231088082359859,-4.385658394859859,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2033,empirical,5e9897d22a9eb738ecafff765fbd769af5ee4bb918e0ee0820bc42a46fe77a3c,-0.17727864583333336,4.231088082359859,-0.17727864583333336,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2033,hoeffding,5e9897d22a9eb738ecafff765fbd769af5ee4bb918e0ee0820bc42a46fe77a3c,-0.17727864583333336,4.231088082359859,-4.408366728193193,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2034,empirical,c8201bb3cbce51e8849c929a2b042592065a93d7e5c41ae1e2c28cbf7b9cd6a6,-0.19070312500000003,4.231088082359859,-0.19070312500000003,6.485084306095979e-05,False,False,False,128
