experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,46,1,712,256,256,0,0,200,356,1424,262144,0.19148437499999996,0.31079999999999997,0.3537805067478608,0.034766506747860804,0.00048014453156419224,public_state_tabular_independent_mc,0,0.6154101721564078,0.037715999991633,True,accepted_return_check_disabled,0.1,1,4.083214628530262e-09,-0.09295686636771183,100,5.0,0.4074925527356591,0.1717049778337192,0.012895825385180526,0.0016149602719140095,0.09742593899636695,0.08713260046703336
T-L,AN,mc_learned_baseline,False,46,2,1424,512,512,0,0,400,712,2848,262144,0.374765625,0.36150000000000004,0.3875018405709997,0.033721333823138855,0.00045948844569959656,public_state_tabular_independent_mc,0,0.606322130738469,0.07499739993363619,True,accepted_return_check_disabled,0.1,1,3.812316146700042e-09,-0.09220374626735292,100,5.0,0.4139281202662911,0.17828467266074158,-0.01726229274999258,0.0031690884467410058,0.09289697926929213,0.08616763166033853
T-L,AN,mc_learned_baseline,False,46,3,2136,768,768,0,0,600,1068,4272,262144,0.37687500000000007,0.4629,0.4201276218280692,0.0326257812570695,0.00042151642946330024,public_state_tabular_independent_mc,0,0.595290706047183,0.11412059993017465,True,accepted_return_check_disabled,0.1,1,4.974813376810585e-09,-0.08563940052001585,100,5.0,0.41494552014125363,0.17138806524099526,0.017573562515075247,0.00107286685435853,0.0856315284222939,0.08826614631379462
T-L,AN,mc_learned_baseline,False,46,4,2848,1024,1024,0,0,800,1424,5696,262144,0.415546875,0.477,0.45401618568192376,0.03388856385385458,0.00046728487614326064,public_state_tabular_independent_mc,0,0.5826982320739571,0.15334820002317429,True,accepted_return_check_disabled,0.1,1,6.541885382239595e-09,-0.09493560748168486,100,5.0,0.40757364975769056,0.17036331801559013,0.0010644603696023935,0.0029134279347404883,0.09498912179869629,0.08601728119552585
T-L,AN,mc_learned_baseline,False,46,5,3560,1280,1280,0,0,1000,1780,7120,262144,0.46828125,0.36599999999999994,0.4873517808685594,0.03333559518663565,0.00044671624764307363,public_state_tabular_independent_mc,0,0.5707616154370607,0.19555820000823587,True,accepted_return_check_disabled,0.1,1,2.3551842929546976e-10,-0.09124074697128556,100,5.0,0.3881239698587157,0.16551372413992932,0.0048031808290979194,0.00017528872506940345,0.09118138379642551,0.08777961592409275
T-L,AN,mc_learned_baseline,False,46,6,4272,1536,1536,0,0,1200,2136,8544,262144,0.40734375,0.43079999999999996,0.5216722388891198,0.03432045802056044,0.0004863960572846234,public_state_tabular_independent_mc,0,0.5579959280534537,0.2344739999389276,True,accepted_return_check_disabled,0.1,1,3.485942710246055e-09,-0.09909342346097771,100,5.0,0.4295399200439453,0.18322161648156787,0.013498363617230003,0.000812456894255928,0.09948084332449003,0.08544665476145949
T-L,AN,mc_learned_baseline,False,46,7,4984,1792,1792,0,0,1400,2492,9968,262144,0.525703125,0.5322,0.5509684290825886,0.02929619019346874,0.00036400223314570477,public_state_tabular_independent_mc,0,0.5462424042879868,0.27317169995512813,True,accepted_return_check_disabled,0.1,1,3.0746930875126627e-09,-0.07397801247380131,100,5.0,0.3670264176381849,0.15501301754347524,0.007164111834081277,0.0005075106874762318,0.07384018666397257,0.08338785756833753
T-L,AN,mc_learned_baseline,False,46,8,5696,2048,2048,0,0,1600,2848,11392,262144,0.5587500000000001,0.6969,0.5799621503664627,0.02899372128387412,0.00036928595241561633,public_state_tabular_independent_mc,0,0.5336830480130931,0.31141520000528544,True,accepted_return_check_disabled,0.1,1,7.998183908233194e-10,-0.07525473480088989,100,5.0,0.35691388063340074,0.15123942395035417,-0.005199492885883394,0.0003527494900924225,0.07545328853159625,0.08106722441825534
T-L,AN,mc_learned_baseline,False,46,9,6408,2304,2304,0,0,1800,3204,12816,262144,0.62765625,0.4943999999999999,0.6049127205964459,0.02495057022998315,0.0002837303511733021,public_state_tabular_independent_mc,0,0.5227720648432973,0.3526558999437839,True,accepted_return_check_disabled,0.1,1,5.07079266890541e-09,-0.05813474540459784,100,5.0,0.29979542115457297,0.12790847363145352,-0.0015234984953726993,0.0017058936911869393,0.05796033248236236,0.07677950791364326
T-L,AN,mc_learned_baseline,False,46,10,7120,2560,2560,0,0,2000,3560,14240,262144,0.6944531250000001,0.6380999999999999,0.6301533430944977,0.025240622498051812,0.00030273170846266563,public_state_tabular_independent_mc,0,0.5108944101138586,0.39130609994754195,True,accepted_return_check_disabled,0.1,1,2.9656859282803405e-09,-0.06123889220583545,100,5.0,0.2644063539701441,0.11138126336382059,0.004517583582501872,0.0008352083268879495,0.06171247444577206,0.0746780895208937
