condition,metric,planned_runs,failed_or_interrupted,statistics_scope,count,mean,std,ci_low,ci_high
ours,final_return,3,0,completed_runs_only,3,1.9626655964371764,1.1241101659968864e-09,1.9626655951435528,1.9626655971763298
ours,budget_normalized_auc,3,0,completed_runs_only,3,1.7060270773042372,0.011509300250642606,1.6957404699671226,1.718457580323605
ours,seconds,3,0,completed_runs_only,3,33.90241563335682,0.9265320520584792,32.9161084999796,34.75454040011391
ours,source_episodes,3,0,completed_runs_only,3,130048.0,461.5105632593906,129536.0,130432.0
ours,decline_fraction,3,0,completed_runs_only,3,0.0,0.0,0.0,0.0
ours,candidate_count,3,0,completed_runs_only,3,44.0,1.0,43.0,45.0
ours,mean_fit_kl,3,0,completed_runs_only,3,0.00014771928705753132,3.1020416925024294e-05,0.00011213877394345574,0.00016908537653944903
ours,optimizer_updates,3,0,completed_runs_only,3,5034.666666666667,36.95041722813605,4992.0,5056.0
no_direction_check,final_return,3,0,completed_runs_only,3,1.9626655982364813,2.8152766663813685e-10,1.962665597912492,1.9626655984215189
no_direction_check,budget_normalized_auc,3,0,completed_runs_only,3,1.775489428272462,0.02492484549033178,1.7469303849214939,1.7928566197610991
no_direction_check,seconds,3,0,completed_runs_only,3,46.94718676673559,2.8113927161786196,43.714161900104955,48.817848100094125
no_direction_check,source_episodes,3,0,completed_runs_only,3,130901.33333333333,295.60333782508843,130560.0,131072.0
no_direction_check,decline_fraction,3,0,completed_runs_only,3,0.0,0.0,0.0,0.0
no_direction_check,candidate_count,3,0,completed_runs_only,3,61.0,0.0,61.0,61.0
no_direction_check,mean_fit_kl,3,0,completed_runs_only,3,0.00018424453305752333,2.657661423791673e-05,0.00015516722936720015,0.0002072801980206327
no_direction_check,optimizer_updates,3,0,completed_runs_only,3,6890.666666666667,147.80166891254422,6720.0,6976.0
no_return_check,final_return,3,0,completed_runs_only,3,1.9626655996597977,1.0560432471954925e-11,1.9626655996478128,1.9626655996677382
no_return_check,budget_normalized_auc,3,0,completed_runs_only,3,1.873089334393745,0.0018642754714445248,1.8709513656080035,1.8743758966734196
no_return_check,seconds,3,0,completed_runs_only,3,94.85183929993461,0.4927637165035027,94.42797299986705,95.39251110004261
no_return_check,source_episodes,3,0,completed_runs_only,3,130176.0,0.0,130176.0,130176.0
no_return_check,decline_fraction,3,0,completed_runs_only,3,0.0,0.0,0.0,0.0
no_return_check,candidate_count,3,0,completed_runs_only,3,113.0,0.0,113.0,113.0
no_return_check,mean_fit_kl,3,0,completed_runs_only,3,0.0003526105764262368,1.462674978415628e-05,0.0003392617929108526,0.000368245955475677
no_return_check,optimizer_updates,3,0,completed_runs_only,3,14464.0,0.0,14464.0,14464.0
