condition,seed,status,run_dir,seconds,source_episodes,budget,unused_budget,rounds,stop_reason,initial_return,final_return,budget_normalized_auc,accepted_updates,declining_updates,decline_fraction,total_decline,candidate_count,return_check_rejections,mean_fit_kl,direction_train_episodes,pg_train_episodes,critic_episodes,direction_check_episodes,return_old_episodes,return_candidate_episodes,optimizer_updates
ours,40,complete,D:\manifold\manifold_project\experiments\pair_coordination\results\suite_04_检查消融_批量128_步长0.2\training\ours\seed_40,34.03659799997695,129536,131072,1536,36,source_budget,0.38376000000000016,1.9626655971763296,1.6957404699671224,32,0,0.0,-0.0,43,11,0.0001619337106896892,4608,0,0,36864,44032,44032,5056
ours,41,complete,D:\manifold\manifold_project\experiments\pair_coordination\results\suite_04_检查消融_批量128_步长0.2\training\ours\seed_41,32.9161084999796,130432,131072,640,35,source_budget,0.38376000000000016,1.962665596991647,1.7038831816219837,30,0,0.0,-0.0,44,14,0.00016908537653944903,4480,0,0,35840,45056,45056,5056
ours,42,complete,D:\manifold\manifold_project\experiments\pair_coordination\results\suite_04_检查消融_批量128_步长0.2\training\ours\seed_42,34.75454040011391,130176,131072,896,33,source_budget,0.38375999999999993,1.9626655951435528,1.718457580323605,27,0,0.0,-0.0,45,18,0.00011213877394345575,4224,0,0,33792,46080,46080,4992
no_direction_check,40,complete,D:\manifold\manifold_project\experiments\pair_coordination\results\suite_04_检查消融_批量128_步长0.2\training\no_direction_check\seed_40,43.714161900104955,130560,131072,512,44,source_budget,0.38376000000000016,1.962665597912492,1.7469303849214939,37,0,0.0,-0.0,61,24,0.00015516722936720015,5632,0,0,0,62464,62464,6720
no_direction_check,41,complete,D:\manifold\manifold_project\experiments\pair_coordination\results\suite_04_检查消融_批量128_步长0.2\training\no_direction_check\seed_41,48.817848100094125,131072,131072,0,48,source_budget,0.38376000000000016,1.9626655983754335,1.7928566197610991,40,0,0.0,-0.0,61,21,0.0002072801980206327,6144,0,0,0,62464,62464,6976
no_direction_check,42,complete,D:\manifold\manifold_project\experiments\pair_coordination\results\suite_04_检查消融_批量128_步长0.2\training\no_direction_check\seed_42,48.309550300007686,131072,131072,0,48,source_budget,0.38375999999999993,1.9626655984215189,1.7866812801347929,43,0,0.0,-0.0,61,18,0.00019028617178473714,6144,0,0,0,62464,62464,6976
no_return_check,40,complete,D:\manifold\manifold_project\experiments\pair_coordination\results\suite_04_检查消融_批量128_步长0.2\training\no_return_check\seed_40,95.39251110004261,130176,131072,896,113,source_budget,0.38376000000000016,1.962665599663842,1.8709513656080035,113,0,0.0,-0.0,113,0,0.0003392617929108526,14464,0,0,115712,0,0,14464
no_return_check,41,complete,D:\manifold\manifold_project\experiments\pair_coordination\results\suite_04_检查消融_批量128_步长0.2\training\no_return_check\seed_41,94.42797299986705,130176,131072,896,113,source_budget,0.38376000000000016,1.9626655996677382,1.8739407408998117,113,0,0.0,-0.0,113,0,0.000368245955475677,14464,0,0,115712,0,0,14464
no_return_check,42,complete,D:\manifold\manifold_project\experiments\pair_coordination\results\suite_04_检查消融_批量128_步长0.2\training\no_return_check\seed_42,94.73503379989415,130176,131072,896,113,source_budget,0.38375999999999993,1.9626655996478128,1.8743758966734196,113,0,0.0,-0.0,113,0,0.00035032398089218083,14464,0,0,115712,0,0,14464
