experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,direction_check_score,direction_check_mode,return_check_gain,return_check_mode,return_check_standard_error,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,45,1,3784,256,256,1024,2048,200,1892,7568,65536,0.321796875,0.3179999999999999,0.3530617049642029,0.034047704964202896,0.00046357780805957884,public_state_tabular_independent_mc,0,0.6156492982807455,0.03827689995523542,True,accepted_empirical,0.1,1,5.621977295252254e-09,-0.09235171529478464,100,5.0,0.08266915155951154,empirical,0.03087890625,empirical,0.009653144072373693,0.430824551836283,0.17393501452686871,0.02217878325325251,0.002126284610131682,0.09386018123295996,0.08662127612881569
T-L,AN,mc_learned_baseline,False,45,2,7568,512,512,2048,4096,400,3784,15136,65536,0.383203125,0.4377,0.3844259459247662,0.03136424096056328,0.0003836381888259845,public_state_tabular_independent_mc,0,0.6060071183161183,0.07829059998039156,True,accepted_empirical,0.1,1,2.3720012174812476e-09,-0.07830526022416978,100,5.0,0.0907684119346608,empirical,0.042421875,empirical,0.009720909122166381,0.4052340918107895,0.17132804396550722,0.007480473919114772,0.000692733904706739,0.07750928252370251,0.08887183463644546
T-L,AN,mc_learned_baseline,False,45,3,11352,768,768,3072,6144,600,5676,22704,65536,0.3459375,0.26639999999999997,0.41425779442267896,0.02983184849791276,0.0003604901789944937,public_state_tabular_independent_mc,0,0.5974912864912617,0.1180672999471426,True,accepted_empirical,0.1,1,2.0551934255260886e-09,-0.07371500807619506,100,5.0,0.08147424287224789,empirical,0.02126953125,empirical,0.006806464005353639,0.41331190245420835,0.16986883487597565,0.00968000786108314,0.00391470703386348,0.07342466435733594,0.08575362662388958
T-L,AN,mc_learned_baseline,False,45,4,15136,1024,1024,4096,8192,800,7568,30272,65536,0.5484375,0.49529999999999996,0.44348793965755434,0.029230145234875382,0.00033624762638754456,public_state_tabular_independent_mc,0,0.5875030617550815,0.16270029998850077,True,accepted_empirical,0.1,1,3.312911023427983e-09,-0.06909572489136831,100,5.0,0.09665205012976,empirical,0.0268359375,empirical,0.008311974931814677,0.37773464366958387,0.16221448546065093,-0.0016887440736590431,0.001523310335041187,0.06859003363650736,0.08767375331473302
T-L,AN,mc_learned_baseline,False,45,5,18920,1280,1280,5120,10240,1000,9460,37840,65536,0.42328125,0.5741999999999999,0.4768762342419245,0.03338829458437015,0.00046457506025823325,public_state_tabular_independent_mc,0,0.5762390495829389,0.2068892999086529,True,accepted_empirical,0.1,1,4.746442770140809e-09,-0.09703600780387074,100,5.0,0.07849156149060846,empirical,0.046230468749999996,empirical,0.010027639000628134,0.3929462959521984,0.1739934540399808,-0.007264294812219463,0.0038801322100853273,0.09559115548892329,0.08453971190644143
T-L,AN,mc_learned_baseline,False,45,6,22704,1536,1536,6144,12288,1200,11352,45408,65536,0.47085937499999997,0.5918999999999999,0.5099451109650712,0.033068876723146734,0.00045947573120931124,public_state_tabular_independent_mc,0,0.5641307701738157,0.2522262999555096,True,accepted_empirical,0.1,1,5.2180024324420235e-09,-0.09378173325624228,100,5.0,0.07738273644601484,empirical,0.01119140625,empirical,0.006545244309402072,0.3832600191857453,0.16696101434550725,-0.006499614122554398,0.0025098996063015917,0.09467090203861962,0.0841958600668407
T-L,AN,mc_learned_baseline,False,45,7,26488,1792,1792,7168,14336,1400,13244,52976,65536,0.615234375,0.6021,0.5393987957096331,0.029453684744561892,0.0003670526326122619,public_state_tabular_independent_mc,0,0.5520584435122634,0.30342929996550083,True,accepted_empirical,0.1,1,3.757327807388346e-09,-0.07406166509345338,100,5.0,0.08388603303234654,empirical,0.032695312500000004,empirical,0.008559009117042184,0.350045226210064,0.1482429404305833,-0.011486877694162567,0.0009636834350462061,0.07471133052291837,0.08347986683314437
T-L,AN,mc_learned_baseline,False,45,8,30272,2048,2048,8192,16384,1600,15136,60544,65536,0.579609375,0.5699999999999998,0.5696594838534353,0.030260688143802228,0.0004061479201079136,public_state_tabular_independent_mc,0,0.540066114567718,0.3601943999528885,True,accepted_empirical,0.1,1,5.144750783951938e-09,-0.0845426495024979,100,5.0,0.08335557714502739,empirical,0.0384375,empirical,0.009339984756516304,0.3678228465675447,0.16240528256254305,-0.06744442682837293,0.0016768979266444935,0.08361983614317858,0.08050279654763554
T-L,AN,mc_learned_baseline,False,45,9,34056,2304,2304,9216,18432,1800,17028,68112,65536,0.56625,0.5945999999999999,0.5981516364056957,0.02849215255226034,0.0003778471953587014,public_state_tabular_independent_mc,0,0.5267268583005726,0.4147340999916196,True,accepted_empirical,0.1,1,4.230784649024673e-09,-0.07802489076578933,100,5.0,0.07920251721058157,empirical,0.03609375,empirical,0.009287422708660856,0.35122853012325544,0.14864753861529287,0.00255393886728994,0.0023182051757655885,0.07759549775325403,0.07678492305158383
T-L,AN,mc_learned_baseline,False,45,10,37840,2560,2560,10240,20480,2000,18920,75680,65536,0.57234375,0.5663999999999999,0.6262065375071912,0.028054901101495555,0.000374086904618346,public_state_tabular_independent_mc,0,0.5142707069337993,0.47469980001915246,True,accepted_empirical,0.1,1,1.0546576344977125e-10,-0.07633711800090404,100,5.0,0.0738804776699623,empirical,0.021679687500000003,empirical,0.008192403380004496,0.35200436685717956,0.1449745946549224,0.009472747540367754,0.0004294867748092108,0.07671435978842099,0.07557324038856748
