experiment,method,seed,variant,source_n,target_n,target_plus_type_probability,coverage_class,support_covered,density_ratio,neighbor_weight,semantic_drift,target_local_energy,target_path_derivative,target_normalized_path_derivative,old_return,return,return_gain,source_steps_total,source_steps_training,source_steps_direction_check,source_steps_return_check,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,direction_check_score,direction_check_mode,return_check_gain,return_check_mode,return_check_standard_error,target_true_coefficient_0,target_true_coefficient_1,frozen_actor_p_0,frozen_actor_p_1,source_direction_error,source_realization_residual,target_direction_error,transport_error_upper_bound,normalized_derivative_lower_bound,bound_object,direction_status
P-T,AN,42,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.15261381691871453,0.07630690845935727,0.14079999999999998,0.15680854727579094,0.016008547275790957,3584,2048,512,1024,True,accepted_empirical,0.1,1,4.79721836830498e-10,-0.08834478724090725,100,5.0,0.039606514262147265,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022806395244364,0.717117143447428,0.0014926005030526438,9.767929493738944e-08,0.001510699598080289,0.0015168473988782577,0.056482462495586715,specified_source_logit_path_through_finite_candidate,
P-T,AN,42,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.30522763383742907,0.07630690845935727,0.28159999999999996,0.3136170945515819,0.032017094551581915,3584,2048,512,1024,True,accepted_empirical,0.1,1,4.79721836830498e-10,-0.08834478724090725,100,5.0,0.039606514262147265,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022806395244364,0.717117143447428,0.0014926005030526438,9.767929493738944e-08,0.001510699598080289,0.0015168473988782577,0.056482462495586715,specified_source_logit_path_through_finite_candidate,
P-T,AN,42,normalized,4,6,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.4578414507561436,0.07630690845935727,0.42239999999999994,0.47042564182737284,0.0480256418273729,3584,2048,512,1024,True,accepted_empirical,0.1,1,4.79721836830498e-10,-0.08834478724090725,100,5.0,0.039606514262147265,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022806395244364,0.717117143447428,0.0014926005030526438,9.767929493738944e-08,0.001510699598080289,0.0015168473988782577,0.056482462495586715,specified_source_logit_path_through_finite_candidate,
P-T,AN,42,fixed-edge,4,2,0.6,A_finite_supported,True,1.0,0.6666666666666666,0.00955733333333331,0.033077333333333334,0.1041583302162788,0.0520791651081394,0.13226666666666667,0.1428370667791674,0.010570400112500739,3584,2048,512,1024,True,accepted_empirical,0.1,1,4.79721836830498e-10,-0.08834478724090725,100,5.0,0.039606514262147265,empirical,0.032942708333333334,empirical,0.02600579963879226,-0.04666666666666674,0.2533333333333333,0.3022806395244364,0.717117143447428,0.0014926005030526438,9.767929493738944e-08,0.016515519633849417,0.01868917021529796,0.008213948347881014,specified_source_logit_path_through_finite_candidate,
P-T,AN,42,fixed-edge,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.30522763383742907,0.07630690845935727,0.28159999999999996,0.3136170945515819,0.032017094551581915,3584,2048,512,1024,True,accepted_empirical,0.1,1,4.79721836830498e-10,-0.08834478724090725,100,5.0,0.039606514262147265,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022806395244364,0.717117143447428,0.0014926005030526438,9.767929493738944e-08,0.001510699598080289,0.0015168473988782577,0.056482462495586715,specified_source_logit_path_through_finite_candidate,
P-T,AN,42,fixed-edge,4,6,0.6,A_finite_supported,True,1.0,3.333333333333333,0.009557333333333307,0.11909333333333315,0.6032079108634507,0.10053465181057512,0.44799999999999984,0.5123400833172433,0.0643400833172435,3584,2048,512,1024,True,accepted_empirical,0.1,1,4.79721836830498e-10,-0.08834478724090725,100,5.0,0.039606514262147265,empirical,0.032942708333333334,empirical,0.02600579963879226,0.16666666666666632,0.46666666666666634,0.3022806395244364,0.717117143447428,0.0014926005030526438,9.767929493738944e-08,0.005620546228977778,0.018689170215297955,0.0719154192402548,specified_source_logit_path_through_finite_candidate,
P-T,AN,42,composition,4,2,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.0030575876327329984,-0.0015287938163664992,0.1248,0.12501229960719923,0.00021229960719923446,3584,2048,512,1024,True,accepted_empirical,0.1,1,4.79721836830498e-10,-0.08834478724090725,100,5.0,0.039606514262147265,empirical,0.032942708333333334,empirical,0.02600579963879226,-0.26,0.03999999999999998,0.3022806395244364,0.717117143447428,0.0014926005030526438,9.767929493738944e-08,0.09688531237325582,0.11627052904365018,-0.02882614277140226,specified_source_logit_path_through_finite_candidate,
P-T,AN,42,composition,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.30522763383742907,0.07630690845935727,0.28159999999999996,0.3136170945515819,0.032017094551581915,3584,2048,512,1024,True,accepted_empirical,0.1,1,4.79721836830498e-10,-0.08834478724090725,100,5.0,0.039606514262147265,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022806395244364,0.717117143447428,0.0014926005030526438,9.767929493738944e-08,0.001510699598080289,0.0015168473988782577,0.056482462495586715,specified_source_logit_path_through_finite_candidate,
P-T,AN,42,composition,4,6,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.009172762898198995,-0.0015287938163664992,0.3744,0.3750368988215977,0.0006368988215976756,3584,2048,512,1024,True,accepted_empirical,0.1,1,4.79721836830498e-10,-0.08834478724090725,100,5.0,0.039606514262147265,empirical,0.032942708333333334,empirical,0.02600579963879226,-0.26,0.03999999999999998,0.3022806395244364,0.717117143447428,0.0014926005030526438,9.767929493738944e-08,0.09688531237325582,0.11627052904365018,-0.02882614277140226,specified_source_logit_path_through_finite_candidate,
P-T,SA,42,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.15443219792098553,0.07721609896049277,0.14079999999999998,0.15700648352555235,0.016206483525552373,3584,2048,512,1024,True,accepted_empirical,0.1,1,3.600786135080807e-10,-0.08963369624532042,100,5.0,0.038930787022494785,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022865218685682,0.7173197760666475,0.0018091889491154668,7.323081211664125e-08,0.0017973829848177889,0.0018322828989446934,0.05548725198634649,specified_source_logit_path_through_finite_candidate,
P-T,SA,42,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.30886439584197106,0.07721609896049277,0.28159999999999996,0.3140129670511047,0.032412967051104746,3584,2048,512,1024,True,accepted_empirical,0.1,1,3.600786135080807e-10,-0.08963369624532042,100,5.0,0.038930787022494785,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022865218685682,0.7173197760666475,0.0018091889491154668,7.323081211664125e-08,0.0017973829848177889,0.0018322828989446934,0.05548725198634649,specified_source_logit_path_through_finite_candidate,
P-T,SA,42,normalized,4,6,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.4632965937629566,0.07721609896049277,0.42239999999999994,0.47101945057665706,0.04861945057665712,3584,2048,512,1024,True,accepted_empirical,0.1,1,3.600786135080807e-10,-0.08963369624532042,100,5.0,0.038930787022494785,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022865218685682,0.7173197760666475,0.0018091889491154668,7.323081211664125e-08,0.0017973829848177889,0.0018322828989446934,0.05548725198634649,specified_source_logit_path_through_finite_candidate,
P-T,SA,42,fixed-edge,4,2,0.6,A_finite_supported,True,1.0,0.6666666666666666,0.00955733333333331,0.033077333333333334,0.10542960168763107,0.05271480084381554,0.13226666666666667,0.1429672605171974,0.010700593850530737,3584,2048,512,1024,True,accepted_empirical,0.1,1,3.600786135080807e-10,-0.08963369624532042,100,5.0,0.038930787022494785,empirical,0.032942708333333334,empirical,0.02600579963879226,-0.04666666666666674,0.2533333333333333,0.3022865218685682,0.7173197760666475,0.0018091889491154668,7.323081211664125e-08,0.017349312551505645,0.019759022047789815,0.0075122055492711885,specified_source_logit_path_through_finite_candidate,
P-T,SA,42,fixed-edge,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.30886439584197106,0.07721609896049277,0.28159999999999996,0.3140129670511047,0.032412967051104746,3584,2048,512,1024,True,accepted_empirical,0.1,1,3.600786135080807e-10,-0.08963369624532042,100,5.0,0.038930787022494785,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022865218685682,0.7173197760666475,0.0018091889491154668,7.323081211664125e-08,0.0017973829848177889,0.0018322828989446934,0.05548725198634649,specified_source_logit_path_through_finite_candidate,
P-T,SA,42,fixed-edge,4,6,0.6,A_finite_supported,True,1.0,3.333333333333333,0.009557333333333307,0.11909333333333315,0.6103043824630199,0.10171739707716998,0.44799999999999984,0.5131371196017219,0.06513711960172208,3584,2048,512,1024,True,accepted_empirical,0.1,1,3.600786135080807e-10,-0.08963369624532042,100,5.0,0.038930787022494785,empirical,0.032942708333333334,empirical,0.02600579963879226,0.16666666666666632,0.46666666666666634,0.3022865218685682,0.7173197760666475,0.0018091889491154668,7.323081211664125e-08,0.005360120084796547,0.019759022047789798,0.070583872409941,specified_source_logit_path_through_finite_candidate,
P-T,SA,42,composition,4,2,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.0029598570063640185,-0.0014799285031820092,0.1248,0.1250327725896758,0.0002327725896758004,3584,2048,512,1024,True,accepted_empirical,0.1,1,3.600786135080807e-10,-0.08963369624532042,100,5.0,0.038930787022494785,empirical,0.032942708333333334,empirical,0.02600579963879226,-0.26,0.03999999999999998,0.3022865218685682,0.7173197760666475,0.0018091889491154668,7.323081211664125e-08,0.09819519485336756,0.11951558489584603,-0.029705259613204485,specified_source_logit_path_through_finite_candidate,
P-T,SA,42,composition,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.30886439584197106,0.07721609896049277,0.28159999999999996,0.3140129670511047,0.032412967051104746,3584,2048,512,1024,True,accepted_empirical,0.1,1,3.600786135080807e-10,-0.08963369624532042,100,5.0,0.038930787022494785,empirical,0.032942708333333334,empirical,0.02600579963879226,0.059999999999999803,0.3599999999999998,0.3022865218685682,0.7173197760666475,0.0018091889491154668,7.323081211664125e-08,0.0017973829848177889,0.0018322828989446934,0.05548725198634649,specified_source_logit_path_through_finite_candidate,
P-T,SA,42,composition,4,6,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.008879571019092055,-0.0014799285031820092,0.3744,0.3750983177690274,0.0006983177690274012,3584,2048,512,1024,True,accepted_empirical,0.1,1,3.600786135080807e-10,-0.08963369624532042,100,5.0,0.038930787022494785,empirical,0.032942708333333334,empirical,0.02600579963879226,-0.26,0.03999999999999998,0.3022865218685682,0.7173197760666475,0.0018091889491154668,7.323081211664125e-08,0.09819519485336756,0.11951558489584603,-0.029705259613204485,specified_source_logit_path_through_finite_candidate,
P-T,DA,42,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.4524525144415142,0.2262262572207571,0.14079999999999998,0.20506498131148765,0.06426498131148767,3072,2048,0,1024,True,accepted_empirical,0.1,1,,,,,,,0.15052083333333333,empirical,0.048502381249433006,0.059999999999999803,0.3599999999999998,0.36092658275765493,0.7438362397012513,,,,,,,not_applicable
P-T,DA,42,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.9049050288830284,0.2262262572207571,0.28159999999999996,0.4101299626229753,0.12852996262297534,3072,2048,0,1024,True,accepted_empirical,0.1,1,,,,,,,0.15052083333333333,empirical,0.048502381249433006,0.059999999999999803,0.3599999999999998,0.36092658275765493,0.7438362397012513,,,,,,,not_applicable
