epsilon,direction_max_abs,actual_gain,expected_gain,identity_holds
0.01,0.0,0.0004000000000000007,0.0004,True
0.05,0.0,0.010000000000000007,0.010000000000000002,True
0.1,0.0,0.03999999999999998,0.04000000000000001,True
