experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,43,1,712,256,256,0,0,200,356,1424,262144,0.33867187499999996,0.23549999999999996,0.35114753196626175,0.03213353196626173,0.0004039880098585914,public_state_tabular_independent_mc,0,0.6165910240681081,0.03465330007020384,True,accepted_return_check_disabled,0.1,1,2.5993828362522916e-09,-0.08262701639452141,100,5.0,0.4135412025087122,0.17384849581629686,0.0072863136355793,0.00017901287270024403,0.08220326440439141,0.08856854786624713
T-L,AN,mc_learned_baseline,False,43,2,1424,512,512,0,0,400,712,2848,262144,0.40499999999999997,0.2772,0.38503649185503874,0.03388895988877699,0.00044823177396639206,public_state_tabular_independent_mc,0,0.6062414200133468,0.07169230002909899,True,accepted_return_check_disabled,0.1,1,5.152469016949271e-09,-0.09097633028590787,100,5.0,0.42698633164749483,0.19226605823300047,-0.010462099770161881,0.00018183050808720977,0.09094336569970013,0.08922332114384385
T-L,AN,mc_learned_baseline,False,43,3,2136,768,768,0,0,600,1068,4272,262144,0.41578125,0.3192,0.4188338243906729,0.03379733253563416,0.0004504252652749467,public_state_tabular_independent_mc,0,0.594853376888587,0.11090530001092702,True,accepted_return_check_disabled,0.1,1,6.908406634324314e-09,-0.09120433412969556,100,5.0,0.42026818673975264,0.17051943882399556,0.028662424629519956,0.0008761503407576478,0.09132479187333861,0.08869013674494827
T-L,AN,mc_learned_baseline,False,43,4,2848,1024,1024,0,0,800,1424,5696,262144,0.49382812500000006,0.37739999999999996,0.4493701402985183,0.03053631590784539,0.00036951783305761923,public_state_tabular_independent_mc,0,0.5848675538334045,0.14892930001951754,True,accepted_return_check_disabled,0.1,1,3.6494950498806092e-09,-0.07647032155670216,100,5.0,0.39094556081287535,0.161611594335379,-0.0005088285656753566,0.0011588948643376392,0.07553103771455318,0.08797648178123584
T-L,AN,mc_learned_baseline,False,43,5,3560,1280,1280,0,0,1000,1780,7120,262144,0.450703125,0.5318999999999999,0.4808922867528155,0.031522146454297184,0.00039820259140644807,public_state_tabular_independent_mc,0,0.5734489854515366,0.18832050007767975,True,accepted_return_check_disabled,0.1,1,1.6225322279763113e-10,-0.08047372896758984,100,5.0,0.3980433232328979,0.16623175172555332,0.027826580717764893,0.0005289157186541241,0.08090333296980665,0.0876974756010393
T-L,AN,mc_learned_baseline,False,43,6,4272,1536,1536,0,0,1200,2136,8544,262144,0.5369531250000001,0.5184,0.5110447620897586,0.030152475336943096,0.00038089060841043477,public_state_tabular_independent_mc,0,0.562998650039735,0.22583420004229993,True,accepted_return_check_disabled,0.1,1,4.274494505717773e-09,-0.07538897713132789,100,5.0,0.3627159124513212,0.15519972874355414,0.003211747951329391,0.0025478761718560044,0.07722945157609026,0.08426714571278668
T-L,AN,mc_learned_baseline,False,43,7,4984,1792,1792,0,0,1400,2492,9968,262144,0.473671875,0.5474999999999999,0.5436430511266478,0.032598289036889216,0.00045027390796737864,public_state_tabular_independent_mc,0,0.5496395664065495,0.26399180002044886,True,accepted_return_check_disabled,0.1,1,5.375295744870456e-09,-0.09208598078871315,100,5.0,0.37815673770380254,0.17189551869182315,-0.00019814672647311404,0.0011235403313213494,0.09277862927161801,0.08369141884173001
T-L,AN,mc_learned_baseline,False,43,8,5696,2048,2048,0,0,1600,2848,11392,262144,0.551484375,0.6560999999999999,0.5716190769735702,0.02797602584692238,0.0003449547461442699,public_state_tabular_independent_mc,0,0.5375238451631298,0.3060657000169158,True,accepted_return_check_disabled,0.1,1,3.456123012277133e-09,-0.07096697020728472,100,5.0,0.35406318572010365,0.1494417182866797,0.018112015916126212,0.0018111540854640448,0.07016433218997156,0.08034098938474368
T-L,AN,mc_learned_baseline,False,43,9,6408,2304,2304,0,0,1800,3204,12816,262144,0.5376562500000001,0.5694,0.6041136734708044,0.032494596497234185,0.0004943520871256398,public_state_tabular_independent_mc,0,0.5239276066733259,0.34498419996816665,True,accepted_return_check_disabled,0.1,1,9.373711714201244e-09,-0.10071450384266321,100,5.0,0.36733860868926865,0.1620204500255143,0.0016501670814671465,0.0041269859933215,0.10102277947071878,0.0754131701681835
T-L,AN,mc_learned_baseline,False,43,10,7120,2560,2560,0,0,2000,3560,14240,262144,0.604453125,0.6111,0.6294705735447194,0.025356900073915,0.0003065864980556546,public_state_tabular_independent_mc,0,0.5119153750751394,0.3812958999769762,True,accepted_return_check_disabled,0.1,1,3.2993224336969514e-09,-0.0629818117342762,100,5.0,0.3078948360652816,0.1285708785696606,0.012531620727562975,0.0009884251648180806,0.06276015056233183,0.07458968324386137
T-L,AN,mc_learned_baseline,False,43,11,7832,2816,2816,0,0,2200,3916,15664,262144,0.515390625,0.6335999999999998,0.6616893062844669,0.03221873273974751,0.0005339833024061283,public_state_tabular_independent_mc,0,0.49633825622285593,0.4198692999780178,True,accepted_return_check_disabled,0.1,1,8.278218035893494e-09,-0.1074122893868675,100,5.0,0.40335190472080296,0.16037423544494117,0.02963539907280366,0.0057505426352983105,0.10997232050214428,0.0665137308235084
T-L,AN,mc_learned_baseline,False,43,12,8544,3072,3072,0,0,2400,4272,17088,262144,0.6928125,0.6816,0.6848911487165592,0.023201842432092334,0.000302961383228964,public_state_tabular_independent_mc,0,0.48345807567973054,0.4578316999832168,True,accepted_return_check_disabled,0.1,1,4.640673362379373e-09,-0.06080335109471973,100,5.0,0.2664438281516039,0.10925184875483296,0.008929874019196204,0.0036794033475938477,0.061634160933660496,0.06390115071752481
T-L,AN,mc_learned_baseline,False,43,13,9256,3328,3328,0,0,2600,4628,18512,262144,0.7350000000000001,0.7302,0.7045325065025695,0.019641357786010283,0.00023240117064698453,public_state_tabular_independent_mc,0,0.47205410109969465,0.49690220004413277,True,accepted_return_check_disabled,0.1,1,1.872641568844276e-09,-0.04861675961421306,100,5.0,0.22034341046676192,0.09216991593235468,-0.011427893792734567,0.004900873485952235,0.04746015098711393,0.05908278880315241
T-L,AN,mc_learned_baseline,False,43,14,9968,3584,3584,0,0,2800,4984,19936,262144,0.680859375,0.7925999999999999,0.7311962280121465,0.026663721509576965,0.0004450330806692281,public_state_tabular_independent_mc,0,0.4571110214686659,0.5320913000032306,True,accepted_return_check_disabled,0.1,1,6.600171439260879e-09,-0.09455808544309882,100,5.0,0.27858496805826827,0.12889193064136817,-0.007132762399145731,0.005795629703328668,0.09326869838958393,0.0549439899041326
T-L,AN,mc_learned_baseline,False,43,15,10680,3840,3840,0,0,3000,5340,21360,262144,0.6740625000000001,0.8216999999999999,0.7577452637624595,0.026549035750313088,0.0004757808121314184,public_state_tabular_independent_mc,0,0.44148431406326216,0.5688329000258818,True,accepted_return_check_disabled,0.1,1,6.942237171418233e-09,-0.09557263132595827,100,5.0,0.3066814836662093,0.12708645393753903,0.012908056058093087,0.0070117570786909274,0.099138350703286,0.04862075488594361
T-L,AN,mc_learned_baseline,False,43,16,11392,4096,4096,0,0,3200,5696,22784,262144,0.75703125,0.8184,0.7767505180240619,0.019005254261602378,0.0002645639766893762,public_state_tabular_independent_mc,0,0.4296083588466768,0.6063446999760345,True,accepted_return_check_disabled,0.1,1,2.8222124753592858e-09,-0.054445656999892594,100,5.0,0.2178924834211181,0.08929196368596083,0.008866489979075132,0.00017329061953165334,0.05498590291703188,0.05005362850585437
T-L,AN,mc_learned_baseline,False,43,17,12104,4352,4352,0,0,3400,6052,24208,262144,0.7417968750000001,0.7716,0.7949730419648616,0.018222523940799706,0.0002882097637910512,public_state_tabular_independent_mc,0,0.4181709569563356,0.6430726000107825,True,accepted_return_check_disabled,0.1,1,5.268430451509072e-09,-0.05852247569129734,100,5.0,0.20085188596096726,0.08424597013321464,-0.002136772802321163,0.004868367781336552,0.060548607027020473,0.041238938109297074
T-L,AN,mc_learned_baseline,False,43,18,12816,4608,4608,0,0,3600,6408,25632,262144,0.8278125000000003,0.8472,0.8076480189607201,0.012674976995858511,0.0001711786917054666,public_state_tabular_independent_mc,0,0.4093170632072266,0.681258299970068,True,accepted_return_check_disabled,0.1,1,1.9740607486720467e-10,-0.036790742356360845,100,5.0,0.13740671028285145,0.060673511061027585,-0.002782221871165058,0.0074013289439132145,0.035638909239056674,0.034409401270530965
T-L,AN,mc_learned_baseline,False,43,19,13528,4864,4864,0,0,3800,6764,27056,262144,0.7863281250000002,0.8451,0.8223467132698987,0.014698694309178584,0.00021230911285250083,public_state_tabular_independent_mc,0,0.39933292265686227,0.7182557000778615,True,accepted_return_check_disabled,0.1,1,3.8615548462021686e-10,-0.04422517032592909,100,5.0,0.17493219484603134,0.07184992164198259,0.007288317714296055,0.0012935209370904,0.044201817054739564,0.03753490048872353
T-L,AN,mc_learned_baseline,False,43,20,14240,5120,5120,0,0,4000,7120,28480,262144,0.8573437500000002,0.8709,0.8364747969414704,0.0141280836715717,0.00021846071649545787,public_state_tabular_independent_mc,0,0.38924817637436915,0.7560001000529155,True,accepted_return_check_disabled,0.1,1,2.0671676349247962e-10,-0.03960058591267028,100,5.0,0.13804687499999999,0.05466017022646398,0.010244762373137095,0.0019079615544017163,0.04541197162721684,0.033248855009595416
T-L,AN,mc_learned_baseline,False,43,21,14952,5376,5376,0,0,4200,7476,29904,262144,0.7996875000000001,0.8472,0.8487006831471468,0.012225886205676328,0.00017964517747228435,public_state_tabular_independent_mc,0,0.38000267850839087,0.7939920000499114,True,accepted_return_check_disabled,0.1,1,1.2608307993417604e-09,-0.03797167100763557,100,5.0,0.14477827491505246,0.05807328279647471,0.01170610777945802,0.000904982487579602,0.0375557861292793,0.030687649494177974
T-L,AN,mc_learned_baseline,False,43,22,15664,5632,5632,0,0,4400,7832,31328,262144,0.8364843750000002,0.8214,0.8581758072879893,0.009475124140842506,0.0001498670801465493,public_state_tabular_independent_mc,0,0.37226302715748827,0.8287632999708876,True,accepted_return_check_disabled,0.1,1,9.208558362458613e-10,-0.03359644413986934,100,5.0,0.12141312933122443,0.043234535072910196,0.0177692638984005,0.006782802582644902,0.03112859080466978,0.02163461118241007
T-L,AN,mc_learned_baseline,False,43,23,16376,5888,5888,0,0,4600,8188,32752,262144,0.8184375000000002,0.8589,0.8703634130232996,0.012187605735310303,0.0002467081424083363,public_state_tabular_independent_mc,0,0.3626592313258145,0.8676790000172332,True,accepted_return_check_disabled,0.1,1,1.0876654817978232e-09,-0.05268443585335506,100,5.0,0.14521870583778573,0.06136277465163745,0.005256124579876675,0.00892155072744323,0.0528039274945228,0.017119047440232765
