experiment,method,label,actor_class,sample_episodes,fit_steps,direction_method,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample,variant,source_n,target_n
P-T,AN,,,,,,False,target_direction_error,0.017181532599715395,0.013242619081030103,10,0.00951755877242098,0.02495586464533852,training_seed_or_data_batch,False,fixed-edge,4,2
P-T,AN,,,,,,False,transport_error_upper_bound,0.06313378348523387,0.06912487478582534,10,0.030231730253942907,0.10698884639606952,training_seed_or_data_batch,False,fixed-edge,4,2
P-T,AN,,,,,,False,normalized_derivative_lower_bound,-0.007097909883590198,0.022955198718775265,10,-0.02156278165146319,0.00447643518643291,training_seed_or_data_batch,False,fixed-edge,4,2
P-T,AN,,,,,,False,target_plus_type_probability,0.5999999999999999,1.1702778228589004e-16,10,0.5999999999999999,0.5999999999999999,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,density_ratio,1.0,0.0,10,1.0,1.0,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,neighbor_weight,2.0,0.0,10,2.0,2.0,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,semantic_drift,0.0,0.0,10,0.0,0.0,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,target_local_energy,0.06652799999999993,0.0,10,0.06652799999999993,0.06652799999999993,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,target_path_derivative,0.18288391005833127,0.1297815718586016,10,0.10025530017656573,0.252060352389867,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,target_normalized_path_derivative,0.04572097751458282,0.0324453929646504,10,0.02506382504414143,0.06301508809746675,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,old_return,0.28159999999999996,0.0,10,0.28159999999999996,0.28159999999999996,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,return,0.300698081946664,0.01361736937796013,10,0.292047177751688,0.308013115884354,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,return_gain,0.019098081946664097,0.01361736937796013,10,0.010447177751688038,0.026413115884354025,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,source_steps_total,2067.2,7.728734264634367,10,2062.4,2070.4,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,source_steps_direction_check,8.0,0.0,10,8.0,8.0,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,source_steps_return_check,11.2,7.728734264634366,10,6.4,14.4,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,eta,0.06999999999999999,0.0483045891539648,10,0.04,0.09,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,attempts,0.7,0.4830458915396479,10,0.4,0.9,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,forward_kl_training,3.496296021814758e-09,2.7271692624220566e-09,7,1.7137266558387966e-09,5.359831226849557e-09,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,direction_loss,-0.06956381576423196,0.017826978136562255,10,-0.08078784601714657,-0.059661588488773606,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,direction_steps,100.0,0.0,10,100.0,100.0,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,q_bound,5.0,0.0,10,5.0,5.0,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,direction_check_score,0.08344295991510982,0.14995686264665897,10,0.0022735990419888363,0.17587122417538603,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,return_check_gain,0.05119047619047618,0.09006537895757996,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,return_check_standard_error,0.05119047619047618,0.09006537895757995,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,target_true_coefficient_0,0.05999999999999981,7.314236392868128e-18,10,0.05999999999999981,0.05999999999999981,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,target_true_coefficient_1,0.3599999999999998,0.0,10,0.3599999999999998,0.3599999999999998,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,frozen_actor_p_0,0.30144091050256194,0.002394403211466181,10,0.3000896372162375,0.30286140851436905,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,frozen_actor_p_1,0.7102717833222199,0.007264960044969036,10,0.7056798881862306,0.7141336555096555,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,source_direction_error,0.0017881488528157948,0.0015516113406845243,10,0.0009955464128000083,0.0027581877109285158,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,source_realization_residual,0.023255324250316203,0.037716338730160844,10,0.006831949566063625,0.04651590447557531,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,target_direction_error,0.02149866315310811,0.03110071358928512,10,0.007724388884334824,0.040915326535605395,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,transport_error_upper_bound,0.029500278662403408,0.044537886175789694,10,0.009041352706876631,0.057308387298109484,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,normalized_derivative_lower_bound,0.034767209758908034,0.032555025932407174,10,0.014253151863739698,0.051181927336457926,training_seed_or_data_batch,False,fixed-edge,4,4
P-T,AN,,,,,,False,target_plus_type_probability,0.5999999999999999,1.1702778228589004e-16,10,0.5999999999999999,0.5999999999999999,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,density_ratio,1.0,0.0,10,1.0,1.0,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,neighbor_weight,3.333333333333333,0.0,10,3.333333333333333,3.333333333333333,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,semantic_drift,0.009557333333333307,0.0,10,0.009557333333333307,0.009557333333333307,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,target_local_energy,0.11909333333333313,1.4628472785736255e-17,10,0.11909333333333313,0.11909333333333313,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,target_path_derivative,0.36172647342731856,0.25770808293910075,10,0.1975768942511682,0.4992518916831057,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,target_normalized_path_derivative,0.06028774557121976,0.04295134715651679,10,0.032929482375194705,0.08320864861385092,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,old_return,0.4479999999999998,5.851389114294502e-17,10,0.4479999999999998,0.4479999999999998,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,return,0.4863453842381489,0.027506289610580888,10,0.46885509368409634,0.5010662157045822,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,return_gain,0.03834538423814907,0.027506289610580888,10,0.020855093684096482,0.053066215704582455,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,source_steps_total,2067.2,7.728734264634367,10,2062.4,2070.4,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,source_steps_direction_check,8.0,0.0,10,8.0,8.0,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,source_steps_return_check,11.2,7.728734264634366,10,6.4,14.4,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,eta,0.06999999999999999,0.0483045891539648,10,0.04,0.09,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,attempts,0.7,0.4830458915396479,10,0.4,0.9,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,forward_kl_training,3.496296021814758e-09,2.7271692624220566e-09,7,1.7137266558387966e-09,5.359831226849557e-09,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,direction_loss,-0.06956381576423196,0.017826978136562255,10,-0.08078784601714657,-0.059661588488773606,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,direction_steps,100.0,0.0,10,100.0,100.0,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,q_bound,5.0,0.0,10,5.0,5.0,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,direction_check_score,0.08344295991510982,0.14995686264665897,10,0.0022735990419888363,0.17587122417538603,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,return_check_gain,0.05119047619047618,0.09006537895757996,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,return_check_standard_error,0.05119047619047618,0.09006537895757995,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,target_true_coefficient_0,0.16666666666666632,0.0,10,0.16666666666666632,0.16666666666666632,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,target_true_coefficient_1,0.46666666666666645,1.1702778228589004e-16,10,0.46666666666666645,0.46666666666666645,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,frozen_actor_p_0,0.30144091050256194,0.002394403211466181,10,0.3000896372162375,0.30286140851436905,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,frozen_actor_p_1,0.7102717833222199,0.007264960044969036,10,0.7056798881862306,0.7141336555096555,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,source_direction_error,0.0017881488528157948,0.0015516113406845243,10,0.0009955464128000083,0.0027581877109285158,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,source_realization_residual,0.023255324250316203,0.037716338730160844,10,0.006831949566063625,0.04651590447557531,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,target_direction_error,0.04493046037316745,0.051526418814855916,10,0.0187926068205315,0.07723032336631705,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,transport_error_upper_bound,0.06313378348523385,0.06912487478582532,10,0.030231730253942903,0.1069888463960695,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,normalized_derivative_lower_bound,0.04286138928124429,0.04355715819779075,10,0.015414503910189828,0.06482354196949225,training_seed_or_data_batch,False,fixed-edge,4,6
P-T,AN,,,,,,False,target_plus_type_probability,0.4,0.0,10,0.4,0.4,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,density_ratio,1.4999999999999998,0.0,10,1.4999999999999998,1.4999999999999998,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,neighbor_weight,2.0,0.0,10,2.0,2.0,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,semantic_drift,0.08601599999999991,1.4628472785736255e-17,10,0.08601599999999991,0.08601599999999991,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,target_local_energy,0.03460799999999999,7.314236392868128e-18,10,0.03460799999999999,0.03460799999999999,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,target_path_derivative,-0.002277351184367369,0.013249473401350475,10,-0.010043292396229852,0.005325063713008264,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,target_normalized_path_derivative,-0.0011386755921836845,0.0066247367006752374,10,-0.005021646198114926,0.002662531856504132,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,old_return,0.1248,0.0,10,0.1248,0.1248,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,return,0.12486091853053309,0.001141847765912056,10,0.12420970122800833,0.12555925092737233,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,return_gain,6.0918530533102254e-05,0.0011418477659120559,10,-0.0005902987719916739,0.000759250927372334,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,source_steps_total,2067.2,7.728734264634367,10,2062.4,2070.4,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,source_steps_direction_check,8.0,0.0,10,8.0,8.0,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,source_steps_return_check,11.2,7.728734264634366,10,6.4,14.4,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,eta,0.06999999999999999,0.0483045891539648,10,0.04,0.09,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,attempts,0.7,0.4830458915396479,10,0.4,0.9,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,forward_kl_training,3.496296021814758e-09,2.7271692624220566e-09,7,1.7137266558387966e-09,5.359831226849557e-09,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,direction_loss,-0.06956381576423196,0.017826978136562255,10,-0.08078784601714657,-0.059661588488773606,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,direction_steps,100.0,0.0,10,100.0,100.0,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,q_bound,5.0,0.0,10,5.0,5.0,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,direction_check_score,0.08344295991510982,0.14995686264665897,10,0.0022735990419888363,0.17587122417538603,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,return_check_gain,0.05119047619047618,0.09006537895757996,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,return_check_standard_error,0.05119047619047618,0.09006537895757995,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,target_true_coefficient_0,-0.25999999999999995,5.851389114294502e-17,10,-0.25999999999999995,-0.25999999999999995,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,target_true_coefficient_1,0.03999999999999998,0.0,10,0.03999999999999998,0.03999999999999998,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,frozen_actor_p_0,0.30144091050256194,0.002394403211466181,10,0.3000896372162375,0.30286140851436905,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,frozen_actor_p_1,0.7102717833222199,0.007264960044969036,10,0.7056798881862306,0.7141336555096555,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,source_direction_error,0.0017881488528157948,0.0015516113406845243,10,0.0009955464128000083,0.0027581877109285158,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,source_realization_residual,0.023255324250316203,0.037716338730160844,10,0.006831949566063625,0.04651590447557531,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,target_direction_error,0.06896587137886737,0.03224025217862429,10,0.05131253480858234,0.08765721256149815,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,transport_error_upper_bound,0.21872792065712315,0.15725941904594581,10,0.14232056277863805,0.3189736428063713,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,normalized_derivative_lower_bound,-0.04800825974822206,0.02875740490756772,10,-0.06612930411210906,-0.033508357926578275,training_seed_or_data_batch,False,composition,4,2
P-T,AN,,,,,,False,target_plus_type_probability,0.5999999999999999,1.1702778228589004e-16,10,0.5999999999999999,0.5999999999999999,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,density_ratio,1.0,0.0,10,1.0,1.0,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,neighbor_weight,2.0,0.0,10,2.0,2.0,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,semantic_drift,0.0,0.0,10,0.0,0.0,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,target_local_energy,0.06652799999999993,0.0,10,0.06652799999999993,0.06652799999999993,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,target_path_derivative,0.18288391005833127,0.1297815718586016,10,0.10025530017656573,0.252060352389867,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,target_normalized_path_derivative,0.04572097751458282,0.0324453929646504,10,0.02506382504414143,0.06301508809746675,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,old_return,0.28159999999999996,0.0,10,0.28159999999999996,0.28159999999999996,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,return,0.300698081946664,0.01361736937796013,10,0.292047177751688,0.308013115884354,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,return_gain,0.019098081946664097,0.01361736937796013,10,0.010447177751688038,0.026413115884354025,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,source_steps_total,2067.2,7.728734264634367,10,2062.4,2070.4,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,source_steps_direction_check,8.0,0.0,10,8.0,8.0,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,source_steps_return_check,11.2,7.728734264634366,10,6.4,14.4,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,eta,0.06999999999999999,0.0483045891539648,10,0.04,0.09,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,attempts,0.7,0.4830458915396479,10,0.4,0.9,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,forward_kl_training,3.496296021814758e-09,2.7271692624220566e-09,7,1.7137266558387966e-09,5.359831226849557e-09,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,direction_loss,-0.06956381576423196,0.017826978136562255,10,-0.08078784601714657,-0.059661588488773606,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,direction_steps,100.0,0.0,10,100.0,100.0,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,q_bound,5.0,0.0,10,5.0,5.0,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,direction_check_score,0.08344295991510982,0.14995686264665897,10,0.0022735990419888363,0.17587122417538603,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,return_check_gain,0.05119047619047618,0.09006537895757996,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,return_check_standard_error,0.05119047619047618,0.09006537895757995,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,target_true_coefficient_0,0.05999999999999981,7.314236392868128e-18,10,0.05999999999999981,0.05999999999999981,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,target_true_coefficient_1,0.3599999999999998,0.0,10,0.3599999999999998,0.3599999999999998,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,frozen_actor_p_0,0.30144091050256194,0.002394403211466181,10,0.3000896372162375,0.30286140851436905,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,frozen_actor_p_1,0.7102717833222199,0.007264960044969036,10,0.7056798881862306,0.7141336555096555,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,source_direction_error,0.0017881488528157948,0.0015516113406845243,10,0.0009955464128000083,0.0027581877109285158,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,source_realization_residual,0.023255324250316203,0.037716338730160844,10,0.006831949566063625,0.04651590447557531,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,target_direction_error,0.02149866315310811,0.03110071358928512,10,0.007724388884334824,0.040915326535605395,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,transport_error_upper_bound,0.029500278662403408,0.044537886175789694,10,0.009041352706876631,0.057308387298109484,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,normalized_derivative_lower_bound,0.034767209758908034,0.032555025932407174,10,0.014253151863739698,0.051181927336457926,training_seed_or_data_batch,False,composition,4,4
P-T,AN,,,,,,False,target_plus_type_probability,0.4,0.0,10,0.4,0.4,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,density_ratio,1.4999999999999998,0.0,10,1.4999999999999998,1.4999999999999998,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,neighbor_weight,2.0,0.0,10,2.0,2.0,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,semantic_drift,0.08601599999999991,1.4628472785736255e-17,10,0.08601599999999991,0.08601599999999991,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,target_local_energy,0.03460799999999999,7.314236392868128e-18,10,0.03460799999999999,0.03460799999999999,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,target_path_derivative,-0.006832053553102108,0.03974842020405143,10,-0.030129877188689556,0.01597519113902479,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,target_normalized_path_derivative,-0.0011386755921836845,0.0066247367006752374,10,-0.005021646198114926,0.002662531856504132,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,old_return,0.3744,0.0,10,0.3744,0.3744,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,return,0.3745827555915993,0.003425543297736178,10,0.37262910368402496,0.376677752782117,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,return_gain,0.00018275559159929843,0.003425543297736178,10,-0.0017708963159750407,0.002277752782116997,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,source_steps_total,2067.2,7.728734264634367,10,2062.4,2070.4,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,source_steps_direction_check,8.0,0.0,10,8.0,8.0,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,source_steps_return_check,11.2,7.728734264634366,10,6.4,14.4,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,eta,0.06999999999999999,0.0483045891539648,10,0.04,0.09,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,attempts,0.7,0.4830458915396479,10,0.4,0.9,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,forward_kl_training,3.496296021814758e-09,2.7271692624220566e-09,7,1.7137266558387966e-09,5.359831226849557e-09,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,direction_loss,-0.06956381576423196,0.017826978136562255,10,-0.08078784601714657,-0.059661588488773606,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,direction_steps,100.0,0.0,10,100.0,100.0,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,q_bound,5.0,0.0,10,5.0,5.0,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,direction_check_score,0.08344295991510982,0.14995686264665897,10,0.0022735990419888363,0.17587122417538603,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,return_check_gain,0.05119047619047618,0.09006537895757996,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,return_check_standard_error,0.05119047619047618,0.09006537895757995,7,0.0,0.1226190476190476,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,target_true_coefficient_0,-0.25999999999999995,5.851389114294502e-17,10,-0.25999999999999995,-0.25999999999999995,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,target_true_coefficient_1,0.03999999999999998,0.0,10,0.03999999999999998,0.03999999999999998,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,frozen_actor_p_0,0.30144091050256194,0.002394403211466181,10,0.3000896372162375,0.30286140851436905,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,frozen_actor_p_1,0.7102717833222199,0.007264960044969036,10,0.7056798881862306,0.7141336555096555,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,source_direction_error,0.0017881488528157948,0.0015516113406845243,10,0.0009955464128000083,0.0027581877109285158,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,source_realization_residual,0.023255324250316203,0.037716338730160844,10,0.006831949566063625,0.04651590447557531,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,target_direction_error,0.06896587137886737,0.03224025217862429,10,0.05131253480858234,0.08765721256149815,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,transport_error_upper_bound,0.21872792065712315,0.15725941904594581,10,0.14232056277863805,0.3189736428063713,training_seed_or_data_batch,False,composition,4,6
P-T,AN,,,,,,False,normalized_derivative_lower_bound,-0.04800825974822206,0.02875740490756772,10,-0.06612930411210906,-0.033508357926578275,training_seed_or_data_batch,False,composition,4,6
P-T,SA,,,,,,False,target_plus_type_probability,0.5999999999999999,1.1702778228589004e-16,10,0.5999999999999999,0.5999999999999999,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,density_ratio,1.0,0.0,10,1.0,1.0,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,neighbor_weight,2.0,0.0,10,2.0,2.0,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,semantic_drift,0.0,0.0,10,0.0,0.0,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,target_local_energy,0.06652799999999993,0.0,10,0.06652799999999993,0.06652799999999993,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,target_path_derivative,0.09178788390902795,0.0653700596833279,10,0.050644764841026,0.12682600916846606,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,target_normalized_path_derivative,0.045893941954513975,0.03268502984166395,10,0.025322382420513,0.06341300458423303,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,old_return,0.14079999999999998,0.0,10,0.14079999999999998,0.14079999999999998,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,return,0.15038616731035898,0.006861966064711117,10,0.14603565889455372,0.15405769514456552,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,return_gain,0.00958616731035897,0.006861966064711117,10,0.005235658894553696,0.013257695144565545,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,source_steps_total,2067.2,7.728734264634367,10,2062.4,2070.4,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,source_steps_direction_check,8.0,0.0,10,8.0,8.0,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,source_steps_return_check,11.2,7.728734264634366,10,6.4,14.4,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,eta,0.06999999999999999,0.0483045891539648,10,0.04,0.09,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,attempts,0.7,0.4830458915396479,10,0.4,0.9,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,forward_kl_training,3.670239049278225e-09,3.29810230476393e-09,7,1.5946318401324103e-09,5.941821404940085e-09,training_seed_or_data_batch,False,normalized,4,2
P-T,SA,,,,,,False,direction_loss,-0.07003622274930033,0.01841879467338596,10,-0.08163010054922056,-0.05990840058080577,training_seed_or_data_batch,False,normalized,4,2
