round,source_episodes,round_source_episodes,direction_passed,candidate_count,fit_kl,accepted,experiment,method,label,seed,source_steps_total
1,3528,3428,,3,5.7746224101835884e-11,True,P-L,AN,mc_learned_baseline,40,3528
2,4908,1380,,1,3.5157079398209423e-09,True,P-L,AN,mc_learned_baseline,40,4908
3,6288,1380,,1,2.1803373383164067e-09,True,P-L,AN,mc_learned_baseline,40,6288
4,7668,1380,,1,2.559901771819071e-09,True,P-L,AN,mc_learned_baseline,40,7668
5,9048,1380,,1,1.0404164277420553e-08,True,P-L,AN,mc_learned_baseline,40,9048
6,10428,1380,,1,7.3880891100455196e-09,True,P-L,AN,mc_learned_baseline,40,10428
7,11808,1380,,1,4.032466668760996e-09,True,P-L,AN,mc_learned_baseline,40,11808
8,13188,1380,,1,9.959788395007664e-09,True,P-L,AN,mc_learned_baseline,40,13188
9,14568,1380,,1,1.702634134724709e-08,True,P-L,AN,mc_learned_baseline,40,14568
10,16972,2404,,2,8.606192301948663e-10,True,P-L,AN,mc_learned_baseline,40,16972
11,18352,1380,,1,1.5343152102344744e-08,True,P-L,AN,mc_learned_baseline,40,18352
12,19732,1380,,1,2.4097206299741786e-08,True,P-L,AN,mc_learned_baseline,40,19732
13,21112,1380,,1,2.846173225946791e-08,True,P-L,AN,mc_learned_baseline,40,21112
14,22492,1380,,1,2.9601716714342667e-08,True,P-L,AN,mc_learned_baseline,40,22492
15,24896,2404,,2,9.011683615175555e-09,True,P-L,AN,mc_learned_baseline,40,24896
16,26276,1380,,1,1.054204488414155e-08,True,P-L,AN,mc_learned_baseline,40,26276
17,27656,1380,,1,6.968021546153389e-08,True,P-L,AN,mc_learned_baseline,40,27656
18,29036,1380,,1,2.1144939108892715e-08,True,P-L,AN,mc_learned_baseline,40,29036
19,30416,1380,,1,5.0529995965564724e-08,True,P-L,AN,mc_learned_baseline,40,30416
20,31796,1380,,1,4.3710865014194294e-08,True,P-L,AN,mc_learned_baseline,40,31796
21,33176,1380,,1,2.5645535290916276e-08,True,P-L,AN,mc_learned_baseline,40,33176
22,34556,1380,,1,7.347870146288507e-09,True,P-L,AN,mc_learned_baseline,40,34556
23,35936,1380,,1,6.468341915224231e-09,True,P-L,AN,mc_learned_baseline,40,35936
24,37316,1380,,1,2.5329965005190348e-08,True,P-L,AN,mc_learned_baseline,40,37316
25,38696,1380,,1,3.060399771325581e-08,True,P-L,AN,mc_learned_baseline,40,38696
26,40076,1380,,1,5.556894109821998e-09,True,P-L,AN,mc_learned_baseline,40,40076
27,41456,1380,,1,1.8315488491861362e-09,True,P-L,AN,mc_learned_baseline,40,41456
28,42836,1380,,1,1.1593536530445514e-09,True,P-L,AN,mc_learned_baseline,40,42836
29,44216,1380,,1,4.223703177416818e-09,True,P-L,AN,mc_learned_baseline,40,44216
30,45596,1380,,1,1.6869936437899992e-09,True,P-L,AN,mc_learned_baseline,40,45596
31,46976,1380,,1,1.2426520925426596e-12,True,P-L,AN,mc_learned_baseline,40,46976
32,48356,1380,,1,8.304159034614498e-09,True,P-L,AN,mc_learned_baseline,40,48356
33,51784,3428,,3,2.950444636747681e-12,False,P-L,AN,mc_learned_baseline,40,51784
34,54188,2404,,2,7.374005676850916e-12,True,P-L,AN,mc_learned_baseline,40,54188
35,55568,1380,,1,1.5448851018840272e-09,True,P-L,AN,mc_learned_baseline,40,55568
36,56948,1380,,1,3.7154467263212563e-11,True,P-L,AN,mc_learned_baseline,40,56948
37,58328,1380,,1,7.260482776829421e-13,True,P-L,AN,mc_learned_baseline,40,58328
38,59708,1380,,1,1.6462903787575072e-12,True,P-L,AN,mc_learned_baseline,40,59708
39,63136,3428,,3,6.909254559489981e-13,False,P-L,AN,mc_learned_baseline,40,63136
40,64516,1380,,1,6.445831422300452e-13,True,P-L,AN,mc_learned_baseline,40,64516
41,67944,3428,,3,5.733774100300971e-13,False,P-L,AN,mc_learned_baseline,40,67944
42,71372,3428,,3,5.129897341654727e-13,False,P-L,AN,mc_learned_baseline,40,71372
43,72752,1380,,1,5.974915706167023e-13,True,P-L,AN,mc_learned_baseline,40,72752
44,76180,3428,,3,1.481720706008891e-12,False,P-L,AN,mc_learned_baseline,40,76180
45,77560,1380,,1,2.119154103241696e-13,True,P-L,AN,mc_learned_baseline,40,77560
46,79964,2404,,2,7.87242453720782e-13,True,P-L,AN,mc_learned_baseline,40,79964
47,81344,1380,,1,6.203113619200529e-13,True,P-L,AN,mc_learned_baseline,40,81344
48,82724,1380,,1,6.292707706913344e-13,True,P-L,AN,mc_learned_baseline,40,82724
49,86152,3428,,3,7.898129882356434e-13,True,P-L,AN,mc_learned_baseline,40,86152
50,87532,1380,,1,1.6048123086339226e-13,True,P-L,AN,mc_learned_baseline,40,87532
51,89936,2404,,2,3.6302802305522567e-13,True,P-L,AN,mc_learned_baseline,40,89936
52,91316,1380,,1,1.0162196922316097e-12,True,P-L,AN,mc_learned_baseline,40,91316
53,92696,1380,,1,7.752225762091849e-13,True,P-L,AN,mc_learned_baseline,40,92696
54,95100,2404,,2,5.906628851616071e-13,True,P-L,AN,mc_learned_baseline,40,95100
55,97504,2404,,2,3.853366641890163e-11,True,P-L,AN,mc_learned_baseline,40,97504
56,99908,2404,,2,4.561316535983642e-11,True,P-L,AN,mc_learned_baseline,40,99908
57,101288,1380,,1,4.1177513841163144e-11,True,P-L,AN,mc_learned_baseline,40,101288
58,102668,1380,,1,3.3047197364620486e-14,True,P-L,AN,mc_learned_baseline,40,102668
59,104048,1380,,1,1.6561107270858526e-13,True,P-L,AN,mc_learned_baseline,40,104048
60,106452,2404,,2,1.0057311360021648e-13,True,P-L,AN,mc_learned_baseline,40,106452
61,107832,1380,,1,1.1108823255408222e-13,True,P-L,AN,mc_learned_baseline,40,107832
62,109212,1380,,1,1.7882956714216557e-13,True,P-L,AN,mc_learned_baseline,40,109212
63,111616,2404,,2,1.6070636163405615e-13,True,P-L,AN,mc_learned_baseline,40,111616
64,114020,2404,,2,1.8034755471610557e-13,True,P-L,AN,mc_learned_baseline,40,114020
65,115400,1380,,1,4.2851681811026907e-11,True,P-L,AN,mc_learned_baseline,40,115400
66,117804,2404,,2,1.6320938612508054e-14,True,P-L,AN,mc_learned_baseline,40,117804
67,120208,2404,,2,2.5843260761197694e-13,True,P-L,AN,mc_learned_baseline,40,120208
68,121588,1380,,1,6.500498889063306e-14,True,P-L,AN,mc_learned_baseline,40,121588
69,122968,1380,,1,1.7538498521555985e-13,True,P-L,AN,mc_learned_baseline,40,122968
70,126396,3428,,3,1.2959480484870091e-13,True,P-L,AN,mc_learned_baseline,40,126396
71,127776,1380,,1,2.288889085660922e-13,True,P-L,AN,mc_learned_baseline,40,127776
72,129156,1380,,1,1.4709418669192929e-13,True,P-L,AN,mc_learned_baseline,40,129156
73,132584,3428,,3,1.1737382701274987e-13,False,P-L,AN,mc_learned_baseline,40,132584
74,134988,2404,,2,9.333179834960564e-14,True,P-L,AN,mc_learned_baseline,40,134988
75,136368,1380,,1,1.2168714116258977e-13,True,P-L,AN,mc_learned_baseline,40,136368
76,139796,3428,,3,7.391661955052486e-14,False,P-L,AN,mc_learned_baseline,40,139796
77,142200,2404,,2,1.4236968150208344e-13,True,P-L,AN,mc_learned_baseline,40,142200
78,144604,2404,,2,6.869359185003197e-12,True,P-L,AN,mc_learned_baseline,40,144604
79,145984,1380,,1,1.3177663216360154e-13,True,P-L,AN,mc_learned_baseline,40,145984
80,147364,1380,,1,7.406555048639085e-14,True,P-L,AN,mc_learned_baseline,40,147364
81,148744,1380,,1,2.1413771039606775e-13,True,P-L,AN,mc_learned_baseline,40,148744
82,150124,1380,,1,4.481747247584903e-14,True,P-L,AN,mc_learned_baseline,40,150124
83,152528,2404,,2,1.8940062116321274e-13,True,P-L,AN,mc_learned_baseline,40,152528
84,153908,1380,,1,4.945589618729608e-14,True,P-L,AN,mc_learned_baseline,40,153908
85,156312,2404,,2,1.4658279426743395e-13,True,P-L,AN,mc_learned_baseline,40,156312
86,159740,3428,,3,1.2804928640420565e-13,False,P-L,AN,mc_learned_baseline,40,159740
87,163168,3428,,3,4.923241968838003e-14,False,P-L,AN,mc_learned_baseline,40,163168
88,164548,1380,,1,1.0281885475248735e-13,True,P-L,AN,mc_learned_baseline,40,164548
