condition,metric,planned_runs,failed_or_interrupted,statistics_scope,count,mean,std,ci_low,ci_high
ours,final_return,3,0,completed_runs_only,3,1.9626655986805472,9.28127592093662e-11,1.9626655985849644,1.9626655987703165
ours,budget_normalized_auc,3,0,completed_runs_only,3,1.8227941420330527,0.002557585943482186,1.8209205842167389,1.8257079342669094
ours,seconds,3,0,completed_runs_only,3,31.77489689993672,1.0564376447895847,30.60903439996764,32.66868819994852
ours,source_episodes,3,0,completed_runs_only,3,129792.0,1509.0977436866042,128128.0,131072.0
ours,decline_fraction,3,0,completed_runs_only,3,0.0,0.0,0.0,0.0
ours,candidate_count,3,0,completed_runs_only,3,45.0,1.0,44.0,46.0
ours,mean_fit_kl,3,0,completed_runs_only,3,0.0006694287452995562,4.22096033240917e-05,0.0006290140305905545,0.0007132292952955728
ours,optimizer_updates,3,0,completed_runs_only,3,4970.666666666667,36.95041722813605,4928.0,4992.0
no_direction_check,final_return,3,0,completed_runs_only,3,1.96266559915957,1.37939329720988e-10,1.9626655990010289,1.9626655992521007
no_direction_check,budget_normalized_auc,3,0,completed_runs_only,3,1.8681637578332644,0.0020837164188309124,1.8658239466875297,1.869819293888935
no_direction_check,seconds,3,0,completed_runs_only,3,39.90971753334937,3.146760646496023,37.658805300015956,43.505426299991086
no_direction_check,source_episodes,3,0,completed_runs_only,3,130602.66666666667,266.45324793166503,130304.0,130816.0
no_direction_check,decline_fraction,3,0,completed_runs_only,3,0.0,0.0,0.0,0.0
no_direction_check,candidate_count,3,0,completed_runs_only,3,61.0,0.0,61.0,61.0
no_direction_check,mean_fit_kl,3,0,completed_runs_only,3,0.0007333708711984681,6.822083069467064e-05,0.0006546242593260255,0.0007745635395584723
no_direction_check,optimizer_updates,3,0,completed_runs_only,3,6741.333333333333,133.22662396583252,6592.0,6848.0
no_return_check,final_return,3,0,completed_runs_only,3,1.9626655998233076,2.568987761455199e-12,1.9626655998206324,1.962665599825755
no_return_check,budget_normalized_auc,3,0,completed_runs_only,3,1.912955824233819,0.0017695485010635682,1.9113164030547252,1.914831719251281
no_return_check,seconds,3,0,completed_runs_only,3,83.24381533334963,2.3714106338624816,81.49523040000349,85.94305339991115
no_return_check,source_episodes,3,0,completed_runs_only,3,130176.0,0.0,130176.0,130176.0
no_return_check,decline_fraction,3,0,completed_runs_only,3,0.0,0.0,0.0,0.0
no_return_check,candidate_count,3,0,completed_runs_only,3,113.0,0.0,113.0,113.0
no_return_check,mean_fit_kl,3,0,completed_runs_only,3,0.001222531866293193,4.478231906432726e-05,0.0011792183488974904,0.0012686510555507482
no_return_check,optimizer_updates,3,0,completed_runs_only,3,14464.0,0.0,14464.0,14464.0
