round,source_episodes,round_source_episodes,direction_passed,candidate_count,fit_kl,accepted,experiment,method,label,seed,source_steps_total
1,968,868,True,1,3.785836633136335e-09,True,P-L,AN,mc_learned_baseline,49,968
2,1836,868,True,1,8.860905320022456e-09,True,P-L,AN,mc_learned_baseline,49,1836
3,2704,868,True,1,7.577539001920368e-09,True,P-L,AN,mc_learned_baseline,49,2704
4,3572,868,True,1,2.1191964492526098e-08,True,P-L,AN,mc_learned_baseline,49,3572
5,4440,868,True,1,1.3172035907410695e-09,True,P-L,AN,mc_learned_baseline,49,4440
6,5308,868,True,1,1.9904092941815623e-08,True,P-L,AN,mc_learned_baseline,49,5308
7,6176,868,True,1,1.3548957279745671e-08,True,P-L,AN,mc_learned_baseline,49,6176
8,7044,868,True,1,3.001649053487362e-08,True,P-L,AN,mc_learned_baseline,49,7044
9,7912,868,True,1,3.243745169054076e-08,True,P-L,AN,mc_learned_baseline,49,7912
10,8780,868,True,1,6.223877895129272e-09,True,P-L,AN,mc_learned_baseline,49,8780
11,9648,868,True,1,2.471986761917344e-08,True,P-L,AN,mc_learned_baseline,49,9648
12,10516,868,True,1,2.2650143531155168e-08,True,P-L,AN,mc_learned_baseline,49,10516
13,11384,868,True,1,4.527063827129218e-08,True,P-L,AN,mc_learned_baseline,49,11384
14,12252,868,True,1,1.854568429957196e-08,True,P-L,AN,mc_learned_baseline,49,12252
15,13120,868,True,1,5.5309540068094814e-08,True,P-L,AN,mc_learned_baseline,49,13120
16,13988,868,True,1,6.869815665141108e-08,True,P-L,AN,mc_learned_baseline,49,13988
17,14856,868,True,1,9.362588148463261e-08,True,P-L,AN,mc_learned_baseline,49,14856
18,15724,868,True,1,3.1422409995318906e-08,True,P-L,AN,mc_learned_baseline,49,15724
19,16592,868,True,1,2.044961308999177e-08,True,P-L,AN,mc_learned_baseline,49,16592
20,17460,868,True,1,3.269651817195694e-08,True,P-L,AN,mc_learned_baseline,49,17460
21,18328,868,True,1,1.9174086339761357e-08,True,P-L,AN,mc_learned_baseline,49,18328
22,19196,868,True,1,4.8116147568682055e-09,True,P-L,AN,mc_learned_baseline,49,19196
23,20064,868,True,1,2.7009567704386113e-08,True,P-L,AN,mc_learned_baseline,49,20064
24,20932,868,True,1,8.640276366075594e-11,True,P-L,AN,mc_learned_baseline,49,20932
25,21800,868,True,1,6.70070923872074e-09,True,P-L,AN,mc_learned_baseline,49,21800
26,22668,868,True,1,1.8911193606741733e-09,True,P-L,AN,mc_learned_baseline,49,22668
27,23536,868,False,0,,False,P-L,AN,mc_learned_baseline,49,23536
28,24404,868,False,0,,False,P-L,AN,mc_learned_baseline,49,24404
29,25272,868,True,1,1.381056657829159e-09,True,P-L,AN,mc_learned_baseline,49,25272
30,26140,868,True,1,3.6023237718998646e-10,True,P-L,AN,mc_learned_baseline,49,26140
31,27008,868,True,1,3.077546261295423e-09,True,P-L,AN,mc_learned_baseline,49,27008
32,27876,868,False,0,,False,P-L,AN,mc_learned_baseline,49,27876
33,28744,868,True,1,1.59598424819241e-11,True,P-L,AN,mc_learned_baseline,49,28744
34,29612,868,True,1,9.124100144244839e-12,True,P-L,AN,mc_learned_baseline,49,29612
35,30480,868,False,0,,False,P-L,AN,mc_learned_baseline,49,30480
36,31348,868,False,0,,False,P-L,AN,mc_learned_baseline,49,31348
37,32216,868,False,0,,False,P-L,AN,mc_learned_baseline,49,32216
38,33084,868,False,0,,False,P-L,AN,mc_learned_baseline,49,33084
39,33952,868,False,0,,False,P-L,AN,mc_learned_baseline,49,33952
40,34820,868,False,0,,False,P-L,AN,mc_learned_baseline,49,34820
41,35688,868,False,0,,False,P-L,AN,mc_learned_baseline,49,35688
42,36556,868,True,1,3.212430954550906e-13,True,P-L,AN,mc_learned_baseline,49,36556
43,37424,868,False,0,,False,P-L,AN,mc_learned_baseline,49,37424
44,38292,868,False,0,,False,P-L,AN,mc_learned_baseline,49,38292
45,39160,868,False,0,,False,P-L,AN,mc_learned_baseline,49,39160
46,40028,868,False,0,,False,P-L,AN,mc_learned_baseline,49,40028
47,40896,868,True,1,4.075750486780012e-12,True,P-L,AN,mc_learned_baseline,49,40896
48,41764,868,True,1,4.111774864601936e-13,True,P-L,AN,mc_learned_baseline,49,41764
49,42632,868,False,0,,False,P-L,AN,mc_learned_baseline,49,42632
50,43500,868,True,1,1.1549506179463542e-12,True,P-L,AN,mc_learned_baseline,49,43500
51,44368,868,False,0,,False,P-L,AN,mc_learned_baseline,49,44368
52,45236,868,True,1,1.0047483699785174e-10,True,P-L,AN,mc_learned_baseline,49,45236
53,46104,868,False,0,,False,P-L,AN,mc_learned_baseline,49,46104
54,46972,868,False,0,,False,P-L,AN,mc_learned_baseline,49,46972
55,47840,868,False,0,,False,P-L,AN,mc_learned_baseline,49,47840
56,48708,868,True,1,1.406843345864e-12,True,P-L,AN,mc_learned_baseline,49,48708
57,49576,868,True,1,3.956609863681824e-13,True,P-L,AN,mc_learned_baseline,49,49576
58,50444,868,False,0,,False,P-L,AN,mc_learned_baseline,49,50444
59,51312,868,False,0,,False,P-L,AN,mc_learned_baseline,49,51312
60,52180,868,True,1,1.0673778590112016e-12,True,P-L,AN,mc_learned_baseline,49,52180
61,53048,868,False,0,,False,P-L,AN,mc_learned_baseline,49,53048
62,53916,868,False,0,,False,P-L,AN,mc_learned_baseline,49,53916
63,54784,868,False,0,,False,P-L,AN,mc_learned_baseline,49,54784
64,55652,868,True,1,5.663722880528307e-13,True,P-L,AN,mc_learned_baseline,49,55652
65,56520,868,False,0,,False,P-L,AN,mc_learned_baseline,49,56520
66,57388,868,False,0,,False,P-L,AN,mc_learned_baseline,49,57388
67,58256,868,True,1,6.662458577415433e-13,True,P-L,AN,mc_learned_baseline,49,58256
68,59124,868,False,0,,False,P-L,AN,mc_learned_baseline,49,59124
69,59992,868,False,0,,False,P-L,AN,mc_learned_baseline,49,59992
70,60860,868,True,1,3.708989377653946e-12,True,P-L,AN,mc_learned_baseline,49,60860
71,61728,868,True,1,2.9344123860494802e-12,True,P-L,AN,mc_learned_baseline,49,61728
72,62596,868,True,1,6.978848245496238e-11,True,P-L,AN,mc_learned_baseline,49,62596
73,63464,868,True,1,1.79144918718728e-12,True,P-L,AN,mc_learned_baseline,49,63464
74,64332,868,False,0,,False,P-L,AN,mc_learned_baseline,49,64332
75,65200,868,False,0,,False,P-L,AN,mc_learned_baseline,49,65200
76,66068,868,True,1,4.713616796318215e-13,True,P-L,AN,mc_learned_baseline,49,66068
77,66936,868,False,0,,False,P-L,AN,mc_learned_baseline,49,66936
78,67804,868,False,0,,False,P-L,AN,mc_learned_baseline,49,67804
79,68672,868,False,0,,False,P-L,AN,mc_learned_baseline,49,68672
80,69540,868,True,1,3.5735613695621457e-13,True,P-L,AN,mc_learned_baseline,49,69540
81,70408,868,False,0,,False,P-L,AN,mc_learned_baseline,49,70408
82,71276,868,False,0,,False,P-L,AN,mc_learned_baseline,49,71276
83,72144,868,True,1,6.622543490706687e-13,True,P-L,AN,mc_learned_baseline,49,72144
84,73012,868,True,1,5.321633282379924e-13,True,P-L,AN,mc_learned_baseline,49,73012
85,73880,868,False,0,,False,P-L,AN,mc_learned_baseline,49,73880
86,74748,868,True,1,6.809431213359052e-13,True,P-L,AN,mc_learned_baseline,49,74748
87,75616,868,True,1,8.269457493821524e-14,True,P-L,AN,mc_learned_baseline,49,75616
88,76484,868,False,0,,False,P-L,AN,mc_learned_baseline,49,76484
89,77352,868,True,1,1.4439483665278344e-12,True,P-L,AN,mc_learned_baseline,49,77352
90,78220,868,False,0,,False,P-L,AN,mc_learned_baseline,49,78220
91,79088,868,False,0,,False,P-L,AN,mc_learned_baseline,49,79088
92,79956,868,False,0,,False,P-L,AN,mc_learned_baseline,49,79956
93,80824,868,False,0,,False,P-L,AN,mc_learned_baseline,49,80824
94,81692,868,False,0,,False,P-L,AN,mc_learned_baseline,49,81692
95,82560,868,False,0,,False,P-L,AN,mc_learned_baseline,49,82560
96,83428,868,True,1,4.587538340626732e-13,True,P-L,AN,mc_learned_baseline,49,83428
97,84296,868,False,0,,False,P-L,AN,mc_learned_baseline,49,84296
98,85164,868,False,0,,False,P-L,AN,mc_learned_baseline,49,85164
99,86032,868,False,0,,False,P-L,AN,mc_learned_baseline,49,86032
100,86900,868,False,0,,False,P-L,AN,mc_learned_baseline,49,86900
101,87768,868,False,0,,False,P-L,AN,mc_learned_baseline,49,87768
102,88636,868,True,1,4.782025503907839e-13,True,P-L,AN,mc_learned_baseline,49,88636
103,89504,868,False,0,,False,P-L,AN,mc_learned_baseline,49,89504
104,90372,868,False,0,,False,P-L,AN,mc_learned_baseline,49,90372
105,91240,868,True,1,6.789332592481515e-13,True,P-L,AN,mc_learned_baseline,49,91240
106,92108,868,False,0,,False,P-L,AN,mc_learned_baseline,49,92108
107,92976,868,False,0,,False,P-L,AN,mc_learned_baseline,49,92976
108,93844,868,False,0,,False,P-L,AN,mc_learned_baseline,49,93844
109,94712,868,True,1,1.4531321302387124e-13,True,P-L,AN,mc_learned_baseline,49,94712
110,95580,868,True,1,1.0270902291446369e-12,True,P-L,AN,mc_learned_baseline,49,95580
111,96448,868,False,0,,False,P-L,AN,mc_learned_baseline,49,96448
112,97316,868,True,1,6.088446801613956e-11,True,P-L,AN,mc_learned_baseline,49,97316
113,98184,868,False,0,,False,P-L,AN,mc_learned_baseline,49,98184
114,99052,868,True,1,2.086134226912648e-13,True,P-L,AN,mc_learned_baseline,49,99052
115,99920,868,False,0,,False,P-L,AN,mc_learned_baseline,49,99920
116,100788,868,True,1,4.583097865342535e-13,True,P-L,AN,mc_learned_baseline,49,100788
117,101656,868,True,1,2.2224299287094004e-13,True,P-L,AN,mc_learned_baseline,49,101656
118,102524,868,False,0,,False,P-L,AN,mc_learned_baseline,49,102524
119,103392,868,False,0,,False,P-L,AN,mc_learned_baseline,49,103392
120,104260,868,False,0,,False,P-L,AN,mc_learned_baseline,49,104260
121,105128,868,False,0,,False,P-L,AN,mc_learned_baseline,49,105128
122,105996,868,False,0,,False,P-L,AN,mc_learned_baseline,49,105996
123,106864,868,False,0,,False,P-L,AN,mc_learned_baseline,49,106864
124,107732,868,True,1,6.034078902088179e-14,True,P-L,AN,mc_learned_baseline,49,107732
125,108600,868,False,0,,False,P-L,AN,mc_learned_baseline,49,108600
126,109468,868,True,1,8.160014625958611e-13,True,P-L,AN,mc_learned_baseline,49,109468
127,110336,868,False,0,,False,P-L,AN,mc_learned_baseline,49,110336
128,111204,868,False,0,,False,P-L,AN,mc_learned_baseline,49,111204
129,112072,868,False,0,,False,P-L,AN,mc_learned_baseline,49,112072
130,112940,868,False,0,,False,P-L,AN,mc_learned_baseline,49,112940
131,113808,868,False,0,,False,P-L,AN,mc_learned_baseline,49,113808
132,114676,868,False,0,,False,P-L,AN,mc_learned_baseline,49,114676
133,115544,868,False,0,,False,P-L,AN,mc_learned_baseline,49,115544
134,116412,868,True,1,5.177768007066817e-13,True,P-L,AN,mc_learned_baseline,49,116412
135,117280,868,False,0,,False,P-L,AN,mc_learned_baseline,49,117280
136,118148,868,False,0,,False,P-L,AN,mc_learned_baseline,49,118148
137,119016,868,False,0,,False,P-L,AN,mc_learned_baseline,49,119016
138,119884,868,False,0,,False,P-L,AN,mc_learned_baseline,49,119884
139,120752,868,False,0,,False,P-L,AN,mc_learned_baseline,49,120752
140,121620,868,False,0,,False,P-L,AN,mc_learned_baseline,49,121620
141,122488,868,False,0,,False,P-L,AN,mc_learned_baseline,49,122488
142,123356,868,True,1,4.8506325198667626e-11,True,P-L,AN,mc_learned_baseline,49,123356
143,124224,868,False,0,,False,P-L,AN,mc_learned_baseline,49,124224
144,125092,868,False,0,,False,P-L,AN,mc_learned_baseline,49,125092
145,125960,868,True,1,1.6624968494785442e-13,True,P-L,AN,mc_learned_baseline,49,125960
146,126828,868,False,0,,False,P-L,AN,mc_learned_baseline,49,126828
147,127696,868,False,0,,False,P-L,AN,mc_learned_baseline,49,127696
148,128564,868,False,0,,False,P-L,AN,mc_learned_baseline,49,128564
149,129432,868,False,0,,False,P-L,AN,mc_learned_baseline,49,129432
150,130300,868,False,0,,False,P-L,AN,mc_learned_baseline,49,130300
151,131168,868,True,1,1.4846905829817163e-13,True,P-L,AN,mc_learned_baseline,49,131168
152,132036,868,False,0,,False,P-L,AN,mc_learned_baseline,49,132036
153,132904,868,True,1,4.4883399283461146e-13,True,P-L,AN,mc_learned_baseline,49,132904
154,133772,868,False,0,,False,P-L,AN,mc_learned_baseline,49,133772
155,134640,868,False,0,,False,P-L,AN,mc_learned_baseline,49,134640
156,135508,868,False,0,,False,P-L,AN,mc_learned_baseline,49,135508
157,136376,868,False,0,,False,P-L,AN,mc_learned_baseline,49,136376
158,137244,868,False,0,,False,P-L,AN,mc_learned_baseline,49,137244
159,138112,868,False,0,,False,P-L,AN,mc_learned_baseline,49,138112
160,138980,868,False,0,,False,P-L,AN,mc_learned_baseline,49,138980
161,139848,868,False,0,,False,P-L,AN,mc_learned_baseline,49,139848
162,140716,868,False,0,,False,P-L,AN,mc_learned_baseline,49,140716
163,141584,868,False,0,,False,P-L,AN,mc_learned_baseline,49,141584
164,142452,868,True,1,1.1937804048466588e-13,True,P-L,AN,mc_learned_baseline,49,142452
165,143320,868,False,0,,False,P-L,AN,mc_learned_baseline,49,143320
166,144188,868,False,0,,False,P-L,AN,mc_learned_baseline,49,144188
167,145056,868,True,1,3.6117075209952474e-13,True,P-L,AN,mc_learned_baseline,49,145056
168,145924,868,False,0,,False,P-L,AN,mc_learned_baseline,49,145924
169,146792,868,False,0,,False,P-L,AN,mc_learned_baseline,49,146792
170,147660,868,False,0,,False,P-L,AN,mc_learned_baseline,49,147660
171,148528,868,False,0,,False,P-L,AN,mc_learned_baseline,49,148528
172,149396,868,True,1,8.435508965908867e-14,True,P-L,AN,mc_learned_baseline,49,149396
173,150264,868,False,0,,False,P-L,AN,mc_learned_baseline,49,150264
174,151132,868,False,0,,False,P-L,AN,mc_learned_baseline,49,151132
175,152000,868,False,0,,False,P-L,AN,mc_learned_baseline,49,152000
176,152868,868,False,0,,False,P-L,AN,mc_learned_baseline,49,152868
177,153736,868,True,1,1.1307971587513479e-13,True,P-L,AN,mc_learned_baseline,49,153736
178,154604,868,True,1,3.2832427103368027e-13,True,P-L,AN,mc_learned_baseline,49,154604
179,155472,868,False,0,,False,P-L,AN,mc_learned_baseline,49,155472
180,156340,868,False,0,,False,P-L,AN,mc_learned_baseline,49,156340
181,157208,868,False,0,,False,P-L,AN,mc_learned_baseline,49,157208
182,158076,868,False,0,,False,P-L,AN,mc_learned_baseline,49,158076
183,158944,868,False,0,,False,P-L,AN,mc_learned_baseline,49,158944
184,159812,868,False,0,,False,P-L,AN,mc_learned_baseline,49,159812
185,160680,868,False,0,,False,P-L,AN,mc_learned_baseline,49,160680
186,161548,868,False,0,,False,P-L,AN,mc_learned_baseline,49,161548
187,162416,868,False,0,,False,P-L,AN,mc_learned_baseline,49,162416
188,163284,868,False,0,,False,P-L,AN,mc_learned_baseline,49,163284
189,164152,868,False,0,,False,P-L,AN,mc_learned_baseline,49,164152
190,165020,868,False,0,,False,P-L,AN,mc_learned_baseline,49,165020
191,165888,868,False,0,,False,P-L,AN,mc_learned_baseline,49,165888
192,166756,868,False,0,,False,P-L,AN,mc_learned_baseline,49,166756
193,167624,868,False,0,,False,P-L,AN,mc_learned_baseline,49,167624
194,168492,868,False,0,,False,P-L,AN,mc_learned_baseline,49,168492
195,169360,868,False,0,,False,P-L,AN,mc_learned_baseline,49,169360
196,170228,868,False,0,,False,P-L,AN,mc_learned_baseline,49,170228
197,171096,868,False,0,,False,P-L,AN,mc_learned_baseline,49,171096
198,171964,868,False,0,,False,P-L,AN,mc_learned_baseline,49,171964
199,172832,868,False,0,,False,P-L,AN,mc_learned_baseline,49,172832
200,173700,868,True,1,2.456857693367652e-13,True,P-L,AN,mc_learned_baseline,49,173700
201,174568,868,False,0,,False,P-L,AN,mc_learned_baseline,49,174568
202,175436,868,False,0,,False,P-L,AN,mc_learned_baseline,49,175436
203,176304,868,False,0,,False,P-L,AN,mc_learned_baseline,49,176304
204,177172,868,False,0,,False,P-L,AN,mc_learned_baseline,49,177172
205,178040,868,False,0,,False,P-L,AN,mc_learned_baseline,49,178040
206,178908,868,True,1,1.987796056349315e-13,True,P-L,AN,mc_learned_baseline,49,178908
207,179776,868,True,1,3.563637702953857e-13,True,P-L,AN,mc_learned_baseline,49,179776
208,180644,868,True,1,8.916093096792972e-15,True,P-L,AN,mc_learned_baseline,49,180644
209,181512,868,False,0,,False,P-L,AN,mc_learned_baseline,49,181512
210,182380,868,False,0,,False,P-L,AN,mc_learned_baseline,49,182380
211,183248,868,False,0,,False,P-L,AN,mc_learned_baseline,49,183248
212,184116,868,False,0,,False,P-L,AN,mc_learned_baseline,49,184116
213,184984,868,False,0,,False,P-L,AN,mc_learned_baseline,49,184984
214,185852,868,False,0,,False,P-L,AN,mc_learned_baseline,49,185852
215,186720,868,False,0,,False,P-L,AN,mc_learned_baseline,49,186720
216,187588,868,False,0,,False,P-L,AN,mc_learned_baseline,49,187588
217,188456,868,False,0,,False,P-L,AN,mc_learned_baseline,49,188456
218,189324,868,False,0,,False,P-L,AN,mc_learned_baseline,49,189324
219,190192,868,False,0,,False,P-L,AN,mc_learned_baseline,49,190192
220,191060,868,False,0,,False,P-L,AN,mc_learned_baseline,49,191060
221,191928,868,False,0,,False,P-L,AN,mc_learned_baseline,49,191928
222,192796,868,False,0,,False,P-L,AN,mc_learned_baseline,49,192796
223,193664,868,False,0,,False,P-L,AN,mc_learned_baseline,49,193664
224,194532,868,False,0,,False,P-L,AN,mc_learned_baseline,49,194532
225,195400,868,False,0,,False,P-L,AN,mc_learned_baseline,49,195400
226,196268,868,False,0,,False,P-L,AN,mc_learned_baseline,49,196268
227,197136,868,False,0,,False,P-L,AN,mc_learned_baseline,49,197136
228,198004,868,False,0,,False,P-L,AN,mc_learned_baseline,49,198004
229,198872,868,False,0,,False,P-L,AN,mc_learned_baseline,49,198872
230,199740,868,False,0,,False,P-L,AN,mc_learned_baseline,49,199740
231,200608,868,False,0,,False,P-L,AN,mc_learned_baseline,49,200608
232,201476,868,False,0,,False,P-L,AN,mc_learned_baseline,49,201476
233,202344,868,False,0,,False,P-L,AN,mc_learned_baseline,49,202344
234,203212,868,True,1,1.681588642913397e-13,True,P-L,AN,mc_learned_baseline,49,203212
