round,source_steps,author_stats,critic_mse,explained_variance,train_value_target,ppo_kl,policy_entropy,clip_fraction,updates,accepted,candidates,direction_pass,direction_score,train_J,return_difference,fit_kl_before,fit_kl_after,fit_kl_p95,fit_kl_max,target_below_floor,update_seconds,method,seed,source_steps_total,train_discounted_return
53,174313,"{""value_loss"": 0.0034134834713768214, ""policy_loss"": -0.019712689900916302, ""dist_entropy"": 1.3364038467407227, ""actor_grad_norm"": 0.5767791271209717, ""critic_grad_norm"": 0.01627974770963192, ""ratio"": 0.9999266862869263}",4.963742256164551,0.991126125875713,-85.38630676269531,0.01763870380818844,1.3327374458312988,0.2189062386751175,40,True,0,,,-85.92854452133179,,,,,,,51.46414710022509,MAPPO-E,40,174313,-85.92854452133179
54,177513,"{""value_loss"": 0.011675281589850784, ""policy_loss"": -0.014157236093888059, ""dist_entropy"": 1.3092286199331284, ""actor_grad_norm"": 0.5616084337234497, ""critic_grad_norm"": 0.049261339008808136, ""ratio"": 1.000165343284607}",18.032896041870117,0.9707198830639713,-85.26084899902344,0.018077688291668892,1.304268479347229,0.21984374523162842,40,True,0,,,-89.30030655860901,,,,,,,54.15093779982999,MAPPO-E,40,177513,-89.30030655860901
55,180713,"{""value_loss"": 0.004418376256944611, ""policy_loss"": -0.020837301335996018, ""dist_entropy"": 1.3198861062526703, ""actor_grad_norm"": 0.6489105224609375, ""critic_grad_norm"": 0.017447223886847496, ""ratio"": 0.9977973103523254}",6.419889450073242,0.9886769215418567,-85.33283996582031,0.019953766837716103,1.3019793033599854,0.2428906261920929,40,True,0,,,-82.83583521842957,,,,,,,52.360043299850076,MAPPO-E,40,180713,-82.83583521842957
56,183913,"{""value_loss"": 0.0030255727935582398, ""policy_loss"": -0.01888055881499895, ""dist_entropy"": 1.296826460957527, ""actor_grad_norm"": 0.669853925704956, ""critic_grad_norm"": 0.011853768490254879, ""ratio"": 0.9990048408508301}",4.421988010406494,0.9916401461584933,-83.543212890625,0.017787111923098564,1.2942403554916382,0.2201562523841858,40,True,0,,,-84.25642776489258,,,,,,,55.785875000059605,MAPPO-E,40,183913,-84.25642776489258
57,187113,"{""value_loss"": 0.0030753362632822247, ""policy_loss"": -0.019923703509266488, ""dist_entropy"": 1.3162206649780273, ""actor_grad_norm"": 0.7116038799285889, ""critic_grad_norm"": 0.018841467797756195, ""ratio"": 0.9984948039054871}",4.3155436515808105,0.9918851711734793,-83.66787719726562,0.018002599477767944,1.3181980848312378,0.22374999523162842,40,True,0,,,-79.76257419586182,,,,,,,51.91885520005599,MAPPO-E,40,187113,-79.76257419586182
58,190313,"{""value_loss"": 0.003567540505900979, ""policy_loss"": -0.019611107639502735, ""dist_entropy"": 1.2963212549686431, ""actor_grad_norm"": 0.672258198261261, ""critic_grad_norm"": 0.01230160053819418, ""ratio"": 0.9998871088027954}",5.2722392082214355,0.9893593773739315,-81.36842346191406,0.02013716660439968,1.2944204807281494,0.23195311427116394,40,True,0,,,-82.12090587615967,,,,,,,54.353698200080544,MAPPO-E,40,190313,-82.12090587615967
59,193513,"{""value_loss"": 0.003374104615068063, ""policy_loss"": -0.02117374357621884, ""dist_entropy"": 1.2933118969202042, ""actor_grad_norm"": 0.6521035432815552, ""critic_grad_norm"": 0.01612907275557518, ""ratio"": 0.999627411365509}",4.926619052886963,0.9889319115402431,-78.50546264648438,0.015836503356695175,1.289969801902771,0.20960937440395355,40,True,0,,,-78.34003186225891,,,,,,,50.219440900254995,MAPPO-E,40,193513,-78.34003186225891
60,196713,"{""value_loss"": 0.003811673470772803, ""policy_loss"": -0.021999282436445354, ""dist_entropy"": 1.2786015152931214, ""actor_grad_norm"": 0.6706281304359436, ""critic_grad_norm"": 0.014896589331328869, ""ratio"": 0.996992290019989}",5.330620288848877,0.9888354762898224,-78.72274780273438,0.018000537529587746,1.2784101963043213,0.22968749701976776,40,True,0,,,-79.09938526153564,,,,,,,54.49415240017697,MAPPO-E,40,196713,-79.09938526153564
61,201513,"{""value_loss"": 0.003784797992557287, ""policy_loss"": -0.019135176652343943, ""dist_entropy"": 1.284454768896103, ""actor_grad_norm"": 0.8144891858100891, ""critic_grad_norm"": 0.03986458107829094, ""ratio"": 0.9981407523155212}",5.387505054473877,0.988761370066983,-80.79499816894531,0.02221132628619671,1.2907034158706665,0.24718749523162842,40,True,0,,,-88.42955207824707,,,,,,,51.99968650005758,MAPPO-E,40,201513,-88.42955207824707
62,204713,"{""value_loss"": 0.0037196085730101915, ""policy_loss"": -0.02033814359419921, ""dist_entropy"": 1.2928309977054595, ""actor_grad_norm"": 0.6035815477371216, ""critic_grad_norm"": 0.013727213256061077, ""ratio"": 0.9970097541809082}",5.567180156707764,0.9893956729327692,-82.28701782226562,0.018785521388053894,1.2855907678604126,0.22765624523162842,40,True,0,,,-82.98157906532288,,,,,,,54.548082100227475,MAPPO-E,40,204713,-82.98157906532288
63,207913,"{""value_loss"": 0.002693337932578288, ""policy_loss"": -0.021211798791773616, ""dist_entropy"": 1.290641364455223, ""actor_grad_norm"": 0.7340093851089478, ""critic_grad_norm"": 0.00991133227944374, ""ratio"": 0.9967311024665833}",3.8088490962982178,0.9919897381677163,-80.31596374511719,0.020188195630908012,1.2828435897827148,0.2473437488079071,40,True,0,,,-81.08199501037598,,,,,,,51.97828109981492,MAPPO-E,40,207913,-81.08199501037598
64,211113,"{""value_loss"": 0.003372025495627895, ""policy_loss"": -0.02032088313753775, ""dist_entropy"": 1.2818801522254943, ""actor_grad_norm"": 0.8268601298332214, ""critic_grad_norm"": 0.012770960107445717, ""ratio"": 0.9963723421096802}",4.5047407150268555,0.9913095217154895,-81.7541275024414,0.019470227882266045,1.2676609754562378,0.24476562440395355,40,True,0,,,-81.57333183288574,,,,,,,54.475669800303876,MAPPO-E,40,211113,-81.57333183288574
65,214313,"{""value_loss"": 0.003187756525585428, ""policy_loss"": -0.021887505819904618, ""dist_entropy"": 1.245902693271637, ""actor_grad_norm"": 0.7798559069633484, ""critic_grad_norm"": 0.03585224598646164, ""ratio"": 0.9981001019477844}",4.047468185424805,0.9918906084810721,-78.88352966308594,0.02137015387415886,1.2407193183898926,0.24476562440395355,40,True,0,,,-84.45904040336609,,,,,,,52.27367530018091,MAPPO-E,40,214313,-84.45904040336609
66,217513,"{""value_loss"": 0.003125814947998151, ""policy_loss"": -0.017276465424220077, ""dist_entropy"": 1.2592722594738006, ""actor_grad_norm"": 0.9037813544273376, ""critic_grad_norm"": 0.016105877235531807, ""ratio"": 0.9996468424797058}",4.445698261260986,0.9910138927159048,-78.90802001953125,0.01759946346282959,1.2575886249542236,0.21445311605930328,40,True,0,,,-79.37904024124146,,,,,,,54.203401799779385,MAPPO-E,40,217513,-79.37904024124146
67,220713,"{""value_loss"": 0.0033627889177296312, ""policy_loss"": -0.01991546255758294, ""dist_entropy"": 1.2650680422782898, ""actor_grad_norm"": 0.8319399952888489, ""critic_grad_norm"": 0.015576628036797047, ""ratio"": 0.9979006052017212}",4.638623237609863,0.9904008274175187,-81.20524597167969,0.019647695124149323,1.2568082809448242,0.24406249821186066,40,True,0,,,-82.44082617759705,,,,,,,51.460654699709266,MAPPO-E,40,220713,-82.44082617759705
68,223913,"{""value_loss"": 0.003003486682428047, ""policy_loss"": -0.02140776089836436, ""dist_entropy"": 1.243435275554657, ""actor_grad_norm"": 0.6842595934867859, ""critic_grad_norm"": 0.02022835612297058, ""ratio"": 0.9964937567710876}",4.252407073974609,0.990562891964972,-77.44149017333984,0.019563810899853706,1.2437231540679932,0.23015624284744263,40,True,0,,,-72.08031058311462,,,,,,,51.51132289972156,MAPPO-E,40,223913,-72.08031058311462
69,227113,"{""value_loss"": 0.0031849333725403996, ""policy_loss"": -0.022748731871251947, ""dist_entropy"": 1.2443895846605302, ""actor_grad_norm"": 0.7252036929130554, ""critic_grad_norm"": 0.010810276493430138, ""ratio"": 0.9983184933662415}",4.661181449890137,0.9898612763066591,-78.49873352050781,0.019333653151988983,1.2469820976257324,0.2391406148672104,40,True,0,,,-80.43821167945862,,,,,,,40.4856620002538,MAPPO-E,40,227113,-80.43821167945862
70,230313,"{""value_loss"": 0.0032215139595791697, ""policy_loss"": -0.022820776551998278, ""dist_entropy"": 1.2582672625780105, ""actor_grad_norm"": 0.8259763121604919, ""critic_grad_norm"": 0.012372005730867386, ""ratio"": 0.9978387951850891}",4.3501458168029785,0.9899547489075042,-76.34437561035156,0.020265007391572,1.252636432647705,0.24312499165534973,40,True,0,,,-76.06827354431152,,,,,,,32.924722500145435,MAPPO-E,40,230313,-76.06827354431152
71,233513,"{""value_loss"": 0.0037895202985964715, ""policy_loss"": -0.021161033213866177, ""dist_entropy"": 1.1969170719385147, ""actor_grad_norm"": 0.7711943984031677, ""critic_grad_norm"": 0.014377854764461517, ""ratio"": 0.9960803985595703}",5.0099005699157715,0.9887621043352083,-78.85333251953125,0.02069939859211445,1.1888973712921143,0.23679687082767487,40,True,0,,,-77.2523546218872,,,,,,,31.02660570014268,MAPPO-E,40,233513,-77.2523546218872
72,236713,"{""value_loss"": 0.0037312815198674797, ""policy_loss"": -0.02154513620043872, ""dist_entropy"": 1.2314069777727128, ""actor_grad_norm"": 0.7546119689941406, ""critic_grad_norm"": 0.015424107201397419, ""ratio"": 0.9966110587120056}",4.471752166748047,0.990536144008816,-75.94136810302734,0.02203250303864479,1.233687400817871,0.25632810592651367,40,True,0,,,-75.64987850189209,,,,,,,30.219793300144374,MAPPO-E,40,236713,-75.64987850189209
73,239913,"{""value_loss"": 0.003418858611257747, ""policy_loss"": -0.02136921694909688, ""dist_entropy"": 1.2215007096529007, ""actor_grad_norm"": 0.7607994675636292, ""critic_grad_norm"": 0.01745007373392582, ""ratio"": 0.9990148544311523}",3.591071844100952,0.9918485795078263,-74.43484497070312,0.020612448453903198,1.2185195684432983,0.24570311605930328,40,True,0,,,-75.42494773864746,,,,,,,31.199508000165224,MAPPO-E,40,239913,-75.42494773864746
74,243113,"{""value_loss"": 0.0032862614665646107, ""policy_loss"": -0.021327330966596492, ""dist_entropy"": 1.1776595383882522, ""actor_grad_norm"": 0.8605672717094421, ""critic_grad_norm"": 0.020314807072281837, ""ratio"": 1.0003644227981567}",4.81974983215332,0.9892343415423059,-75.40814971923828,0.02041907235980034,1.1777297258377075,0.2400781214237213,40,True,0,,,-78.79874062538147,,,,,,,30.720738700125366,MAPPO-E,40,243113,-78.79874062538147
75,246313,"{""value_loss"": 0.0033208121836651116, ""policy_loss"": -0.019829603702601162, ""dist_entropy"": 1.1539790034294128, ""actor_grad_norm"": 0.7300629019737244, ""critic_grad_norm"": 0.012591165490448475, ""ratio"": 0.9987999796867371}",4.683125972747803,0.9888078549679908,-72.91903686523438,0.019381344318389893,1.1522846221923828,0.2297656238079071,40,True,0,,,-71.6335015296936,,,,,,,30.41991589963436,MAPPO-E,40,246313,-71.6335015296936
76,249513,"{""value_loss"": 0.004650884139118716, ""policy_loss"": -0.02107421801556484, ""dist_entropy"": 1.2332212299108505, ""actor_grad_norm"": 0.8380537033081055, ""critic_grad_norm"": 0.029113927856087685, ""ratio"": 0.9969270825386047}",5.274148941040039,0.9873250607051941,-74.30142211914062,0.02183464542031288,1.2197701930999756,0.2594531178474426,40,True,0,,,-78.24345111846924,,,,,,,30.518246199935675,MAPPO-E,40,249513,-78.24345111846924
77,252713,"{""value_loss"": 0.0029394721379503606, ""policy_loss"": -0.023398570422432385, ""dist_entropy"": 1.193895736336708, ""actor_grad_norm"": 0.7349728941917419, ""critic_grad_norm"": 0.01271130796521902, ""ratio"": 0.9965158700942993}",4.195075035095215,0.9901720554240928,-75.03509521484375,0.019364485517144203,1.195915699005127,0.23726561665534973,40,True,0,,,-76.02856826782227,,,,,,,31.631912600249052,MAPPO-E,40,252713,-76.02856826782227
78,255913,"{""value_loss"": 0.0029607858508825303, ""policy_loss"": -0.02351789142121561, ""dist_entropy"": 1.2036938428878785, ""actor_grad_norm"": 0.7712435722351074, ""critic_grad_norm"": 0.01314642746001482, ""ratio"": 0.9964649081230164}",4.1019182205200195,0.9899810542826057,-73.93183898925781,0.020124932751059532,1.200239896774292,0.2395312488079071,40,True,0,,,-73.22760105133057,,,,,,,27.970594899728894,MAPPO-E,40,255913,-73.22760105133057
79,259113,"{""value_loss"": 0.003574826958356425, ""policy_loss"": -0.022705913317622617, ""dist_entropy"": 1.1791780024766922, ""actor_grad_norm"": 0.7725140452384949, ""critic_grad_norm"": 0.012941735796630383, ""ratio"": 0.998455822467804}",4.917014122009277,0.9884483372391987,-76.05975341796875,0.02391609363257885,1.1805661916732788,0.26499998569488525,40,True,0,,,-74.14268469810486,,,,,,,23.499273099936545,MAPPO-E,40,259113,-74.14268469810486
