method,seed,requested_kl,variant,check_episodes,repeats,candidate_p_0,candidate_p_1,actual_kl,exact_return_gain,return_class,direction_gate_applicable,return_accept_rate,return_false_accept_rate,return_false_reject_rate,all_zero_pair_rate,return_check_steps,direction_check_steps,exact_direction_score,direction_accept_rate,direction_false_accept_rate,direction_false_reject_rate,reject_positive_return_rate
DA,1007,0.0003,original,8,100,0.3128812067600576,0.7099904280266001,0.00030000000000002144,0.021724648158717608,positive,False,0.9,,0.09999999999999998,0.72,16,0,,,,,
DA,1007,0.0003,original,32,100,0.3128812067600576,0.7099904280266001,0.00030000000000002144,0.021724648158717608,positive,False,0.68,,0.31999999999999995,0.3,64,0,,,,,
DA,1007,0.0003,original,128,100,0.3128812067600576,0.7099904280266001,0.00030000000000002144,0.021724648158717608,positive,False,0.68,,0.31999999999999995,0.03,256,0,,,,,
DA,1007,0.0003,original,512,100,0.3128812067600576,0.7099904280266001,0.00030000000000002144,0.021724648158717608,positive,False,0.86,,0.14,0.0,1024,0,,,,,
DA,1007,0.0003,reversed,8,100,0.28742727304089105,0.689815772367361,0.00029936866547583367,-0.018026848160684172,negative,False,0.88,0.88,,0.79,16,0,,,,,
DA,1007,0.0003,reversed,32,100,0.28742727304089105,0.689815772367361,0.00029936866547583367,-0.018026848160684172,negative,False,0.53,0.53,,0.25,64,0,,,,,
DA,1007,0.0003,reversed,128,100,0.28742727304089105,0.689815772367361,0.00029936866547583367,-0.018026848160684172,negative,False,0.28,0.28,,0.0,256,0,,,,,
DA,1007,0.0003,reversed,512,100,0.28742727304089105,0.689815772367361,0.00029936866547583367,-0.018026848160684172,negative,False,0.28,0.28,,0.0,1024,0,,,,,
DA,1007,0.0003,near_zero,8,100,0.30000127290088907,0.7000010088327027,2.997006707958772e-12,1.9876797532902835e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1007,0.0003,near_zero,32,100,0.30000127290088907,0.7000010088327027,2.997006707958772e-12,1.9876797532902835e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1007,0.0003,near_zero,128,100,0.30000127290088907,0.7000010088327027,2.997006707958772e-12,1.9876797532902835e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1007,0.0003,near_zero,512,100,0.30000127290088907,0.7000010088327027,2.997006707958772e-12,1.9876797532902835e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1008,0.0003,original,8,100,0.3031716653378419,0.714126834681626,0.0003000000000000082,0.026539497799436373,positive,True,0.88,,0.12,0.72,16,8,0.0662103596249119,0.65,,0.35,0.35
AN,1008,0.0003,original,32,100,0.3031716653378419,0.714126834681626,0.0003000000000000082,0.026539497799436373,positive,True,0.7,,0.30000000000000004,0.32,64,32,0.0662103596249119,0.75,,0.25,0.25
AN,1008,0.0003,original,128,100,0.3031716653378419,0.714126834681626,0.0003000000000000082,0.026539497799436373,positive,True,0.72,,0.28,0.0,256,128,0.0662103596249119,0.87,,0.13,0.13
AN,1008,0.0003,original,512,100,0.3031716653378419,0.714126834681626,0.0003000000000000082,0.026539497799436373,positive,True,0.91,,0.08999999999999997,0.0,1024,512,0.0662103596249119,0.99,,0.010000000000000009,0.010000000000000009
AN,1008,0.0003,reversed,8,100,0.29684738047940923,0.6854825253872325,0.00030529247799618596,-0.024100595688220816,negative,True,0.84,0.84,,0.73,16,8,-0.21377634429574416,0.18,0.18,,
AN,1008,0.0003,reversed,32,100,0.29684738047940923,0.6854825253872325,0.00030529247799618596,-0.024100595688220816,negative,True,0.58,0.58,,0.31,64,32,-0.21377634429574416,0.06,0.06,,
AN,1008,0.0003,reversed,128,100,0.29684738047940923,0.6854825253872325,0.00030529247799618596,-0.024100595688220816,negative,True,0.31,0.31,,0.0,256,128,-0.21377634429574416,0.0,0.0,,
AN,1008,0.0003,reversed,512,100,0.29684738047940923,0.6854825253872325,0.00030529247799618596,-0.024100595688220816,negative,True,0.12,0.12,,0.0,1024,512,-0.21377634429574416,0.0,0.0,,
AN,1008,0.0003,near_zero,8,100,0.30000031621744516,0.7000014325023616,3.0267655073467014e-12,2.536093385074878e-06,positive,True,1.0,,0.0,1.0,16,8,1.3998597366109448e-05,0.78,,0.21999999999999997,0.21999999999999997
AN,1008,0.0003,near_zero,32,100,0.30000031621744516,0.7000014325023616,3.0267655073467014e-12,2.536093385074878e-06,positive,True,1.0,,0.0,1.0,64,32,1.3998597366109448e-05,0.89,,0.10999999999999999,0.10999999999999999
AN,1008,0.0003,near_zero,128,100,0.30000031621744516,0.7000014325023616,3.0267655073467014e-12,2.536093385074878e-06,positive,True,1.0,,0.0,1.0,256,128,1.3998597366109448e-05,0.99,,0.010000000000000009,0.010000000000000009
AN,1008,0.0003,near_zero,512,100,0.30000031621744516,0.7000014325023616,3.0267655073467014e-12,2.536093385074878e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3998597366109448e-05,1.0,,0.0,0.0
SA,1008,0.0003,original,8,100,0.3032013574989993,0.7141225193739226,0.00030000000000002643,0.026540639423659085,positive,True,0.88,,0.12,0.72,16,8,0.06618124116027,0.65,,0.35,0.35
SA,1008,0.0003,original,32,100,0.3032013574989993,0.7141225193739226,0.00030000000000002643,0.026540639423659085,positive,True,0.7,,0.30000000000000004,0.32,64,32,0.06618124116027,0.75,,0.25,0.25
SA,1008,0.0003,original,128,100,0.3032013574989993,0.7141225193739226,0.00030000000000002643,0.026540639423659085,positive,True,0.72,,0.28,0.0,256,128,0.06618124116027,0.87,,0.13,0.13
SA,1008,0.0003,original,512,100,0.3032013574989993,0.7141225193739226,0.00030000000000002643,0.026540639423659085,positive,True,0.91,,0.08999999999999997,0.0,1024,512,0.06618124116027,0.98,,0.020000000000000018,0.020000000000000018
SA,1008,0.0003,reversed,8,100,0.29681804549891216,0.6854870826127957,0.0003052864444124172,-0.02409548013091206,negative,True,0.84,0.84,,0.73,16,8,-0.21446158141496338,0.18,0.18,,
SA,1008,0.0003,reversed,32,100,0.29681804549891216,0.6854870826127957,0.0003052864444124172,-0.02409548013091206,negative,True,0.58,0.58,,0.31,64,32,-0.21446158141496338,0.06,0.06,,
SA,1008,0.0003,reversed,128,100,0.29681804549891216,0.6854870826127957,0.0003052864444124172,-0.02409548013091206,negative,True,0.31,0.31,,0.0,256,128,-0.21446158141496338,0.0,0.0,,
SA,1008,0.0003,reversed,512,100,0.29681804549891216,0.6854870826127957,0.0003052864444124172,-0.02409548013091206,negative,True,0.12,0.12,,0.0,1024,512,-0.21446158141496338,0.0,0.0,,
SA,1008,0.0003,near_zero,8,100,0.3000003191688918,0.7000014320584678,3.0267249720979668e-12,2.5358930432206606e-06,positive,True,1.0,,0.0,1.0,16,8,1.4031399727060396e-05,0.78,,0.21999999999999997,0.21999999999999997
SA,1008,0.0003,near_zero,32,100,0.3000003191688918,0.7000014320584678,3.0267249720979668e-12,2.5358930432206606e-06,positive,True,1.0,,0.0,1.0,64,32,1.4031399727060396e-05,0.89,,0.10999999999999999,0.10999999999999999
SA,1008,0.0003,near_zero,128,100,0.3000003191688918,0.7000014320584678,3.0267249720979668e-12,2.5358930432206606e-06,positive,True,1.0,,0.0,1.0,256,128,1.4031399727060396e-05,0.99,,0.010000000000000009,0.010000000000000009
SA,1008,0.0003,near_zero,512,100,0.3000003191688918,0.7000014320584678,3.0267249720979668e-12,2.5358930432206606e-06,positive,True,1.0,,0.0,1.0,1024,512,1.4031399727060396e-05,1.0,,0.0,0.0
DA,1008,0.0003,original,8,100,0.3128812060871614,0.7099904285805658,0.00030000000000001835,0.021724649009325026,positive,False,0.82,,0.18000000000000005,0.62,16,0,,,,,
DA,1008,0.0003,original,32,100,0.3128812060871614,0.7099904285805658,0.00030000000000001835,0.021724649009325026,positive,False,0.62,,0.38,0.21,64,0,,,,,
DA,1008,0.0003,original,128,100,0.3128812060871614,0.7099904285805658,0.00030000000000001835,0.021724649009325026,positive,False,0.72,,0.28,0.0,256,0,,,,,
DA,1008,0.0003,original,512,100,0.3128812060871614,0.7099904285805658,0.00030000000000001835,0.021724649009325026,positive,False,0.83,,0.17000000000000004,0.0,1024,0,,,,,
DA,1008,0.0003,reversed,8,100,0.28742727368194404,0.6898157717916946,0.0002993686661749054,-0.018026849000635503,negative,False,0.81,0.81,,0.64,16,0,,,,,
DA,1008,0.0003,reversed,32,100,0.28742727368194404,0.6898157717916946,0.0002993686661749054,-0.018026849000635503,negative,False,0.59,0.59,,0.26,64,0,,,,,
DA,1008,0.0003,reversed,128,100,0.28742727368194404,0.6898157717916946,0.0002993686661749054,-0.018026849000635503,negative,False,0.39,0.39,,0.0,256,0,,,,,
DA,1008,0.0003,reversed,512,100,0.28742727368194404,0.6898157717916946,0.0002993686661749054,-0.018026849000635503,negative,False,0.2,0.2,,0.0,1024,0,,,,,
DA,1008,0.0003,near_zero,8,100,0.3000012729008234,0.7000010088327592,2.9969889407650773e-12,1.987679838277856e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1008,0.0003,near_zero,32,100,0.3000012729008234,0.7000010088327592,2.9969889407650773e-12,1.987679838277856e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1008,0.0003,near_zero,128,100,0.3000012729008234,0.7000010088327592,2.9969889407650773e-12,1.987679838277856e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1008,0.0003,near_zero,512,100,0.3000012729008234,0.7000010088327592,2.9969889407650773e-12,1.987679838277856e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1009,0.0003,original,8,100,0.3036822267581662,0.7140468494818525,0.000300000000000019,0.026548420382526916,positive,True,0.89,,0.10999999999999999,0.76,16,8,0.06617548279536314,0.62,,0.38,0.38
AN,1009,0.0003,original,32,100,0.3036822267581662,0.7140468494818525,0.000300000000000019,0.026548420382526916,positive,True,0.73,,0.27,0.31,64,32,0.06617548279536314,0.78,,0.21999999999999997,0.21999999999999997
AN,1009,0.0003,original,128,100,0.3036822267581662,0.7140468494818525,0.000300000000000019,0.026548420382526916,positive,True,0.76,,0.24,0.01,256,128,0.06617548279536314,0.83,,0.17000000000000004,0.17000000000000004
AN,1009,0.0003,original,512,100,0.3036822267581662,0.7140468494818525,0.000300000000000019,0.026548420382526916,positive,True,0.96,,0.040000000000000036,0.0,1024,512,0.06617548279536314,0.97,,0.030000000000000027,0.030000000000000027
AN,1009,0.0003,reversed,8,100,0.2963434196381231,0.685566982079484,0.0003051796679522328,-0.024002896792864048,negative,True,0.86,0.86,,0.75,16,8,-0.19575140017619333,0.15,0.15,,
AN,1009,0.0003,reversed,32,100,0.2963434196381231,0.685566982079484,0.0003051796679522328,-0.024002896792864048,negative,True,0.53,0.53,,0.29,64,32,-0.19575140017619333,0.04,0.04,,
AN,1009,0.0003,reversed,128,100,0.2963434196381231,0.685566982079484,0.0003051796679522328,-0.024002896792864048,negative,True,0.32,0.32,,0.01,256,128,-0.19575140017619333,0.0,0.0,,
AN,1009,0.0003,reversed,512,100,0.2963434196381231,0.685566982079484,0.0003051796679522328,-0.024002896792864048,negative,True,0.11,0.11,,0.0,1024,512,-0.19575140017619333,0.0,0.0,,
AN,1009,0.0003,near_zero,8,100,0.3000003669453392,0.7000014242753412,3.0261591282970474e-12,2.5316173377087914e-06,positive,True,1.0,,0.0,1.0,16,8,1.309569626899092e-05,0.79,,0.20999999999999996,0.20999999999999996
AN,1009,0.0003,near_zero,32,100,0.3000003669453392,0.7000014242753412,3.0261591282970474e-12,2.5316173377087914e-06,positive,True,1.0,,0.0,1.0,64,32,1.309569626899092e-05,0.94,,0.06000000000000005,0.06000000000000005
AN,1009,0.0003,near_zero,128,100,0.3000003669453392,0.7000014242753412,3.0261591282970474e-12,2.5316173377087914e-06,positive,True,1.0,,0.0,1.0,256,128,1.309569626899092e-05,0.97,,0.030000000000000027,0.030000000000000027
AN,1009,0.0003,near_zero,512,100,0.3000003669453392,0.7000014242753412,3.0261591282970474e-12,2.5316173377087914e-06,positive,True,1.0,,0.0,1.0,1024,512,1.309569626899092e-05,1.0,,0.0,0.0
SA,1009,0.0003,original,8,100,0.3035933010265336,0.7140616673752784,0.00030000000000002784,0.026548510413062498,positive,True,0.89,,0.10999999999999999,0.76,16,8,0.06620805087928049,0.62,,0.38,0.38
SA,1009,0.0003,original,32,100,0.3035933010265336,0.7140616673752784,0.00030000000000002784,0.026548510413062498,positive,True,0.73,,0.27,0.31,64,32,0.06620805087928049,0.78,,0.21999999999999997,0.21999999999999997
SA,1009,0.0003,original,128,100,0.3035933010265336,0.7140616673752784,0.00030000000000002784,0.026548510413062498,positive,True,0.76,,0.24,0.02,256,128,0.06620805087928049,0.83,,0.17000000000000004,0.17000000000000004
SA,1009,0.0003,original,512,100,0.3035933010265336,0.7140616673752784,0.00030000000000002784,0.026548510413062498,positive,True,0.96,,0.040000000000000036,0.0,1024,512,0.06620805087928049,0.97,,0.030000000000000027,0.030000000000000027
SA,1009,0.0003,reversed,8,100,0.2964311257156181,0.685551337802162,0.0003052007124658921,-0.024021403330266866,negative,True,0.87,0.87,,0.76,16,8,-0.19392911939924845,0.15,0.15,,
SA,1009,0.0003,reversed,32,100,0.2964311257156181,0.685551337802162,0.0003052007124658921,-0.024021403330266866,negative,True,0.53,0.53,,0.29,64,32,-0.19392911939924845,0.04,0.04,,
SA,1009,0.0003,reversed,128,100,0.2964311257156181,0.685551337802162,0.0003052007124658921,-0.024021403330266866,negative,True,0.32,0.32,,0.01,256,128,-0.19392911939924845,0.0,0.0,,
SA,1009,0.0003,reversed,512,100,0.2964311257156181,0.685551337802162,0.0003052007124658921,-0.024021403330266866,negative,True,0.11,0.11,,0.0,1024,512,-0.19392911939924845,0.0,0.0,,
SA,1009,0.0003,near_zero,8,100,0.3000003581134005,0.700001425799358,3.0263103070762866e-12,2.5325550227495164e-06,positive,True,1.0,,0.0,1.0,16,8,1.3006219908583846e-05,0.79,,0.20999999999999996,0.20999999999999996
SA,1009,0.0003,near_zero,32,100,0.3000003581134005,0.700001425799358,3.0263103070762866e-12,2.5325550227495164e-06,positive,True,1.0,,0.0,1.0,64,32,1.3006219908583846e-05,0.94,,0.06000000000000005,0.06000000000000005
SA,1009,0.0003,near_zero,128,100,0.3000003581134005,0.700001425799358,3.0263103070762866e-12,2.5325550227495164e-06,positive,True,1.0,,0.0,1.0,256,128,1.3006219908583846e-05,0.97,,0.030000000000000027,0.030000000000000027
SA,1009,0.0003,near_zero,512,100,0.3000003581134005,0.700001425799358,3.0263103070762866e-12,2.5325550227495164e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3006219908583846e-05,1.0,,0.0,0.0
DA,1009,0.0003,original,8,100,0.31288120638153394,0.7099904283382216,0.0003000000000000086,0.021724648637208355,positive,False,0.89,,0.10999999999999999,0.69,16,0,,,,,
DA,1009,0.0003,original,32,100,0.31288120638153394,0.7099904283382216,0.0003000000000000086,0.021724648637208355,positive,False,0.6,,0.4,0.21,64,0,,,,,
DA,1009,0.0003,original,128,100,0.31288120638153394,0.7099904283382216,0.0003000000000000086,0.021724648637208355,positive,False,0.74,,0.26,0.0,256,0,,,,,
DA,1009,0.0003,original,512,100,0.31288120638153394,0.7099904283382216,0.0003000000000000086,0.021724648637208355,positive,False,0.92,,0.07999999999999996,0.0,1024,0,,,,,
DA,1009,0.0003,reversed,8,100,0.2874272734015019,0.6898157720435323,0.00029936866586912356,-0.018026848633180714,negative,False,0.87,0.87,,0.73,16,0,,,,,
DA,1009,0.0003,reversed,32,100,0.2874272734015019,0.6898157720435323,0.00029936866586912356,-0.018026848633180714,negative,False,0.47,0.47,,0.26,64,0,,,,,
DA,1009,0.0003,reversed,128,100,0.2874272734015019,0.6898157720435323,0.00029936866586912356,-0.018026848633180714,negative,False,0.36,0.36,,0.0,256,0,,,,,
DA,1009,0.0003,reversed,512,100,0.2874272734015019,0.6898157720435323,0.00029936866586912356,-0.018026848633180714,negative,False,0.23,0.23,,0.0,1024,0,,,,,
DA,1009,0.0003,near_zero,8,100,0.30000127290085216,0.7000010088327344,2.9970266897201074e-12,1.9876798010853847e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1009,0.0003,near_zero,32,100,0.30000127290085216,0.7000010088327344,2.9970266897201074e-12,1.9876798010853847e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1009,0.0003,near_zero,128,100,0.30000127290085216,0.7000010088327344,2.9970266897201074e-12,1.9876798010853847e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1009,0.0003,near_zero,512,100,0.30000127290085216,0.7000010088327344,2.9970266897201074e-12,1.9876798010853847e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1010,0.0003,original,8,100,0.3020970240291846,0.7142554549427055,0.0003000000000000224,0.02644743419681883,positive,True,0.87,,0.13,0.74,16,8,0.06585896953493663,0.59,,0.41000000000000003,0.41000000000000003
AN,1010,0.0003,original,32,100,0.3020970240291846,0.7142554549427055,0.0003000000000000224,0.02644743419681883,positive,True,0.76,,0.24,0.32,64,32,0.06585896953493663,0.66,,0.33999999999999997,0.33999999999999997
AN,1010,0.0003,original,128,100,0.3020970240291846,0.7142554549427055,0.0003000000000000224,0.02644743419681883,positive,True,0.77,,0.22999999999999998,0.02,256,128,0.06585896953493663,0.85,,0.15000000000000002,0.15000000000000002
AN,1010,0.0003,original,512,100,0.3020970240291846,0.7142554549427055,0.0003000000000000224,0.02644743419681883,positive,True,0.92,,0.07999999999999996,0.0,1024,512,0.06585896953493663,1.0,,0.0,0.0
AN,1010,0.0003,reversed,8,100,0.29791131885567057,0.6853466592695947,0.0003054686874656846,-0.02423898657973106,negative,True,0.8,0.8,,0.62,16,8,-0.22643841546973853,0.12,0.12,,
AN,1010,0.0003,reversed,32,100,0.29791131885567057,0.6853466592695947,0.0003054686874656846,-0.02423898657973106,negative,True,0.55,0.55,,0.28,64,32,-0.22643841546973853,0.06,0.06,,
AN,1010,0.0003,reversed,128,100,0.29791131885567057,0.6853466592695947,0.0003054686874656846,-0.02423898657973106,negative,True,0.26,0.26,,0.0,256,128,-0.22643841546973853,0.01,0.01,,
AN,1010,0.0003,reversed,512,100,0.29791131885567057,0.6853466592695947,0.0003054686874656846,-0.02423898657973106,negative,True,0.14,0.14,,0.0,1024,512,-0.22643841546973853,0.0,0.0,,
AN,1010,0.0003,near_zero,8,100,0.30000020928620114,0.7000014457347231,3.0276389311830264e-12,2.5384270273542953e-06,positive,True,1.0,,0.0,1.0,16,8,1.4614066353004088e-05,0.82,,0.18000000000000005,0.18000000000000005
AN,1010,0.0003,near_zero,32,100,0.30000020928620114,0.7000014457347231,3.0276389311830264e-12,2.5384270273542953e-06,positive,True,1.0,,0.0,1.0,64,32,1.4614066353004088e-05,0.9,,0.09999999999999998,0.09999999999999998
AN,1010,0.0003,near_zero,128,100,0.30000020928620114,0.7000014457347231,3.0276389311830264e-12,2.5384270273542953e-06,positive,True,1.0,,0.0,1.0,256,128,1.4614066353004088e-05,0.98,,0.020000000000000018,0.020000000000000018
AN,1010,0.0003,near_zero,512,100,0.30000020928620114,0.7000014457347231,3.0276389311830264e-12,2.5384270273542953e-06,positive,True,1.0,,0.0,1.0,1024,512,1.4614066353004088e-05,1.0,,0.0,0.0
SA,1010,0.0003,original,8,100,0.3020947674481217,0.7142556690521615,0.00030000000000000236,0.026447138250766278,positive,True,0.87,,0.13,0.73,16,8,0.06543495314449635,0.58,,0.42000000000000004,0.42000000000000004
SA,1010,0.0003,original,32,100,0.3020947674481217,0.7142556690521615,0.00030000000000000236,0.026447138250766278,positive,True,0.76,,0.24,0.32,64,32,0.06543495314449635,0.64,,0.36,0.36
SA,1010,0.0003,original,128,100,0.3020947674481217,0.7142556690521615,0.00030000000000000236,0.026447138250766278,positive,True,0.77,,0.22999999999999998,0.02,256,128,0.06543495314449635,0.85,,0.15000000000000002,0.15000000000000002
SA,1010,0.0003,original,512,100,0.3020947674481217,0.7142556690521615,0.00030000000000000236,0.026447138250766278,positive,True,0.92,,0.07999999999999996,0.0,1024,512,0.06543495314449635,1.0,,0.0,0.0
SA,1010,0.0003,reversed,8,100,0.29791355752668874,0.6853464330411743,0.0003054689735949937,-0.02423918172584516,negative,True,0.8,0.8,,0.62,16,8,-0.23437032473037414,0.12,0.12,,
SA,1010,0.0003,reversed,32,100,0.29791355752668874,0.6853464330411743,0.0003054689735949937,-0.02423918172584516,negative,True,0.55,0.55,,0.28,64,32,-0.23437032473037414,0.06,0.06,,
SA,1010,0.0003,reversed,128,100,0.29791355752668874,0.6853464330411743,0.0003054689735949937,-0.02423918172584516,negative,True,0.26,0.26,,0.0,256,128,-0.23437032473037414,0.01,0.01,,
SA,1010,0.0003,reversed,512,100,0.29791355752668874,0.6853464330411743,0.0003054689735949937,-0.02423918172584516,negative,True,0.14,0.14,,0.0,1024,512,-0.23437032473037414,0.0,0.0,,
SA,1010,0.0003,near_zero,8,100,0.30000020906143554,0.7000014457567535,3.0276574665085494e-12,2.5384219385360396e-06,positive,True,1.0,,0.0,1.0,16,8,1.4989419216885598e-05,0.82,,0.18000000000000005,0.18000000000000005
SA,1010,0.0003,near_zero,32,100,0.30000020906143554,0.7000014457567535,3.0276574665085494e-12,2.5384219385360396e-06,positive,True,1.0,,0.0,1.0,64,32,1.4989419216885598e-05,0.9,,0.09999999999999998,0.09999999999999998
SA,1010,0.0003,near_zero,128,100,0.30000020906143554,0.7000014457567535,3.0276574665085494e-12,2.5384219385360396e-06,positive,True,1.0,,0.0,1.0,256,128,1.4989419216885598e-05,0.98,,0.020000000000000018,0.020000000000000018
SA,1010,0.0003,near_zero,512,100,0.30000020906143554,0.7000014457567535,3.0276574665085494e-12,2.5384219385360396e-06,positive,True,1.0,,0.0,1.0,1024,512,1.4989419216885598e-05,1.0,,0.0,0.0
DA,1010,0.0003,original,8,100,0.31288120474809344,0.7099904296829604,0.0003000000000000183,0.021724650702037662,positive,False,0.86,,0.14,0.74,16,0,,,,,
DA,1010,0.0003,original,32,100,0.31288120474809344,0.7099904296829604,0.0003000000000000183,0.021724650702037662,positive,False,0.65,,0.35,0.26,64,0,,,,,
DA,1010,0.0003,original,128,100,0.31288120474809344,0.7099904296829604,0.0003000000000000183,0.021724650702037662,positive,False,0.78,,0.21999999999999997,0.0,256,0,,,,,
DA,1010,0.0003,original,512,100,0.31288120474809344,0.7099904296829604,0.0003000000000000183,0.021724650702037662,positive,False,0.83,,0.17000000000000004,0.0,1024,0,,,,,
DA,1010,0.0003,reversed,8,100,0.28742727495764386,0.6898157706461154,0.0002993686675660308,-0.01802685067214299,negative,False,0.78,0.78,,0.6,16,0,,,,,
DA,1010,0.0003,reversed,32,100,0.28742727495764386,0.6898157706461154,0.0002993686675660308,-0.01802685067214299,negative,False,0.57,0.57,,0.25,64,0,,,,,
DA,1010,0.0003,reversed,128,100,0.28742727495764386,0.6898157706461154,0.0002993686675660308,-0.01802685067214299,negative,False,0.32,0.32,,0.01,256,0,,,,,
DA,1010,0.0003,reversed,512,100,0.28742727495764386,0.6898157706461154,0.0002993686675660308,-0.01802685067214299,negative,False,0.23,0.23,,0.0,1024,0,,,,,
DA,1010,0.0003,near_zero,8,100,0.30000127290069256,0.7000010088328715,2.9970177999822714e-12,1.9876800073648226e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1010,0.0003,near_zero,32,100,0.30000127290069256,0.7000010088328715,2.9970177999822714e-12,1.9876800073648226e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1010,0.0003,near_zero,128,100,0.30000127290069256,0.7000010088328715,2.9970177999822714e-12,1.9876800073648226e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1010,0.0003,near_zero,512,100,0.30000127290069256,0.7000010088328715,2.9970177999822714e-12,1.9876800073648226e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1011,0.0003,original,8,100,0.3052787335517485,0.7137155330339533,0.00030000000000001965,0.026424876620394555,positive,True,0.89,,0.10999999999999999,0.78,16,8,0.06459528238759553,0.62,,0.38,0.38
AN,1011,0.0003,original,32,100,0.3052787335517485,0.7137155330339533,0.00030000000000001965,0.026424876620394555,positive,True,0.75,,0.25,0.22,64,32,0.06459528238759553,0.66,,0.33999999999999997,0.33999999999999997
AN,1011,0.0003,original,128,100,0.3052787335517485,0.7137155330339533,0.00030000000000001965,0.026424876620394555,positive,True,0.76,,0.24,0.0,256,128,0.06459528238759553,0.83,,0.17000000000000004,0.17000000000000004
AN,1011,0.0003,original,512,100,0.3052787335517485,0.7137155330339533,0.00030000000000001965,0.026424876620394555,positive,True,0.86,,0.14,0.0,1024,512,0.06459528238759553,0.99,,0.010000000000000009,0.010000000000000009
AN,1011,0.0003,reversed,8,100,0.2947738143370263,0.6859165390148578,0.0003046972437971095,-0.023561996831957144,negative,True,0.87,0.87,,0.73,16,8,-0.20729244557367976,0.16,0.16,,
AN,1011,0.0003,reversed,32,100,0.2947738143370263,0.6859165390148578,0.0003046972437971095,-0.023561996831957144,negative,True,0.55,0.55,,0.23,64,32,-0.20729244557367976,0.03,0.03,,
AN,1011,0.0003,reversed,128,100,0.2947738143370263,0.6859165390148578,0.0003046972437971095,-0.023561996831957144,negative,True,0.24,0.24,,0.0,256,128,-0.20729244557367976,0.0,0.0,,
AN,1011,0.0003,reversed,512,100,0.2947738143370263,0.6859165390148578,0.0003046972437971095,-0.023561996831957144,negative,True,0.1,0.1,,0.0,1024,512,-0.20729244557367976,0.0,0.0,,
AN,1011,0.0003,near_zero,8,100,0.3000005252604634,0.7000013902118768,3.0237370957120097e-12,2.5031535788033743e-06,positive,True,1.0,,0.0,1.0,16,8,1.3593672912247837e-05,0.78,,0.21999999999999997,0.21999999999999997
AN,1011,0.0003,near_zero,32,100,0.3000005252604634,0.7000013902118768,3.0237370957120097e-12,2.5031535788033743e-06,positive,True,1.0,,0.0,1.0,64,32,1.3593672912247837e-05,0.87,,0.13,0.13
AN,1011,0.0003,near_zero,128,100,0.3000005252604634,0.7000013902118768,3.0237370957120097e-12,2.5031535788033743e-06,positive,True,1.0,,0.0,1.0,256,128,1.3593672912247837e-05,0.98,,0.020000000000000018,0.020000000000000018
AN,1011,0.0003,near_zero,512,100,0.3000005252604634,0.7000013902118768,3.0237370957120097e-12,2.5031535788033743e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3593672912247837e-05,1.0,,0.0,0.0
SA,1011,0.0003,original,8,100,0.3052337210081885,0.7137266083750639,0.00030000000000000583,0.026431615435725808,positive,True,0.89,,0.10999999999999999,0.78,16,8,0.06468083742285802,0.62,,0.38,0.38
SA,1011,0.0003,original,32,100,0.3052337210081885,0.7137266083750639,0.00030000000000000583,0.026431615435725808,positive,True,0.75,,0.25,0.22,64,32,0.06468083742285802,0.66,,0.33999999999999997,0.33999999999999997
SA,1011,0.0003,original,128,100,0.3052337210081885,0.7137266083750639,0.00030000000000000583,0.026431615435725808,positive,True,0.76,,0.24,0.0,256,128,0.06468083742285802,0.83,,0.17000000000000004,0.17000000000000004
SA,1011,0.0003,original,512,100,0.3052337210081885,0.7137266083750639,0.00030000000000000583,0.026431615435725808,positive,True,0.86,,0.14,0.0,1024,512,0.06468083742285802,0.99,,0.010000000000000009,0.010000000000000009
SA,1011,0.0003,reversed,8,100,0.2948179389193232,0.6859048612445783,0.00030471364324324564,-0.02357729220300825,negative,True,0.87,0.87,,0.73,16,8,-0.20617219410143173,0.16,0.16,,
SA,1011,0.0003,reversed,32,100,0.2948179389193232,0.6859048612445783,0.00030471364324324564,-0.02357729220300825,negative,True,0.55,0.55,,0.23,64,32,-0.20617219410143173,0.03,0.03,,
SA,1011,0.0003,reversed,128,100,0.2948179389193232,0.6859048612445783,0.00030471364324324564,-0.02357729220300825,negative,True,0.24,0.24,,0.0,256,128,-0.20617219410143173,0.0,0.0,,
