experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,direction_check_score,direction_check_mode,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,46,11,19096,2816,2816,11264,0,2200,9548,38192,262144,0.52828125,0.6945,0.6621388394473402,0.03117411073441978,0.0005238794201995383,public_state_tabular_independent_mc,0,0.4961796484225031,0.5365182999521494,True,accepted_return_check_disabled,0.1,1,9.525170557478826e-09,-0.10465465979368883,100,5.0,0.07375925767859984,empirical,0.3608925300360241,0.15449433663166623,-0.01933154751570476,0.009102526406490516,0.10939712336313054,0.06275026735137126
T-L,AN,mc_learned_baseline,False,46,12,20832,3072,3072,12288,0,2400,10416,41664,262144,0.6482812500000001,0.6429,0.6848692475096825,0.022730408062342278,0.00029413424936794924,public_state_tabular_independent_mc,0,0.4843525418878297,0.5814689999679103,True,accepted_return_check_disabled,0.1,1,3.7122301746841975e-09,-0.06222342968916852,100,5.0,0.05958151007394751,empirical,0.2965647181919643,0.11507579344912058,0.04133638220225622,0.003719146381421681,0.06051294816890771,0.06326961911835235
T-L,AN,mc_learned_baseline,False,46,13,22568,3328,3328,13312,0,2600,11284,45136,262144,0.674765625,0.7509,0.7111348473862772,0.026265599876594714,0.0004340085890758846,public_state_tabular_independent_mc,0,0.4706417366507876,0.6290301999542862,True,accepted_return_check_disabled,0.1,1,5.398862402456971e-09,-0.09327219323287214,100,5.0,0.06337450354202256,empirical,0.2854411646350161,0.12688238778898478,-0.007799075389977261,0.008603126214496415,0.090894629687771,0.0548887006485544
T-L,AN,mc_learned_baseline,False,46,14,24304,3584,3584,14336,0,2800,12152,48608,262144,0.6890625000000001,0.7116,0.7357576861430124,0.02462283875673521,0.00038041019995065653,public_state_tabular_independent_mc,0,0.4568647036682389,0.6763282000320032,True,accepted_return_check_disabled,0.1,1,3.734912407110761e-09,-0.07764947925342566,100,5.0,0.07625822234655552,empirical,0.28274347624444707,0.12194546076545354,0.01143595010483034,0.0014686609075552247,0.07854023630839377,0.05710177464121538
T-L,AN,mc_learned_baseline,False,46,15,26040,3840,3840,15360,0,3000,13020,52080,262144,0.6834375,0.7685999999999998,0.7570287585523279,0.021271072409315472,0.0003132415472903034,public_state_tabular_independent_mc,0,0.4449424425844698,0.7199512999504805,True,accepted_return_check_disabled,0.1,1,1.3849639399653437e-09,-0.06526887532882115,100,5.0,0.05368977442601637,empirical,0.26981040238171805,0.10619093823244544,0.024234435551202527,0.0012779740033144623,0.0648994300548236,0.0525684375313106
T-L,AN,mc_learned_baseline,False,46,16,27776,4096,4096,16384,0,3200,13888,55552,262144,0.7422656250000002,0.8943000000000001,0.7737439049952748,0.016715146442946915,0.00022032742760590607,public_state_tabular_independent_mc,0,0.4346100040363204,0.7723592999391258,True,accepted_return_check_disabled,0.1,1,2.822786375489372e-09,-0.043839719245785565,100,5.0,0.03354547894922005,empirical,0.19164290879346169,0.08114823032390625,-0.004661672191781152,0.0028454797998313354,0.045531024275562604,0.04652919110761511
T-L,AN,mc_learned_baseline,False,46,17,29512,4352,4352,17408,0,3400,14756,59024,262144,0.7399218750000001,0.8598,0.793258379235288,0.01951447424001318,0.0003125682735463921,public_state_tabular_independent_mc,0,0.42230139982076625,0.8094343999400735,True,accepted_return_check_disabled,0.1,1,2.3823248050850705e-09,-0.06456618356586814,100,5.0,0.04078392449349534,empirical,0.23032579055459607,0.0926873615540786,0.021860550286680214,0.002129744239273429,0.06467570556083505,0.04354900614997441
T-L,AN,mc_learned_baseline,False,46,18,31248,4608,4608,18432,0,3600,15624,62496,262144,0.8114062500000001,0.8393999999999999,0.806320128261744,0.013061749026456071,0.00015828661073777448,public_state_tabular_independent_mc,0,0.4129846666446872,0.8505268000299111,True,accepted_return_check_disabled,0.1,1,2.5418988168768698e-09,-0.032700113001603914,100,5.0,0.03768655856125642,empirical,0.15058370854581815,0.059440328237658685,0.01876061758223324,0.0023310374678209298,0.03237873125265821,0.03892855008755089
T-L,AN,mc_learned_baseline,False,46,19,32984,4864,4864,19456,0,3800,16492,65968,262144,0.7999218750000001,0.813,0.8189900202255279,0.012669891963783875,0.00021432968074391146,public_state_tabular_independent_mc,0,0.4036699422003738,0.9056145999347791,True,accepted_return_check_disabled,0.1,1,5.649622720042333e-10,-0.04610997786526151,100,5.0,0.020706568073838718,empirical,0.16098914218478733,0.058874367225814406,0.04819170751860935,0.012338996465222279,0.04423061136496497,0.026026734557513233
T-L,AN,mc_learned_baseline,False,46,20,34720,5120,5120,20480,0,4000,17360,69440,262144,0.7476562500000001,0.8120999999999999,0.8371852710488064,0.01819525082327844,0.0004880916406960056,public_state_tabular_independent_mc,0,0.3912397038498311,0.9742090000072494,True,accepted_return_check_disabled,0.1,1,5.625085134282626e-09,-0.10572576665483509,100,5.0,0.01272719283939783,empirical,0.21637193353904066,0.0974657419161469,0.0027286282902957426,0.03482172641004074,0.10571201379583973,0.000709044505933315
T-L,AN,mc_learned_baseline,False,46,21,36456,5376,5376,21504,0,4200,18228,72912,262144,0.8643750000000001,0.8561999999999999,0.8463669186098963,0.009181647561089967,0.00010130511956002702,public_state_tabular_independent_mc,0,0.3843173634529937,1.0109777000034228,True,accepted_return_check_disabled,0.1,1,8.619602812403756e-10,-0.020031995324142945,100,5.0,0.03439387912799919,empirical,0.1061333648511539,0.040563789539424695,0.0037255105986327974,0.0010850969841548637,0.020747157554979568,0.029522514958240407
T-L,AN,mc_learned_baseline,False,46,22,38192,5632,5632,22528,0,4400,19096,76384,262144,0.7910156250000001,0.8511,0.8620800111056053,0.015713092495708958,0.00033715874659564224,public_state_tabular_independent_mc,0,0.37178323150322884,1.0461294000269845,True,accepted_return_check_disabled,0.1,1,3.420768392394953e-09,-0.0710159437040656,100,5.0,0.020443823717297242,empirical,0.1836871217700691,0.07342280172284302,0.00784247746781952,0.009767845392011233,0.07109376512520482,0.01847602755947597
T-L,AN,mc_learned_baseline,False,46,23,39928,5888,5888,23552,0,4600,19964,79856,262144,0.8683593750000002,0.8538,0.8724303489025149,0.010350337796909637,0.00016870386776268454,public_state_tabular_independent_mc,0,0.3633239261238556,1.084666599985212,True,accepted_return_check_disabled,0.1,1,6.81324081465736e-10,-0.034117183689153494,100,5.0,0.019551551323098486,empirical,0.1062475368923611,0.04195952478798809,0.0026110889296473427,0.0012539201440913488,0.03521383389735367,0.02286720240841906
T-L,AN,mc_learned_baseline,False,46,24,41664,6144,6144,24576,0,4800,20832,83328,262144,0.8660156250000002,0.8334,0.8782953882746886,0.005865039372173642,6.378846931482293e-05,public_state_tabular_independent_mc,0,0.3579944814587815,1.1303083000238985,True,accepted_return_check_disabled,0.1,1,7.54986986201607e-10,-0.014207721713775202,100,5.0,0.017108933618078744,empirical,0.07303481868925407,0.025699076753452656,0.026194736145323416,0.002304386544906504,0.013059392736340355,0.018975026665657334
T-L,AN,mc_learned_baseline,False,46,25,43400,6400,6400,25600,0,5000,21700,86800,262144,0.8894531250000002,0.8331000000000001,0.8846071771517651,0.006311788877076507,7.416746053631279e-05,public_state_tabular_independent_mc,0,0.3521814408133142,1.1686794999986887,True,accepted_return_check_disabled,0.1,1,4.883267451662032e-10,-0.015031712709257234,100,5.0,0.028962876699047232,empirical,0.07145854184953895,0.02595420380792935,0.015268951266779185,0.00034745580956701216,0.015223691228035668,0.019436145185190958
