experiment,method,direction_method,label,seed,actor_class,fit_steps,sample_episodes,source_steps_total,eta,ideal_return_gain,actual_return_gain,learned_direction_derivative,projected_direction_derivative,projection_reference,realized_path_derivative,forward_kl_training,forward_kl_validation,forward_kl_exact,old_new_kl,direction_realization_residual,seconds,learned_q_0,learned_q_1,candidate_p_0,candidate_p_1,direction_status
P-A,AN,AN,mc_raw,46,table,1,2048,2548,0.1,0.024446631956478615,0.012670913599015399,0.23403967300399187,0.23403967300399187,exact_population_Fisher_projection_diagnostic,0.12095976828156356,7.50591623990198e-05,7.359408373290805e-05,7.505054226095136e-05,9.442183767448351e-05,0.015281099387147199,0.0003900001756846905,0.07777050813285288,0.31383413143209704,0.30633750133847426,0.7062619506389438,
P-A,DA,,mc_raw,46,table,1,2048,2548,,,0.012670938809853594,,,,0.01209599769859009,,,,9.442249006019876e-05,,,,,0.3063375451208194,0.7062619578210781,not_applicable
P-A,AN,AN,mc_raw,46,table,10,2048,2548,0.1,0.024446631956478615,0.022155016862390187,0.23403967300399187,0.23403967300399187,exact_population_Fisher_projection_diagnostic,0.21108848836336078,5.848594809286146e-06,5.8706401027916134e-06,5.848724518002936e-06,0.00021626076387562773,0.0011820177758256928,0.0008908002637326717,0.07777050813285288,0.31383413143209704,0.3049540695038888,0.711536709905925,
P-A,DA,,mc_raw,46,table,10,2048,2548,,,0.17576140090789572,,,,0.12050535894085834,,,,0.009334330502924067,,,,,0.3667176266092478,0.7587679771745058,not_applicable
P-A,AN,AN,mc_raw,46,table,100,2048,2548,0.1,0.024446631956478615,0.024456593748550248,0.23403967300399187,0.23403967300399187,exact_population_Fisher_projection_diagnostic,0.23413683901839683,7.107019968540823e-11,7.041644329986525e-11,7.106635315454483e-11,0.0002564836054608258,1.4463640051301398e-08,0.006514400243759155,0.07777050813285288,0.31383413143209704,0.30327201066349463,0.7130193602985003,
P-A,DA,,mc_raw,46,table,100,2048,2548,,,2.870975878380326,,,,0.9049050308147499,,,,0.5540576636412068,,,,,0.8712698744713665,0.9541024331749375,not_applicable
P-A,AN,AN,mc_raw,46,table,1000,2048,2548,0.1,0.024446631956478615,0.024446631956478337,0.23403967300399187,0.23403967300399187,exact_population_Fisher_projection_diagnostic,0.2340396730039891,-1.292832781386796e-18,-3.950263087355764e-18,-1.3084684033329565e-18,0.0002562838510155747,9.886066493987939e-30,0.06041039992123842,0.07777050813285288,0.31383413143209704,0.30327648785009914,0.7130133994641231,
P-A,DA,,mc_raw,46,table,1000,2048,2548,,,4.003071910034993,,,,2.294089561565157,,,,2.1718418051058768,,,,,0.9969701933134859,0.9983917912898176,not_applicable
P-A,AN,AN,mc_raw,46,shared_offset,1,2048,2548,0.1,0.024446631956478615,0.012670927070556948,0.23403967300399187,0.17693116125543876,exact_population_Fisher_projection_diagnostic,0.12095986736254136,7.505938003877897e-05,7.359431195226845e-05,7.505075996295812e-05,9.442235542983426e-05,0.015281142411580767,0.00024480000138282776,0.07777050813285288,0.31383413143209704,0.30633754300055305,0.7062619517839847,
P-A,DA,,mc_raw,46,shared_offset,1,2048,2548,,,0.012670940155385446,,,,0.012095998687057147,,,,9.442254192974924e-05,,,,,0.3063375492988768,0.7062619579329575,not_applicable
P-A,AN,AN,mc_raw,46,shared_offset,10,2048,2548,0.1,0.024446631956478615,0.010191337688918278,0.23403967300399187,0.17693116125543876,exact_population_Fisher_projection_diagnostic,0.09812709211206153,9.44299137762718e-05,9.204381819507847e-05,9.441587461658015e-05,6.214963789053524e-05,0.019256236933412788,0.0006931000389158726,0.07777050813285288,0.31383413143209704,0.30513552932563703,0.7050857804218273,
P-A,DA,,mc_raw,46,shared_offset,10,2048,2548,,,0.17552443470498413,,,,0.1205680435491564,,,,0.0092963034815111,,,,,0.36626588116952047,0.7588391597113376,not_applicable
P-A,AN,AN,mc_raw,46,shared_offset,100,2048,2548,0.1,0.024446631956478615,0.01876519361542206,0.23403967300399187,0.17693116125543876,exact_population_Fisher_projection_diagnostic,0.17556049880615626,5.596995859428423e-05,5.671919489759843e-05,5.5974366903905996e-05,0.00019882890358970776,0.011236795333394717,0.0052904002368450165,0.07777050813285288,0.31383413143209704,0.3092226329258987,0.7090634166126174,
P-A,DA,,mc_raw,46,shared_offset,100,2048,2548,,,2.633597195508743,,,,0.9353172226697136,,,,0.4788425520986484,,,,,0.8134275632502704,0.9595746494466154,not_applicable
P-A,AN,AN,mc_raw,46,shared_offset,1000,2048,2548,0.1,0.024446631956478615,0.018748750697523686,0.23403967300399187,0.17693116125543876,exact_population_Fisher_projection_diagnostic,0.17541592306004575,5.596982409609169e-05,5.6713170861323635e-05,5.5974197753218263e-05,0.00019850176682180767,0.011237334291571572,0.0539559000171721,0.07777050813285288,0.31383413143209704,0.309214973762737,0.7090560195109499,
P-A,DA,,mc_raw,46,shared_offset,1000,2048,2548,,,3.98983979953153,,,,2.397465539080706,,,,2.042716181892534,,,,,0.9939329498021906,0.998880097305821,not_applicable
