target,seed,n_agents,type0_probability,rho,source_dataset_sha256,source_error,target_error,direction_shift,coverage_kappa,neighbor_variation,shift_bound,transport_bound,mechanism_transport_bound,bound_holds,team_return,return_per_agent
agents_8,1001,8,0.6,0.7,1875d36174e54499586501eb00a6d0bb48750132e793843049a75e1a170a13ba,7.222258942102357e-05,7.222258942102357e-05,0.0,1.0,0.0,0.0,7.222258942102357e-05,7.222258942102357e-05,True,1.9180800000000002,0.23976000000000003
composition_0.3,1001,4,0.3,0.7,1875d36174e54499586501eb00a6d0bb48750132e793843049a75e1a170a13ba,7.222258942102357e-05,0.0022223692054898266,0.002540160000000004,1.7499999999999998,0.41999999999999993,0.17639999999999995,0.0037997743676097748,0.18596992983251154,True,1.04616,0.26154
composition_0.9,1001,4,0.9,0.7,1875d36174e54499586501eb00a6d0bb48750132e793843049a75e1a170a13ba,7.222258942102357e-05,0.0019642897664413077,0.002540160000000004,1.5,0.42000000000000004,0.17640000000000003,0.0036976562149756494,0.18525135330783246,True,0.9626400000000004,0.2406600000000001
strength_0.0,1001,4,0.6,0.0,1875d36174e54499586501eb00a6d0bb48750132e793843049a75e1a170a13ba,7.222258942102357e-05,0.06986970769583083,0.06547968,1.0,0.7,0.48999999999999994,0.06990120692186777,0.5019699650334817,True,0.5760000000000001,0.14400000000000002
strength_0.35,1001,4,0.6,0.35,1875d36174e54499586501eb00a6d0bb48750132e793843049a75e1a170a13ba,7.222258942102357e-05,0.01860104514262593,0.01636992000000001,1.0,0.35,0.12249999999999998,0.018616794755644404,0.1285210938114514,True,0.7675200000000001,0.19188000000000002
strength_1.4,1001,4,0.6,1.4,1875d36174e54499586501eb00a6d0bb48750132e793843049a75e1a170a13ba,7.222258942102357e-05,0.06123409748301124,0.06547968000000001,1.0,0.7,0.48999999999999994,0.06990120692186777,0.5019699650334817,True,1.3420800000000002,0.33552000000000004
source,1002,4,0.6,0.7,ef675542eecbc3fed0c3e97714eddb3bf2dff61ff494df2e257cb28ea4915c24,0.00010860632645437424,0.00010860632645437424,0.0,1.0,0.0,0.0,0.00010860632645437426,0.00010860632645437426,True,0.9590400000000001,0.23976000000000003
agents_2,1002,2,0.6,0.7,ef675542eecbc3fed0c3e97714eddb3bf2dff61ff494df2e257cb28ea4915c24,0.00010860632645437424,0.00010860632645437424,0.0,1.0,0.0,0.0,0.00010860632645437426,0.00010860632645437426,True,0.47952000000000006,0.23976000000000003
agents_6,1002,6,0.6,0.7,ef675542eecbc3fed0c3e97714eddb3bf2dff61ff494df2e257cb28ea4915c24,0.00010860632645437424,0.00010860632645437424,0.0,1.0,0.0,0.0,0.00010860632645437426,0.00010860632645437426,True,1.4385600000000003,0.23976000000000006
agents_8,1002,8,0.6,0.7,ef675542eecbc3fed0c3e97714eddb3bf2dff61ff494df2e257cb28ea4915c24,0.00010860632645437424,0.00010860632645437424,0.0,1.0,0.0,0.0,0.00010860632645437426,0.00010860632645437426,True,1.9180800000000002,0.23976000000000003
composition_0.3,1002,4,0.3,0.7,ef675542eecbc3fed0c3e97714eddb3bf2dff61ff494df2e257cb28ea4915c24,0.00010860632645437424,0.0014830958690638715,0.002540160000000004,1.7499999999999998,0.41999999999999993,0.17639999999999995,0.004119876468666898,0.18817052271605955,True,1.04616,0.26154
composition_0.9,1002,4,0.9,0.7,ef675542eecbc3fed0c3e97714eddb3bf2dff61ff494df2e257cb28ea4915c24,0.00010860632645437424,0.0033223532136348846,0.002540160000000004,1.5,0.42000000000000004,0.17640000000000003,0.003989640388325734,0.18728433364504965,True,0.9626400000000004,0.2406600000000001
strength_0.0,1002,4,0.6,0.0,ef675542eecbc3fed0c3e97714eddb3bf2dff61ff494df2e257cb28ea4915c24,0.00010860632645437424,0.06626247724713566,0.06547968,1.0,0.7,0.48999999999999994,0.07092176830437759,0.5046986166023442,True,0.5760000000000001,0.14400000000000002
strength_0.35,1002,4,0.6,0.35,ef675542eecbc3fed0c3e97714eddb3bf2dff61ff494df2e257cb28ea4915c24,0.00010860632645437424,0.01681562178679502,0.01636992000000001,1.0,0.35,0.12249999999999998,0.019145267315415996,0.1299036114643993,True,0.7675200000000001,0.19188000000000002
strength_1.4,1002,4,0.6,1.4,ef675542eecbc3fed0c3e97714eddb3bf2dff61ff494df2e257cb28ea4915c24,0.00010860632645437424,0.0649140954057731,0.06547968000000001,1.0,0.7,0.48999999999999994,0.07092176830437759,0.5046986166023442,True,1.3420800000000002,0.33552000000000004
source,1003,4,0.6,0.7,e183a4ad7e40cf4cd72a58143232d0cc22759e8e36efe9ef199f973cfe6ca065,0.00030794491958500915,0.00030794491958500915,0.0,1.0,0.0,0.0,0.0003079449195850092,0.0003079449195850092,True,0.9590400000000001,0.23976000000000003
agents_2,1003,2,0.6,0.7,e183a4ad7e40cf4cd72a58143232d0cc22759e8e36efe9ef199f973cfe6ca065,0.00030794491958500915,0.00030794491958500915,0.0,1.0,0.0,0.0,0.0003079449195850092,0.0003079449195850092,True,0.47952000000000006,0.23976000000000003
agents_6,1003,6,0.6,0.7,e183a4ad7e40cf4cd72a58143232d0cc22759e8e36efe9ef199f973cfe6ca065,0.00030794491958500915,0.00030794491958500915,0.0,1.0,0.0,0.0,0.0003079449195850092,0.0003079449195850092,True,1.4385600000000003,0.23976000000000006
agents_8,1003,8,0.6,0.7,e183a4ad7e40cf4cd72a58143232d0cc22759e8e36efe9ef199f973cfe6ca065,0.00030794491958500915,0.00030794491958500915,0.0,1.0,0.0,0.0,0.0003079449195850092,0.0003079449195850092,True,1.9180800000000002,0.23976000000000003
composition_0.3,1003,4,0.3,0.7,e183a4ad7e40cf4cd72a58143232d0cc22759e8e36efe9ef199f973cfe6ca065,0.00030794491958500915,0.0029441244361943573,0.002540160000000004,1.7499999999999998,0.41999999999999993,0.17639999999999995,0.005419064799130606,0.19643891352474732,True,1.04616,0.26154
composition_0.9,1003,4,0.9,0.7,e183a4ad7e40cf4cd72a58143232d0cc22759e8e36efe9ef199f973cfe6ca065,0.00030794491958500915,0.004692867997172679,0.002540160000000004,1.5,0.42000000000000004,0.17640000000000003,0.005168497514438663,0.19491541850488708,True,0.9626400000000004,0.2406600000000001
strength_0.0,1003,4,0.6,0.0,e183a4ad7e40cf4cd72a58143232d0cc22759e8e36efe9ef199f973cfe6ca065,0.00030794491958500915,0.05697646902789112,0.06547968,1.0,0.7,0.48999999999999994,0.07476852349201131,0.5148756481575073,True,0.5760000000000001,0.14400000000000002
strength_0.35,1003,4,0.6,0.35,e183a4ad7e40cf4cd72a58143232d0cc22759e8e36efe9ef199f973cfe6ca065,0.00030794491958500915,0.012272286973738077,0.01636992000000001,1.0,0.35,0.12249999999999998,0.021168314205798164,0.13509179653854617,True,0.7675200000000001,0.19188000000000002
strength_1.4,1003,4,0.6,1.4,e183a4ad7e40cf4cd72a58143232d0cc22759e8e36efe9ef199f973cfe6ca065,0.00030794491958500915,0.0745987808112789,0.06547968000000001,1.0,0.7,0.48999999999999994,0.07476852349201131,0.5148756481575073,True,1.3420800000000002,0.33552000000000004
source,1004,4,0.6,0.7,4e2992049c2988dcfef4ee91102cdbe46754079e5f291c6dbcc5ec9c3da7b215,5.903945270188731e-06,5.903945270188731e-06,0.0,1.0,0.0,0.0,5.903945270188731e-06,5.903945270188731e-06,True,0.9590400000000001,0.23976000000000003
agents_2,1004,2,0.6,0.7,4e2992049c2988dcfef4ee91102cdbe46754079e5f291c6dbcc5ec9c3da7b215,5.903945270188731e-06,5.903945270188731e-06,0.0,1.0,0.0,0.0,5.903945270188731e-06,5.903945270188731e-06,True,0.47952000000000006,0.23976000000000003
agents_6,1004,6,0.6,0.7,4e2992049c2988dcfef4ee91102cdbe46754079e5f291c6dbcc5ec9c3da7b215,5.903945270188731e-06,5.903945270188731e-06,0.0,1.0,0.0,0.0,5.903945270188731e-06,5.903945270188731e-06,True,1.4385600000000003,0.23976000000000006
agents_8,1004,8,0.6,0.7,4e2992049c2988dcfef4ee91102cdbe46754079e5f291c6dbcc5ec9c3da7b215,5.903945270188731e-06,5.903945270188731e-06,0.0,1.0,0.0,0.0,5.903945270188731e-06,5.903945270188731e-06,True,1.9180800000000002,0.23976000000000003
composition_0.3,1004,4,0.3,0.7,4e2992049c2988dcfef4ee91102cdbe46754079e5f291c6dbcc5ec9c3da7b215,5.903945270188731e-06,0.002302373658509959,0.002540160000000004,1.7499999999999998,0.41999999999999993,0.17639999999999995,0.002874496162408832,0.1791103673891061,True,1.04616,0.26154
composition_0.9,1004,4,0.9,0.7,4e2992049c2988dcfef4ee91102cdbe46754079e5f291c6dbcc5ec9c3da7b215,5.903945270188731e-06,0.0025253170104580416,0.002540160000000004,1.5,0.42000000000000004,0.17640000000000003,0.002848985572545779,0.17890860303990944,True,0.9626400000000004,0.2406600000000001
strength_0.0,1004,4,0.6,0.0,4e2992049c2988dcfef4ee91102cdbe46754079e5f291c6dbcc5ec9c3da7b215,5.903945270188731e-06,0.06638916217267198,0.06547968,1.0,0.7,0.48999999999999994,0.06672910868893954,0.49340762890910383,True,0.5760000000000001,0.14400000000000002
strength_0.35,1004,4,0.6,0.35,4e2992049c2988dcfef4ee91102cdbe46754079e5f291c6dbcc5ec9c3da7b215,5.903945270188731e-06,0.01682761305897109,0.01636992000000001,1.0,0.35,0.12249999999999998,0.016997586317104862,0.12420676642718707,True,0.7675200000000001,0.19188000000000002
strength_1.4,1004,4,0.6,1.4,4e2992049c2988dcfef4ee91102cdbe46754079e5f291c6dbcc5ec9c3da7b215,5.903945270188731e-06,0.0645820057178684,0.06547968000000001,1.0,0.7,0.48999999999999994,0.06672910868893954,0.49340762890910383,True,1.3420800000000002,0.33552000000000004
source,1005,4,0.6,0.7,4781aac229180efdaa8035c1b2672a6a4873d6f9c649cd3a510d236ac2647575,0.0001864931409031921,0.0001864931409031921,0.0,1.0,0.0,0.0,0.0001864931409031921,0.0001864931409031921,True,0.9590400000000001,0.23976000000000003
agents_2,1005,2,0.6,0.7,4781aac229180efdaa8035c1b2672a6a4873d6f9c649cd3a510d236ac2647575,0.0001864931409031921,0.0001864931409031921,0.0,1.0,0.0,0.0,0.0001864931409031921,0.0001864931409031921,True,0.47952000000000006,0.23976000000000003
agents_6,1005,6,0.6,0.7,4781aac229180efdaa8035c1b2672a6a4873d6f9c649cd3a510d236ac2647575,0.0001864931409031921,0.0001864931409031921,0.0,1.0,0.0,0.0,0.0001864931409031921,0.0001864931409031921,True,1.4385600000000003,0.23976000000000006
agents_8,1005,8,0.6,0.7,4781aac229180efdaa8035c1b2672a6a4873d6f9c649cd3a510d236ac2647575,0.0001864931409031921,0.0001864931409031921,0.0,1.0,0.0,0.0,0.0001864931409031921,0.0001864931409031921,True,1.9180800000000002,0.23976000000000003
composition_0.3,1005,4,0.3,0.7,4781aac229180efdaa8035c1b2672a6a4873d6f9c649cd3a510d236ac2647575,0.0001864931409031921,0.003922076714515875,0.002540160000000004,1.7499999999999998,0.41999999999999993,0.17639999999999995,0.004687527367134536,0.19190139941786338,True,1.04616,0.26154
composition_0.9,1005,4,0.9,0.7,4781aac229180efdaa8035c1b2672a6a4873d6f9c649cd3a510d236ac2647575,0.0001864931409031921,0.0031819309802098286,0.002540160000000004,1.5,0.42000000000000004,0.17640000000000003,0.0045058221593873,0.19072909344495906,True,0.9626400000000004,0.2406600000000001
strength_0.0,1005,4,0.6,0.0,4781aac229180efdaa8035c1b2672a6a4873d6f9c649cd3a510d236ac2647575,0.0001864931409031921,0.059436572778642824,0.06547968,1.0,0.7,0.48999999999999994,0.07265516768619679,0.5093052419537898,True,0.5760000000000001,0.14400000000000002
strength_0.35,1005,4,0.6,0.35,4781aac229180efdaa8035c1b2672a6a4873d6f9c649cd3a510d236ac2647575,0.0001864931409031921,0.013441612959773003,0.01636992000000001,1.0,0.35,0.12249999999999998,0.02005091041355,0.13224586754734652,True,0.7675200000000001,0.19188000000000002
strength_1.4,1005,4,0.6,1.4,4781aac229180efdaa8035c1b2672a6a4873d6f9c649cd3a510d236ac2647575,0.0001864931409031921,0.07189577350316358,0.06547968000000001,1.0,0.7,0.48999999999999994,0.07265516768619679,0.5093052419537898,True,1.3420800000000002,0.33552000000000004
source,1006,4,0.6,0.7,e0523caa9ddc8700289d4e10def8dfb3324c29463dfcc5581afc9a17ecde507e,4.992997095925089e-05,4.992997095925089e-05,0.0,1.0,0.0,0.0,4.9929970959250883e-05,4.9929970959250883e-05,True,0.9590400000000001,0.23976000000000003
agents_2,1006,2,0.6,0.7,e0523caa9ddc8700289d4e10def8dfb3324c29463dfcc5581afc9a17ecde507e,4.992997095925089e-05,4.992997095925089e-05,0.0,1.0,0.0,0.0,4.9929970959250883e-05,4.9929970959250883e-05,True,0.47952000000000006,0.23976000000000003
agents_6,1006,6,0.6,0.7,e0523caa9ddc8700289d4e10def8dfb3324c29463dfcc5581afc9a17ecde507e,4.992997095925089e-05,4.992997095925089e-05,0.0,1.0,0.0,0.0,4.9929970959250883e-05,4.9929970959250883e-05,True,1.4385600000000003,0.23976000000000006
agents_8,1006,8,0.6,0.7,e0523caa9ddc8700289d4e10def8dfb3324c29463dfcc5581afc9a17ecde507e,4.992997095925089e-05,4.992997095925089e-05,0.0,1.0,0.0,0.0,4.9929970959250883e-05,4.9929970959250883e-05,True,1.9180800000000002,0.23976000000000003
composition_0.3,1006,4,0.3,0.7,e0523caa9ddc8700289d4e10def8dfb3324c29463dfcc5581afc9a17ecde507e,4.992997095925089e-05,0.0031950190060942886,0.002540160000000004,1.7499999999999998,0.41999999999999993,0.17639999999999995,0.003569774577094462,0.18433935351514333,True,1.04616,0.26154
composition_0.9,1006,4,0.9,0.7,e0523caa9ddc8700289d4e10def8dfb3324c29463dfcc5581afc9a17ecde507e,4.992997095925089e-05,0.001818676564432507,0.002540160000000004,1.5,0.42000000000000004,0.17640000000000003,0.00348739702821526,0.18374441222124208,True,0.9626400000000004,0.2406600000000001
strength_0.0,1006,4,0.6,0.0,e0523caa9ddc8700289d4e10def8dfb3324c29463dfcc5581afc9a17ecde507e,4.992997095925089e-05,0.06712777768990612,0.06547968,1.0,0.7,0.48999999999999994,0.0691459056009215,0.49994248995713725,True,0.5760000000000001,0.14400000000000002
strength_0.35,1006,4,0.6,0.35,e0523caa9ddc8700289d4e10def8dfb3324c29463dfcc5581afc9a17ecde507e,4.992997095925089e-05,0.017218933830432687,0.01636992000000001,1.0,0.35,0.12249999999999998,0.018227997785940392,0.12749620996404826,True,0.7675200000000001,0.19188000000000002
strength_1.4,1006,4,0.6,1.4,e0523caa9ddc8700289d4e10def8dfb3324c29463dfcc5581afc9a17ecde507e,4.992997095925089e-05,0.06393144225201239,0.06547968000000001,1.0,0.7,0.48999999999999994,0.0691459056009215,0.49994248995713725,True,1.3420800000000002,0.33552000000000004
source,1007,4,0.6,0.7,f8da554563b598b988723f6c08a3154d1c39e55e08b9e7e56db0c0109bb599dd,0.00022694683345555837,0.00022694683345555837,0.0,1.0,0.0,0.0,0.00022694683345555834,0.00022694683345555834,True,0.9590400000000001,0.23976000000000003
agents_2,1007,2,0.6,0.7,f8da554563b598b988723f6c08a3154d1c39e55e08b9e7e56db0c0109bb599dd,0.00022694683345555837,0.00022694683345555837,0.0,1.0,0.0,0.0,0.00022694683345555834,0.00022694683345555834,True,0.47952000000000006,0.23976000000000003
agents_6,1007,6,0.6,0.7,f8da554563b598b988723f6c08a3154d1c39e55e08b9e7e56db0c0109bb599dd,0.00022694683345555837,0.00022694683345555837,0.0,1.0,0.0,0.0,0.00022694683345555834,0.00022694683345555834,True,1.4385600000000003,0.23976000000000006
agents_8,1007,8,0.6,0.7,f8da554563b598b988723f6c08a3154d1c39e55e08b9e7e56db0c0109bb599dd,0.00022694683345555837,0.00022694683345555837,0.0,1.0,0.0,0.0,0.00022694683345555834,0.00022694683345555834,True,1.9180800000000002,0.23976000000000003
composition_0.3,1007,4,0.3,0.7,f8da554563b598b988723f6c08a3154d1c39e55e08b9e7e56db0c0109bb599dd,0.00022694683345555837,0.004667380153797359,0.002540160000000004,1.7499999999999998,0.41999999999999993,0.17639999999999995,0.00494613971809903,0.19353734662147878,True,1.04616,0.26154
composition_0.9,1007,4,0.9,0.7,f8da554563b598b988723f6c08a3154d1c39e55e08b9e7e56db0c0109bb599dd,0.00022694683345555837,0.0021758646567929044,0.002540160000000004,1.5,0.42000000000000004,0.17640000000000003,0.00474038873785696,0.19223882431413017,True,0.9626400000000004,0.2406600000000001
strength_0.0,1007,4,0.6,0.0,f8da554563b598b988723f6c08a3154d1c39e55e08b9e7e56db0c0109bb599dd,0.00022694683345555837,0.06190874195470521,0.06547968,1.0,0.7,0.48999999999999994,0.07341646626931497,0.5113176033802038,True,0.5760000000000001,0.14400000000000002
strength_0.35,1007,4,0.6,0.35,f8da554563b598b988723f6c08a3154d1c39e55e08b9e7e56db0c0109bb599dd,0.00022694683345555837,0.01469792439408039,0.01636992000000001,1.0,0.35,0.12249999999999998,0.02045178655138527,0.13327227510682965,True,0.7675200000000001,0.19188000000000002
strength_1.4,1007,4,0.6,1.4,f8da554563b598b988723f6c08a3154d1c39e55e08b9e7e56db0c0109bb599dd,0.00022694683345555837,0.06950451171220592,0.06547968000000001,1.0,0.7,0.48999999999999994,0.07341646626931497,0.5113176033802038,True,1.3420800000000002,0.33552000000000004
source,1008,4,0.6,0.7,dabfbd98583bc05ac9bab15c729079558c40a9a64b51eb1cfe96774aeb0cf8c5,2.396955379197031e-05,2.396955379197031e-05,0.0,1.0,0.0,0.0,2.3969553791970307e-05,2.3969553791970307e-05,True,0.9590400000000001,0.23976000000000003
agents_2,1008,2,0.6,0.7,dabfbd98583bc05ac9bab15c729079558c40a9a64b51eb1cfe96774aeb0cf8c5,2.396955379197031e-05,2.396955379197031e-05,0.0,1.0,0.0,0.0,2.3969553791970307e-05,2.3969553791970307e-05,True,0.47952000000000006,0.23976000000000003
agents_6,1008,6,0.6,0.7,dabfbd98583bc05ac9bab15c729079558c40a9a64b51eb1cfe96774aeb0cf8c5,2.396955379197031e-05,2.396955379197031e-05,0.0,1.0,0.0,0.0,2.3969553791970307e-05,2.3969553791970307e-05,True,1.4385600000000003,0.23976000000000006
agents_8,1008,8,0.6,0.7,dabfbd98583bc05ac9bab15c729079558c40a9a64b51eb1cfe96774aeb0cf8c5,2.396955379197031e-05,2.396955379197031e-05,0.0,1.0,0.0,0.0,2.3969553791970307e-05,2.3969553791970307e-05,True,1.9180800000000002,0.23976000000000003
composition_0.3,1008,4,0.3,0.7,dabfbd98583bc05ac9bab15c729079558c40a9a64b51eb1cfe96774aeb0cf8c5,2.396955379197031e-05,0.002534796815614546,0.002540160000000004,1.7499999999999998,0.41999999999999993,0.17639999999999995,0.003234950890681873,0.1818823148153519,True,1.04616,0.26154
composition_0.9,1008,4,0.9,0.7,dabfbd98583bc05ac9bab15c729079558c40a9a64b51eb1cfe96774aeb0cf8c5,2.396955379197031e-05,0.003097693599733834,0.002540160000000004,1.5,0.42000000000000004,0.17640000000000003,0.003180530586724533,0.1814727564643261,True,0.9626400000000004,0.2406600000000001
strength_0.0,1008,4,0.6,0.0,dabfbd98583bc05ac9bab15c729079558c40a9a64b51eb1cfe96774aeb0cf8c5,2.396955379197031e-05,0.06312390442237524,0.06547968,1.0,0.7,0.48999999999999994,0.06800925823197058,0.4968781890886669,True,0.5760000000000001,0.14400000000000002
strength_0.35,1008,4,0.6,0.35,dabfbd98583bc05ac9bab15c729079558c40a9a64b51eb1cfe96774aeb0cf8c5,2.396955379197031e-05,0.015204016988083607,0.01636992000000001,1.0,0.35,0.12249999999999998,0.017646693892881284,0.12595107932122945,True,0.7675200000000001,0.19188000000000002
strength_1.4,1008,4,0.6,1.4,dabfbd98583bc05ac9bab15c729079558c40a9a64b51eb1cfe96774aeb0cf8c5,2.396955379197031e-05,0.06788339468520872,0.06547968000000001,1.0,0.7,0.48999999999999994,0.06800925823197058,0.4968781890886669,True,1.3420800000000002,0.33552000000000004
source,1009,4,0.6,0.7,0225806418b207af5967a3d8bbc091b6159d2234a1309859ab45786f987cd27a,0.00015953477456895517,0.00015953477456895517,0.0,1.0,0.0,0.0,0.00015953477456895517,0.00015953477456895517,True,0.9590400000000001,0.23976000000000003
