actor_id,label,sample_size,method,metric,count,mean,std,ci_low,ci_high
0,exact_advantage,128,analytic,direction_error,20,0.0029345920664305926,0.0025135153522282136,0.0019257096463655848,0.00406319752243947
0,exact_advantage,128,analytic,score,20,0.057065407933569415,0.0025135153522282145,0.05593680247756053,0.05807429035363443
0,exact_advantage,128,sampled,direction_error,20,0.0029345920664305926,0.0025135153522282136,0.0019257096463655848,0.00406319752243947
0,exact_advantage,128,sampled,score,20,0.057065407933569415,0.0025135153522282145,0.05593680247756053,0.05807429035363443
0,return,128,analytic,direction_error,20,0.0029345920664305926,0.0025135153522282136,0.0019257096463655848,0.00406319752243947
0,return,128,analytic,score,20,0.057065407933569415,0.0025135153522282145,0.05593680247756053,0.05807429035363443
0,return,128,sampled,direction_error,20,0.0029345920664305926,0.0025135153522282136,0.0019257096463655848,0.00406319752243947
0,return,128,sampled,score,20,0.057065407933569415,0.0025135153522282145,0.05593680247756053,0.05807429035363443
0,exact_advantage,512,analytic,direction_error,20,0.0008775637933031925,0.0007523963589523593,0.0005835095891667656,0.001224812919985153
0,exact_advantage,512,analytic,score,20,0.059122436206696806,0.0007523963589523592,0.05877518708001485,0.05941649041083323
0,exact_advantage,512,sampled,direction_error,20,0.0008775637933031925,0.0007523963589523593,0.0005835095891667656,0.001224812919985153
0,exact_advantage,512,sampled,score,20,0.059122436206696806,0.0007523963589523592,0.05877518708001485,0.05941649041083323
0,return,512,analytic,direction_error,20,0.0008775637933031925,0.0007523963589523593,0.0005835095891667656,0.001224812919985153
0,return,512,analytic,score,20,0.059122436206696806,0.0007523963589523592,0.05877518708001485,0.05941649041083323
0,return,512,sampled,direction_error,20,0.0008775637933031925,0.0007523963589523593,0.0005835095891667656,0.001224812919985153
0,return,512,sampled,score,20,0.059122436206696806,0.0007523963589523592,0.05877518708001485,0.05941649041083323
0,exact_advantage,2048,analytic,direction_error,20,0.00018215163842595297,0.00015577833838301787,0.0001211856039671466,0.0002536926589489461
0,exact_advantage,2048,analytic,score,20,0.059817848361574034,0.00015577833838301708,0.059746307341051054,0.059878814396032834
0,exact_advantage,2048,sampled,direction_error,20,0.00018215163842595297,0.00015577833838301787,0.0001211856039671466,0.0002536926589489461
0,exact_advantage,2048,sampled,score,20,0.059817848361574034,0.00015577833838301708,0.059746307341051054,0.059878814396032834
0,return,2048,analytic,direction_error,20,0.00018215163842595297,0.00015577833838301787,0.0001211856039671466,0.0002536926589489461
0,return,2048,analytic,score,20,0.059817848361574034,0.00015577833838301708,0.059746307341051054,0.059878814396032834
0,return,2048,sampled,direction_error,20,0.00018215163842595297,0.00015577833838301787,0.0001211856039671466,0.0002536926589489461
0,return,2048,sampled,score,20,0.059817848361574034,0.00015577833838301708,0.059746307341051054,0.059878814396032834
0,exact_advantage,8192,analytic,direction_error,20,4.664871507458182e-05,5.604862250052241e-05,2.6491523686745967e-05,7.343892038240996e-05
0,exact_advantage,8192,analytic,score,20,0.059953351284925405,5.6048622500522445e-05,0.05992656107961758,0.059973508476313254
0,exact_advantage,8192,sampled,direction_error,20,4.664871507458182e-05,5.604862250052241e-05,2.6491523686745967e-05,7.343892038240996e-05
0,exact_advantage,8192,sampled,score,20,0.059953351284925405,5.6048622500522445e-05,0.05992656107961758,0.059973508476313254
0,return,8192,analytic,direction_error,20,4.664871507458182e-05,5.604862250052241e-05,2.6491523686745967e-05,7.343892038240996e-05
0,return,8192,analytic,score,20,0.059953351284925405,5.6048622500522445e-05,0.05992656107961758,0.059973508476313254
0,return,8192,sampled,direction_error,20,4.664871507458182e-05,5.604862250052241e-05,2.6491523686745967e-05,7.343892038240996e-05
0,return,8192,sampled,score,20,0.059953351284925405,5.6048622500522445e-05,0.05992656107961758,0.059973508476313254
1,exact_advantage,128,analytic,direction_error,20,0.0026572698488688887,0.0032352359181346125,0.001420449035666385,0.004163128474931004
1,exact_advantage,128,analytic,score,20,0.1979904101511311,0.003235235918134612,0.196484551525069,0.19922723096433365
1,exact_advantage,128,sampled,direction_error,20,0.0022663095319879886,0.002700437226222795,0.001287311004667302,0.003566793889958987
1,exact_advantage,128,sampled,score,20,0.19838137046801202,0.0027004372262227944,0.19708088611004101,0.19936036899533272
1,return,128,analytic,direction_error,20,0.003224105347667994,0.0032946423861472318,0.0019752992711687353,0.004786367452202149
1,return,128,analytic,score,20,0.197423574652332,0.0032946423861472305,0.19586131254779784,0.19867238072883125
1,return,128,sampled,direction_error,20,0.008767811081885856,0.008882049504973797,0.005320859562776049,0.0127979056045683
1,return,128,sampled,score,20,0.19187986891811412,0.008882049504973797,0.18784977439543168,0.19532682043722396
1,exact_advantage,512,analytic,direction_error,20,0.0006173744641645594,0.0003865108337111214,0.0004555833460231079,0.0007872719518568919
1,exact_advantage,512,analytic,score,20,0.2000303055358354,0.0003865108337111204,0.19986040804814306,0.2001920966539769
1,exact_advantage,512,sampled,direction_error,20,0.0004387597223042438,0.0004682586171684157,0.00025898542096488913,0.0006560543868772752
1,exact_advantage,512,sampled,score,20,0.20020892027769577,0.0004682586171684117,0.19999162561312275,0.20038869457903508
1,return,512,analytic,direction_error,20,0.000605166777257607,0.0007274411115912906,0.00032747083757868486,0.0009431699275051832
1,return,512,analytic,score,20,0.2000425132227424,0.0007274411115912897,0.1997045100724948,0.20032020916242133
1,return,512,sampled,direction_error,20,0.001335741492385138,0.0014284986668120204,0.0007947482812358269,0.0020171594078399
