experiment,method,variant,source_n,target_n,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample
P-T,AN,normalized,4,4,False,return_check_standard_error,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,4,False,target_true_coefficient_0,0.059999999999999803,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,4,False,target_true_coefficient_1,0.3599999999999998,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,4,False,frozen_actor_p_0,0.3001445036800375,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,4,False,frozen_actor_p_1,0.7144268693653439,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,4,False,source_direction_error,0.0011534363396904206,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,4,False,source_realization_residual,7.144168038947031e-07,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,4,False,target_direction_error,0.001142419441707153,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,4,False,transport_error_upper_bound,0.0012115627518715056,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,4,False,normalized_derivative_lower_bound,0.05755009118132131,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,target_plus_type_probability,0.6,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,density_ratio,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,neighbor_weight,2.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,semantic_drift,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,target_local_energy,0.06652799999999993,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,target_path_derivative,0.3797235127713122,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,target_normalized_path_derivative,0.06328725212855203,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,old_return,0.42239999999999994,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,return,0.46165844139017553,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,return_gain,0.03925844139017559,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,source_steps_total,2072.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,source_steps_training,2048.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,source_steps_direction_check,8.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,source_steps_return_check,16.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,eta,0.1,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,attempts,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,forward_kl_training,3.5096021816954115e-09,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,direction_loss,-0.06262709332752192,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,direction_steps,100.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,q_bound,5.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,direction_check_score,0.10065960108166004,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,return_check_gain,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,return_check_standard_error,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,target_true_coefficient_0,0.059999999999999803,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,target_true_coefficient_1,0.3599999999999998,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,frozen_actor_p_0,0.3001445036800375,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,frozen_actor_p_1,0.7144268693653439,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,source_direction_error,0.0011534363396904206,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,source_realization_residual,7.144168038947031e-07,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,target_direction_error,0.001142419441707153,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,transport_error_upper_bound,0.0012115627518715056,,1,,,training_seed_or_data_batch,True
P-T,AN,normalized,4,6,False,normalized_derivative_lower_bound,0.05755009118132131,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,target_plus_type_probability,0.6,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,density_ratio,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,neighbor_weight,0.6666666666666666,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,semantic_drift,0.00955733333333331,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,target_local_energy,0.033077333333333334,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,target_path_derivative,0.0888654593669282,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,target_normalized_path_derivative,0.0444327296834641,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,old_return,0.13226666666666667,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,return,0.1412299001810589,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,return_gain,0.008963233514392238,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,source_steps_total,2072.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,source_steps_training,2048.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,source_steps_direction_check,8.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,source_steps_return_check,16.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,eta,0.1,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,attempts,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,forward_kl_training,3.5096021816954115e-09,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,direction_loss,-0.06262709332752192,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,direction_steps,100.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,q_bound,5.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,direction_check_score,0.10065960108166004,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,return_check_gain,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,return_check_standard_error,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,target_true_coefficient_0,-0.04666666666666674,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,target_true_coefficient_1,0.2533333333333333,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,frozen_actor_p_0,0.3001445036800375,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,frozen_actor_p_1,0.7144268693653439,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,source_direction_error,0.0011534363396904206,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,source_realization_residual,7.144168038947031e-07,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,target_direction_error,0.005400797665216384,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,transport_error_upper_bound,0.0175745728550453,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,2,False,normalized_derivative_lower_bound,0.008966754648505278,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,target_plus_type_probability,0.6,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,density_ratio,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,neighbor_weight,2.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,semantic_drift,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,target_local_energy,0.06652799999999993,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,target_path_derivative,0.25314900851420813,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,target_normalized_path_derivative,0.06328725212855203,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,old_return,0.28159999999999996,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,return,0.30777229426011704,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,return_gain,0.02617229426011708,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,source_steps_total,2072.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,source_steps_training,2048.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,source_steps_direction_check,8.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,source_steps_return_check,16.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,eta,0.1,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,attempts,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,forward_kl_training,3.5096021816954115e-09,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,direction_loss,-0.06262709332752192,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,direction_steps,100.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,q_bound,5.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,direction_check_score,0.10065960108166004,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,return_check_gain,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,return_check_standard_error,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,target_true_coefficient_0,0.059999999999999803,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,target_true_coefficient_1,0.3599999999999998,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,frozen_actor_p_0,0.3001445036800375,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,frozen_actor_p_1,0.7144268693653439,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,source_direction_error,0.0011534363396904206,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,source_realization_residual,7.144168038947031e-07,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,target_direction_error,0.001142419441707153,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,transport_error_upper_bound,0.0012115627518715056,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,4,False,normalized_derivative_lower_bound,0.05755009118132131,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,target_plus_type_probability,0.6,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,density_ratio,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,neighbor_weight,3.333333333333333,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,semantic_drift,0.009557333333333307,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,target_local_energy,0.11909333333333315,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,target_path_derivative,0.4928506474418396,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,target_normalized_path_derivative,0.08214177457363993,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,old_return,0.44799999999999984,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,return,0.4996271822371744,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,return_gain,0.05162718223717455,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,source_steps_total,2072.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,source_steps_training,2048.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,source_steps_direction_check,8.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,source_steps_return_check,16.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,eta,0.1,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,attempts,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,forward_kl_training,3.5096021816954115e-09,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,direction_loss,-0.06262709332752192,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,direction_steps,100.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,q_bound,5.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,direction_check_score,0.10065960108166004,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,return_check_gain,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,return_check_standard_error,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,target_true_coefficient_0,0.16666666666666632,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,target_true_coefficient_1,0.46666666666666634,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,frozen_actor_p_0,0.3001445036800375,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,frozen_actor_p_1,0.7144268693653439,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,source_direction_error,0.0011534363396904206,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,source_realization_residual,7.144168038947031e-07,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,target_direction_error,0.015998707884864537,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,transport_error_upper_bound,0.01757457285504528,,1,,,training_seed_or_data_batch,True
P-T,AN,fixed-edge,4,6,False,normalized_derivative_lower_bound,0.0733438583285109,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,target_plus_type_probability,0.4,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,density_ratio,1.4999999999999998,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,neighbor_weight,2.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,semantic_drift,0.08601599999999993,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,target_local_energy,0.034608,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,target_path_derivative,0.00846403587915577,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,target_normalized_path_derivative,0.004232017939577885,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,old_return,0.1248,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,return,0.12590762710276254,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,return_gain,0.0011076271027625484,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,source_steps_total,2072.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,source_steps_training,2048.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,source_steps_direction_check,8.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,source_steps_return_check,16.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,eta,0.1,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,attempts,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,forward_kl_training,3.5096021816954115e-09,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,direction_loss,-0.06262709332752192,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,direction_steps,100.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,q_bound,5.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,direction_check_score,0.10065960108166004,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,return_check_gain,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,return_check_standard_error,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,target_true_coefficient_0,-0.26,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,target_true_coefficient_1,0.03999999999999998,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,frozen_actor_p_0,0.3001445036800375,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,frozen_actor_p_1,0.7144268693653439,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,source_direction_error,0.0011534363396904206,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,source_realization_residual,7.144168038947031e-07,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,target_direction_error,0.06693989350241655,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,transport_error_upper_bound,0.11283899728844018,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,2,False,normalized_derivative_lower_bound,-0.02788305550523481,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,target_plus_type_probability,0.6,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,density_ratio,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,neighbor_weight,2.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,semantic_drift,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,target_local_energy,0.06652799999999993,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,target_path_derivative,0.25314900851420813,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,target_normalized_path_derivative,0.06328725212855203,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,old_return,0.28159999999999996,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,return,0.30777229426011704,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,return_gain,0.02617229426011708,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,source_steps_total,2072.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,source_steps_training,2048.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,source_steps_direction_check,8.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,source_steps_return_check,16.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,eta,0.1,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,attempts,1.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,forward_kl_training,3.5096021816954115e-09,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,direction_loss,-0.06262709332752192,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,direction_steps,100.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,q_bound,5.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,direction_check_score,0.10065960108166004,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,return_check_gain,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,return_check_standard_error,0.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,target_true_coefficient_0,0.059999999999999803,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,target_true_coefficient_1,0.3599999999999998,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,frozen_actor_p_0,0.3001445036800375,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,frozen_actor_p_1,0.7144268693653439,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,source_direction_error,0.0011534363396904206,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,source_realization_residual,7.144168038947031e-07,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,target_direction_error,0.001142419441707153,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,transport_error_upper_bound,0.0012115627518715056,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,4,False,normalized_derivative_lower_bound,0.05755009118132131,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,target_plus_type_probability,0.4,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,density_ratio,1.4999999999999998,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,neighbor_weight,2.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,semantic_drift,0.08601599999999993,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,target_local_energy,0.034608,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,target_path_derivative,0.025392107637467312,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,target_normalized_path_derivative,0.004232017939577885,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,old_return,0.3744,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,return,0.3777228813082877,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,return_gain,0.003322881308287673,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,source_steps_total,2072.0,,1,,,training_seed_or_data_batch,True
P-T,AN,composition,4,6,False,source_steps_training,2048.0,,1,,,training_seed_or_data_batch,True
