experiment,method,label,actor_class,sample_episodes,fit_steps,direction_method,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,realized_path_derivative,0.16929615352075147,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,forward_kl_training,0.00011966618621059489,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,forward_kl_validation,0.00011922915787874566,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,forward_kl_exact,0.0001203444019045598,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,old_new_kl,0.00018490103664332082,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,direction_realization_residual,0.024229065628532317,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,seconds,0.005825100000947714,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,learned_q_0,0.0028363028342749024,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,learned_q_1,0.3495068919309249,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,candidate_p_0,0.3088908639720257,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,100,AN,False,candidate_p_1,0.7087428047571124,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,100,,False,source_steps_total,2548.0,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,100,,False,actual_return_gain,2.492106700288143,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,100,,False,realized_path_derivative,0.883496424830499,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,100,,False,old_new_kl,0.4331454724570137,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,100,,False,candidate_p_0,0.7931327801926853,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,100,,False,candidate_p_1,0.9542838366840158,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,source_steps_total,2548.0,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,eta,0.1,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,ideal_return_gain,0.02624840661190414,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,actual_return_gain,0.018109405828717118,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,learned_direction_derivative,0.25388684134834383,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,projected_direction_derivative,0.1700202924340823,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,realized_path_derivative,0.1697833244624887,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,forward_kl_training,0.00011966465917475253,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,forward_kl_validation,0.00011922007862940232,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,forward_kl_exact,0.00012035459500067976,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,old_new_kl,0.00018596607903102955,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,direction_realization_residual,0.024228460801334332,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,seconds,0.055241200141608715,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,learned_q_0,0.0028363028342749024,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,learned_q_1,0.3495068919309249,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,candidate_p_0,0.30891665820262015,,1,,,training_seed_or_data_batch,True
P-A,AN,mc_raw,shared_offset,2048,1000,AN,False,candidate_p_1,0.7087677458353416,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,1000,,False,source_steps_total,2548.0,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,1000,,False,actual_return_gain,3.969802092311249,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,1000,,False,realized_path_derivative,2.25683035186246,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,1000,,False,old_new_kl,1.8835612522022895,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,1000,,False,candidate_p_0,0.9914225115186857,,1,,,training_seed_or_data_batch,True
P-A,DA,mc_raw,shared_offset,2048,1000,,False,candidate_p_1,0.9984134337452484,,1,,,training_seed_or_data_batch,True
