experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,45,1,712,256,256,0,0,200,356,1424,262144,0.321796875,0.4023,0.3530617049642029,0.034047704964202896,0.00046357780805957884,public_state_tabular_independent_mc,0,0.6156492982807455,0.03577319998294115,True,accepted_return_check_disabled,0.1,1,5.621977295252254e-09,-0.09235171529478464,100,5.0,0.430824551836283,0.17393501452686871,0.02217878325325251,0.002126284610131682,0.09386018123295996,0.08662127612881569
T-L,AN,mc_learned_baseline,False,45,2,1424,512,512,0,0,400,712,2848,262144,0.31523437500000007,0.3471,0.38560079463814045,0.03253908967393754,0.000426283570802772,public_state_tabular_independent_mc,0,0.6049147464917899,0.07578910002484918,True,accepted_return_check_disabled,0.1,1,6.572407150239408e-09,-0.08728482764384482,100,5.0,0.42000564229014936,0.16951374056196367,0.036672429804146645,0.0030834120768563748,0.0868331757844921,0.0864811564642958
T-L,AN,mc_learned_baseline,False,45,3,2136,768,768,0,0,600,1068,4272,262144,0.33234375000000005,0.3237,0.4202832520246603,0.03468245738651987,0.0004694412298740859,public_state_tabular_independent_mc,0,0.5938644275490185,0.11095989996101707,True,accepted_return_check_disabled,0.1,1,3.639194239454064e-09,-0.09584716753285352,100,5.0,0.413397168417783,0.18398355024446508,0.00015636184876877124,0.0001885723496929619,0.09545264944442326,0.08961477836266575
T-L,AN,mc_learned_baseline,False,45,4,2848,1024,1024,0,0,800,1424,5696,262144,0.410390625,0.46709999999999996,0.4519194935577947,0.03163624153313438,0.000396752699818757,public_state_tabular_independent_mc,0,0.5825728125846701,0.18413970002438873,True,accepted_return_check_disabled,0.1,1,4.096729583530421e-09,-0.08148881670492067,100,5.0,0.4014848618489404,0.17174996556648126,0.0033045155741955323,0.0009942091580751994,0.08080043566423092,0.0883044760252158
T-L,AN,mc_learned_baseline,False,45,5,3560,1280,1280,0,0,1000,1780,7120,262144,0.445078125,0.3536999999999999,0.4866768161244234,0.03475732256662867,0.00048253833111726807,public_state_tabular_independent_mc,0,0.5700667389333699,0.23681829997804016,True,accepted_return_check_disabled,0.1,1,3.884860194586083e-09,-0.0982195030377992,100,5.0,0.3961107787359248,0.16733381072269915,0.012066298232515815,0.0002703408729687889,0.09824120884051088,0.08811898337464943
T-L,AN,mc_learned_baseline,False,45,6,4272,1536,1536,0,0,1200,2136,8544,262144,0.52875,0.5327999999999998,0.5157122386117476,0.02903542248732427,0.0003568366857717391,public_state_tabular_independent_mc,0,0.5580819961925786,0.27262509998399764,True,accepted_return_check_disabled,0.1,1,6.063279277355597e-09,-0.07361157877096008,100,5.0,0.3638364925500882,0.15193945155923502,0.014664511912241607,0.003598471870206437,0.07290826086306487,0.08309173625856084
T-L,AN,mc_learned_baseline,False,45,7,4984,1792,1792,0,0,1400,2492,9968,262144,0.47953124999999996,0.5226000000000001,0.5500115306159167,0.034299292004169035,0.0004988578871936906,public_state_tabular_independent_mc,0,0.5444620770690358,0.3099048000294715,True,accepted_return_check_disabled,0.1,1,2.805104343998959e-09,-0.10151879662636651,100,5.0,0.3833431087896071,0.16383871657110066,-0.0011056403184541708,0.0017203031288977205,0.10211089492194529,0.08323029145318626
T-L,AN,mc_learned_baseline,False,45,8,5696,2048,2048,0,0,1600,2848,11392,262144,0.4940625,0.579,0.5798829772497094,0.02987144663379271,0.00043034408702059845,public_state_tabular_independent_mc,0,0.5335184068566335,0.34684779995586723,True,accepted_return_check_disabled,0.1,1,8.096262320400591e-09,-0.08858661201949494,100,5.0,0.37686496601208075,0.1666152712898922,0.003983382682701597,0.008347165793775606,0.08838888891190513,0.07365212329959706
T-L,AN,mc_learned_baseline,False,45,9,6408,2304,2304,0,0,1800,3204,12816,262144,0.5182031250000001,0.6383999999999999,0.6103942676586941,0.030511290408984704,0.00043230941080554103,public_state_tabular_independent_mc,0,0.5202559267476679,0.38196479994803667,True,accepted_return_check_disabled,0.1,1,3.1984568221507933e-09,-0.0884116412101647,100,5.0,0.3823103759765626,0.16624713512390482,-0.014702153623702419,0.0015512843310266564,0.08860180313498761,0.07709697683718797
T-L,AN,mc_learned_baseline,False,45,10,7120,2560,2560,0,0,2000,3560,14240,262144,0.6288281250000001,0.6431999999999999,0.6372986556227174,0.02690438796402328,0.00034745397045861284,public_state_tabular_independent_mc,0,0.5077375476299464,0.42016390000935644,True,accepted_return_check_disabled,0.1,1,3.1279353794570084e-09,-0.07047577087825894,100,5.0,0.3149035167530744,0.12969621306729479,0.019588825312210068,5.340586377263512e-05,0.07099051155643261,0.07483227114624509
