condition,seed,status,run_dir,seconds,source_episodes,budget,unused_budget,rounds,stop_reason,initial_return,final_return,budget_normalized_auc,accepted_updates,declining_updates,decline_fraction,total_decline,candidate_count,return_check_rejections,mean_fit_kl,direction_train_episodes,pg_train_episodes,critic_episodes,direction_check_episodes,return_old_episodes,return_candidate_episodes,optimizer_updates
ours,40,complete,D:\manifold\manifold\manifold_project\experiments\pair_coordination\results\suite_20260917_160336_474853\training\ours\seed_40,173.24613679992035,262144,262144,0,55,source_budget,0.38376000000000016,1.962665599833562,1.799214125579009,43,0,0.0,-0.0,73,30,0.0001758988849666134,56320,0,0,56320,74752,74752,65536
ours,41,complete,D:\manifold\manifold\manifold_project\experiments\pair_coordination\results\suite_20260917_160336_474853\training\ours\seed_41,167.3269301999826,262144,262144,0,56,source_budget,0.38376000000000016,1.9626655998589053,1.799717772960593,48,0,0.0,-0.0,72,24,0.00019667627318283335,57344,0,0,57344,73728,73728,65536
ours,42,complete,D:\manifold\manifold\manifold_project\experiments\pair_coordination\results\suite_20260917_160336_474853\training\ours\seed_42,175.42771920002997,260096,262144,2048,53,source_budget,0.38375999999999993,1.9626655998144535,1.800133564792282,43,0,0.0,-0.0,74,31,0.00015410214996152568,54272,0,0,54272,75776,75776,65024
sampled,40,complete,D:\manifold\manifold\manifold_project\experiments\pair_coordination\results\suite_20260917_160336_474853\training\sampled\seed_40,158.36535800015554,262144,262144,0,55,source_budget,0.38376000000000016,1.962665599844402,1.7998951178230347,43,0,0.0,-0.0,73,30,0.00018408416064544394,56320,0,0,56320,74752,74752,65536
sampled,41,complete,D:\manifold\manifold\manifold_project\experiments\pair_coordination\results\suite_20260917_160336_474853\training\sampled\seed_41,176.06782510015182,262144,262144,0,56,source_budget,0.38376000000000016,1.96266559986225,1.7998620262195517,48,0,0.0,-0.0,72,24,0.00021772421151107843,57344,0,0,57344,73728,73728,65536
sampled,42,complete,D:\manifold\manifold\manifold_project\experiments\pair_coordination\results\suite_20260917_160336_474853\training\sampled\seed_42,156.94138279999606,260096,262144,2048,53,source_budget,0.38375999999999993,1.9626655998149483,1.8004646542936344,43,0,0.0,-0.0,74,31,0.00016212056675361192,54272,0,0,54272,75776,75776,65024
pg,40,complete,D:\manifold\manifold\manifold_project\experiments\pair_coordination\results\suite_20260917_160336_474853\training\pg\seed_40,94.68883770005777,262144,262144,0,256,source_budget,0.38376000000000016,1.961242732645375,1.8712656308413242,256,0,0.0,-0.0,0,0,,0,262144,0,0,0,0,256
pg,41,complete,D:\manifold\manifold\manifold_project\experiments\pair_coordination\results\suite_20260917_160336_474853\training\pg\seed_41,94.78976180008613,262144,262144,0,256,source_budget,0.38376000000000016,1.961403473004614,1.870523773809672,256,0,0.0,-0.0,0,0,,0,262144,0,0,0,0,256
pg,42,complete,D:\manifold\manifold\manifold_project\experiments\pair_coordination\results\suite_20260917_160336_474853\training\pg\seed_42,94.44627499999478,262144,262144,0,256,source_budget,0.38375999999999993,1.9614968652740956,1.8736114654809521,256,0,0.0,-0.0,0,0,,0,262144,0,0,0,0,256
