experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,47,1,712,256,256,0,0,200,356,1424,262144,0.230859375,0.36810000000000004,0.3561679888708066,0.037153988870806565,0.00054044081175724,public_state_tabular_independent_mc,0,0.6149537088238489,0.04005349997896701,True,accepted_return_check_disabled,0.1,1,1.11187082700531e-09,-0.10800979693380915,100,5.0,0.4343011194143328,0.19387106449441005,0.0008492530627974837,0.00115915500212961,0.10981593619685642,0.08758840573681775
T-L,AN,mc_learned_baseline,False,47,2,1424,512,512,0,0,400,712,2848,262144,0.349453125,0.31139999999999995,0.39013995534544704,0.03397196647464046,0.0004506797911283197,public_state_tabular_independent_mc,0,0.6048725142535942,0.07850790000520647,True,accepted_return_check_disabled,0.1,1,8.006212023043542e-09,-0.09128336356425243,100,5.0,0.40977702728878684,0.18464251290925415,-0.0002927601113200673,0.00013785420077099884,0.09140243200621437,0.08930141129763039
T-L,AN,mc_learned_baseline,False,47,3,2136,768,768,0,0,600,1068,4272,262144,0.39117187499999995,0.42119999999999996,0.4253018781023528,0.03516192275690577,0.00048428131295633677,public_state_tabular_independent_mc,0,0.5934778309882046,0.117005999898538,True,accepted_return_check_disabled,0.1,1,1.0056984056411719e-09,-0.09819811929425003,100,5.0,0.41316331906220416,0.17034652473257947,0.007585481626966706,0.00023743166141069162,0.09847427401065764,0.08921229093489827
T-L,AN,mc_learned_baseline,False,47,4,2848,1024,1024,0,0,800,1424,5696,262144,0.40757812499999996,0.5052,0.45922586161332973,0.03392398351097692,0.0004627153168668245,public_state_tabular_independent_mc,0,0.5820336282212724,0.15696489997208118,True,accepted_return_check_disabled,0.1,1,8.546644423689288e-09,-0.09795779318476064,100,5.0,0.39332689243559876,0.18075551614751256,-0.011672684923279553,0.0013936495930815486,0.09525162088159889,0.08745652444248361
T-L,AN,mc_learned_baseline,False,47,5,3560,1280,1280,0,0,1000,1780,7120,262144,0.5303906249999999,0.4115999999999999,0.4898708717752268,0.03064501016189708,0.00038053260310925074,public_state_tabular_independent_mc,0,0.5707299068626117,0.1978617999702692,True,accepted_return_check_disabled,0.1,1,1.9349878749502723e-09,-0.0771259999962417,100,5.0,0.35882873076892796,0.15821405068682512,-0.015028162874914486,0.0007462307625031924,0.07734661613797124,0.08678698710874351
T-L,AN,mc_learned_baseline,False,47,6,4272,1536,1536,0,0,1200,2136,8544,262144,0.48539062499999996,0.594,0.5217741639560265,0.03190329218079968,0.00042416130115021506,public_state_tabular_independent_mc,0,0.5585221616020855,0.23403890000190586,True,accepted_return_check_disabled,0.1,1,7.708485441626999e-09,-0.08772467408045284,100,5.0,0.3820805353136182,0.16266829631961766,0.0015147379585068732,0.0007808830673975594,0.08746375192537051,0.08510536546582867
T-L,AN,mc_learned_baseline,False,47,7,4984,1792,1792,0,0,1400,2492,9968,262144,0.534609375,0.4512,0.5542931337647176,0.03251896980869107,0.00045080405691411,public_state_tabular_independent_mc,0,0.5454670214363079,0.27193299995269626,True,accepted_return_check_disabled,0.1,1,6.1655402890271575e-09,-0.09189702359954621,100,5.0,0.3675604625857144,0.15151660733150696,0.013622158486548686,0.0002343195837626326,0.0922413488295191,0.08335376897162414
T-L,AN,mc_learned_baseline,False,47,8,5696,2048,2048,0,0,1600,2848,11392,262144,0.580078125,0.5852999999999999,0.5844201193212879,0.03012698555657034,0.00040209717901411996,public_state_tabular_independent_mc,0,0.5325170220168264,0.3092101999791339,True,accepted_return_check_disabled,0.1,1,4.199112240841361e-09,-0.08088254516776551,100,5.0,0.3396434423403538,0.14474825121915597,-0.00633016229293526,0.00016444096397189668,0.08174573966474197,0.08060352000137205
T-L,AN,mc_learned_baseline,False,47,9,6408,2304,2304,0,0,1800,3204,12816,262144,0.5948437500000001,0.6362999999999999,0.610413802386422,0.025993683065134054,0.00034637571712670004,public_state_tabular_independent_mc,0,0.5198785623104061,0.3464396999916062,True,accepted_return_check_disabled,0.1,1,3.0306000111455936e-09,-0.07211418252707363,100,5.0,0.3293182705835576,0.12798229297207087,0.028623060951858625,0.008122320784237146,0.07012616898982012,0.06957044285373236
T-L,AN,mc_learned_baseline,False,47,10,7120,2560,2560,0,0,2000,3560,14240,262144,0.6051562500000001,0.6668999999999998,0.637460003297175,0.02704620091075305,0.0003562415367408962,public_state_tabular_independent_mc,0,0.5070066803277551,0.38171859993599355,True,accepted_return_check_disabled,0.1,1,3.0292133005213413e-09,-0.07436511143787358,100,5.0,0.3232759100166488,0.13839684134965602,0.004322999254371962,0.001060835909497411,0.07362472985178284,0.07386945151088267
