condition,seed,budget_checkpoint,actor_source_steps,episodes,distance,coverage,all_covered,collision_pairs,collisions_per_agent,J,mean_reward,mean_coverage,tail_coverage,tail_all_covered,J_se,coverage_se,distance_se,mean_reward_se,mean_coverage_se,tail_coverage_se,tail_all_covered_se
mappo,40,10000000,10000000,1024,0.09025795445609763,0.7724609375,0.423828125,0.085478515625,0.0427392578125,-25.279570533262138,-0.34723680195248485,0.6034521484375,0.7451806640625,0.39023437499999997,0.29913871385979424,0.007479836963210381,0.0020658048995267986,0.0044697756682156985,0.004659435492623392,0.00575591166813838,0.009682810515058994
mappo,40,10500000,10499200,1024,0.08860408033629816,0.796630859375,0.498046875,0.09045898437500001,0.045229492187500005,-24.7169895168565,-0.3391754563405488,0.6258056640625,0.77072265625,0.44599609375,0.3199747525881528,0.007612818156964334,0.0025187450069696043,0.00490701716495458,0.004792414305378963,0.005900758791767052,0.01054498723802864
mappo,40,11000000,11000000,1024,0.09157534233609595,0.770263671875,0.4326171875,0.081708984375,0.0408544921875,-25.02742268326262,-0.34431926286033104,0.6001831054687501,0.741826171875,0.39138671875,0.30345835942940264,0.007655405461467384,0.0022618050757874882,0.004644023397622223,0.004797104116789203,0.005956255832099747,0.009712405061733933
mappo,40,11500000,11499200,1024,0.09697281978645447,0.73193359375,0.341796875,0.061669921875000006,0.030834960937500003,-25.07565502933012,-0.34631224086067136,0.5731396484375,0.7048632812500001,0.30486328125,0.30149764071179586,0.007656885639296494,0.002235544768373588,0.004570152945070435,0.0046330698630474695,0.005767740174054662,0.008758558954330573
mappo,40,12000000,12000000,1024,0.09367695137964105,0.775390625,0.4326171875,0.096650390625,0.0483251953125,-24.96866612730663,-0.34558639712019534,0.612900390625,0.7477392578125,0.39380859375,0.32742749296384815,0.007494591396956911,0.002476616778662091,0.005041098892276845,0.004673009416545308,0.005761406890611688,0.009563753683554093
mappo,40,12500000,12499200,1024,0.09619992644072417,0.74853515625,0.380859375,0.090732421875,0.0453662109375,-25.202999970408115,-0.34931231941333973,0.5958349609375,0.7262158203125,0.3591015625,0.32266135462091416,0.007777923408071469,0.0023640765424304735,0.004918643913549677,0.004638214714005024,0.005919204566684056,0.009477666373256406
mappo,40,13000000,13000000,1024,0.09394415765679472,0.765869140625,0.4169921875,0.08275390625000001,0.041376953125000004,-24.78881182326066,-0.3428754479404848,0.6092602539062499,0.74119140625,0.37310546874999995,0.3269569435799691,0.007634339938223208,0.002288385208263954,0.0049426677126678574,0.004635279378980412,0.005672180022777758,0.00933729611780815
mappo,40,13500000,13499200,1024,0.08437427550054616,0.796875,0.498046875,0.09000976562500002,0.04500488281250001,-24.034257441746437,-0.3290220660096618,0.6392822265625001,0.777939453125,0.459296875,0.30707063565351206,0.007560229304935549,0.002093244522189665,0.004596113507398512,0.004751216257863684,0.00579249431976225,0.010318181815027831
mappo,40,14000000,14000000,1024,0.09100220224701569,0.775146484375,0.419921875,0.07830078125,0.039150390625,-24.685226951710142,-0.3401127264019265,0.6156909179687501,0.7493603515625,0.39291015625000003,0.3075791297197655,0.007297772154144732,0.002234567595891543,0.0046557532372134,0.004686597993364296,0.0057201569299465,0.009925767659338775
mappo,40,14500000,14499200,1024,0.09232541704062205,0.7666015625,0.41796875,0.085673828125,0.0428369140625,-25.07866696149394,-0.34582216434767143,0.60536865234375,0.740576171875,0.3863671875,0.3109040666100229,0.007660126571950214,0.0023747095911127083,0.0047063781478366975,0.0046737032810758765,0.005868317858497707,0.009433533765733158
