experiment,method,direction_method,label,seed,actor_class,fit_steps,sample_episodes,source_steps_total,eta,ideal_return_gain,actual_return_gain,learned_direction_derivative,projected_direction_derivative,projection_reference,realized_path_derivative,forward_kl_training,forward_kl_validation,forward_kl_exact,old_new_kl,direction_realization_residual,seconds,learned_q_0,learned_q_1,candidate_p_0,candidate_p_1,direction_status
P-A,AN,AN,mc_raw,47,table,1,2048,2548,0.1,0.02701806492491593,0.009643471565832062,0.26271218718748984,0.26271218718748984,exact_population_Fisher_projection_diagnostic,0.09676806115475664,0.00013439773948285816,0.00013496161023797575,0.0001358002502572113,9.411892067407254e-05,0.027750571366269496,0.00039299996569752693,-0.03845641701949417,0.3662551155422481,0.2937381355094064,0.7062619516471293,
P-A,DA,,mc_raw,47,table,1,2048,2548,,,0.009643464951605674,,,,0.009676800640923919,,,,9.412005625737701e-05,,,,,0.29373805086755256,0.7062619579220152,not_applicable
P-A,AN,AN,mc_raw,47,table,10,2048,2548,0.1,0.02701806492491593,0.02878535198298915,0.26271218718748984,0.26271218718748984,exact_population_Fisher_projection_diagnostic,0.2807095834378653,4.08283604741627e-06,4.075636221741794e-06,4.064927984282667e-06,0.0003979420282516365,0.0008274063853479089,0.0008561001159250736,-0.03845641701949417,0.3662551155422481,0.29692229150747046,0.7163214179643566,
P-A,DA,,mc_raw,47,table,10,2048,2548,,,0.09247799355002939,,,,0.09632900006906842,,,,0.008975976206757174,,,,,0.24123210093102151,0.7587679780818692,not_applicable
P-A,AN,AN,mc_raw,47,table,100,2048,2548,0.1,0.02701806492491593,0.02704869734911236,0.26271218718748984,0.26271218718748984,exact_population_Fisher_projection_diagnostic,0.2630157565347613,7.792105873743168e-10,7.801007513045712e-10,7.814246842959948e-10,0.00033807410544429555,1.5967060525541137e-07,0.006287200376391411,-0.03845641701949417,0.3662551155422481,0.29837083441059936,0.7151727545863419,
P-A,DA,,mc_raw,47,table,100,2048,2548,,,0.43162499530737364,,,,0.705458545347374,,,,0.34642733648037777,,,,,0.04589769059215291,0.9541024346127567,not_applicable
P-A,AN,AN,mc_raw,47,table,1000,2048,2548,0.1,0.02701806492491593,0.027018064924915597,0.26271218718748984,0.26271218718748984,exact_population_Fisher_projection_diagnostic,0.26271218718748823,2.7132102041076902e-17,2.718293736717488e-17,2.7258544300980067e-17,0.0003371823517407097,1.7651043940092018e-29,0.060718500055372715,-0.03845641701949417,0.3662551155422481,0.2983873191522187,0.715153931294635,
P-A,DA,,mc_raw,47,table,1000,2048,2548,,,0.5153139071271672,,,,1.8010873207784996,,,,1.3200517167419703,,,,,0.0016082214429764857,0.9983917914377363,not_applicable
P-A,AN,AN,mc_raw,47,shared_offset,1,2048,2548,0.1,0.02701806492491593,0.012670925596162008,0.26271218718748984,0.16480437323015318,exact_population_Fisher_projection_diagnostic,0.12095985389640787,0.0001743837210305035,0.00017455418424450867,0.0001748077126848057,9.442233441515763e-05,0.0355035350434619,0.0003140997141599655,-0.03845641701949417,0.3662551155422481,0.3063375422908596,0.70626195109112,
P-A,DA,,mc_raw,47,shared_offset,1,2048,2548,,,0.01267094001800817,,,,0.012095998561586031,,,,9.442253997162445e-05,,,,,0.3063375492327509,0.7062619578683996,not_applicable
P-A,AN,AN,mc_raw,47,shared_offset,10,2048,2548,0.1,0.02701806492491593,0.009250454977926759,0.26271218718748984,0.16480437323015318,exact_population_Fisher_projection_diagnostic,0.08936354316722642,0.00019638217868603102,0.00019708451124633038,0.0001981290842917205,5.15475038636349e-05,0.04037210854526037,0.0006939000450074673,-0.03845641701949417,0.3662551155422481,0.30467488226303335,0.7046336220014935,
P-A,DA,,mc_raw,47,shared_offset,10,2048,2548,,,0.17505865548739152,,,,0.1203213500143546,,,,0.00925852372954033,,,,,0.3661238756416353,0.7587271740194508,not_applicable
P-A,AN,AN,mc_raw,47,shared_offset,100,2048,2548,0.1,0.02701806492491593,0.01685469409429008,0.26271218718748984,0.16480437323015318,exact_population_Fisher_projection_diagnostic,0.15866566121680456,0.0001649698049828765,0.00016450389485463872,0.00016381095081496755,0.0001624215434776529,0.033069029201623176,0.006178900133818388,-0.03845641701949417,0.3662551155422481,0.3083283082722224,0.7081982556993487,
P-A,DA,,mc_raw,47,shared_offset,100,2048,2548,,,2.3900762909540934,,,,0.8479367588571345,,,,0.4026574835533507,,,,,0.7782884316383243,0.9502784031906787,not_applicable
P-A,AN,AN,mc_raw,47,shared_offset,1000,2048,2548,0.1,0.02701806492491593,0.016914171914894305,0.26271218718748984,0.16480437323015318,exact_population_Fisher_projection_diagnostic,0.15919460641578567,0.00016496800342800347,0.00016449315082888642,0.000163786906730856,0.0001635056719147137,0.03306100188180741,0.05427390011027455,-0.03845641701949417,0.3662551155422481,0.3083562861312446,0.708225365169548,
P-A,DA,,mc_raw,47,shared_offset,1000,2048,2548,,,3.942863700039405,,,,2.1214541422158715,,,,1.7308605017074081,,,,,0.9880410601335706,0.9977818051190697,not_applicable
