experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,41,1,712,256,256,0,0,200,356,1424,262144,0.39515625,0.33449999999999996,0.3521162189510512,0.0331022189510512,0.0004327707544631998,public_state_tabular_independent_mc,0,0.6160723136013208,0.03556570003274828,True,accepted_return_check_disabled,0.1,1,7.512015959799867e-09,-0.08987644669634892,100,5.0,0.41503414652999293,0.17016350747477604,0.018645491579012186,0.0007994833883203897,0.08707110214775939,0.08794807735062697
T-L,AN,mc_learned_baseline,False,41,2,1424,512,512,0,0,400,712,2848,262144,0.32953125,0.4044,0.38752028330450233,0.035404064353451115,0.0004936864721242315,public_state_tabular_independent_mc,0,0.6059906724451214,0.07955369993578643,True,accepted_return_check_disabled,0.1,1,7.932483429772417e-09,-0.09925067727103686,100,5.0,0.4215926101665281,0.1886726829380224,-0.02399911549834055,0.0011813156817354175,0.09945549508405757,0.08814981905677957
T-L,AN,mc_learned_baseline,False,41,3,2136,768,768,0,0,600,1068,4272,262144,0.34992187499999994,0.30179999999999996,0.42079802679710476,0.03327774349260243,0.0004335130667508574,public_state_tabular_independent_mc,0,0.5952846215527577,0.11932960001286119,True,accepted_return_check_disabled,0.1,1,8.069728566490038e-09,-0.08780964594515557,100,5.0,0.4112931667936045,0.16879885749200557,0.01770667930838532,2.2820972215497654e-05,0.08800654295408222,0.08940122893796298
T-L,AN,mc_learned_baseline,False,41,4,2848,1024,1024,0,0,800,1424,5696,262144,0.345703125,0.3389999999999999,0.4565673741960885,0.03576934739898374,0.0005104139613389736,public_state_tabular_independent_mc,0,0.5826990963996737,0.1578284000279382,True,accepted_return_check_disabled,0.1,1,8.908056235919869e-09,-0.10240051305013873,100,5.0,0.4351927019830286,0.17416168751283978,0.03492536322306672,0.0014081836062141328,0.10299989394579853,0.08750299166107514
T-L,AN,mc_learned_baseline,False,41,5,3560,1280,1280,0,0,1000,1780,7120,262144,0.43171875,0.5901,0.4878414216727361,0.03127404747664758,0.00039667232845226515,public_state_tabular_independent_mc,0,0.5712630559565431,0.19357420003507286,True,accepted_return_check_disabled,0.1,1,4.639281254798796e-09,-0.08306888830007292,100,5.0,0.3973304734978847,0.16624099091209607,0.01115154001555474,0.0010664418757378173,0.08053379317148071,0.08677635433918982
T-L,AN,mc_learned_baseline,False,41,6,4272,1536,1536,0,0,1200,2136,8544,262144,0.456796875,0.4476,0.5179913529446902,0.030149931271954145,0.00037419957210948644,public_state_tabular_independent_mc,0,0.5599580151099409,0.23103160003665835,True,accepted_return_check_disabled,0.1,1,5.477874616918816e-09,-0.07650719525538816,100,5.0,0.38993053548353973,0.16626608170386842,0.0030602345435029044,0.0006145483089021246,0.0763751958375968,0.08574296798124492
T-L,AN,mc_learned_baseline,False,41,7,4984,1792,1792,0,0,1400,2492,9968,262144,0.453984375,0.5397,0.549057298337003,0.031065945392312777,0.0004084090127791246,public_state_tabular_independent_mc,0,0.5471784920261907,0.26964139996562153,True,accepted_return_check_disabled,0.1,1,1.3958956340132188e-09,-0.08228226450410599,100,5.0,0.39780712739680313,0.16020773345067468,0.03099713023034556,0.0002913872571711643,0.08316911527440454,0.08396155865926411
T-L,AN,mc_learned_baseline,False,41,8,5696,2048,2048,0,0,1600,2848,11392,262144,0.520546875,0.6716999999999999,0.5798115407132054,0.03075424237620239,0.0004164083141746,public_state_tabular_independent_mc,0,0.5346538202911735,0.30808640003670007,True,accepted_return_check_disabled,0.1,1,1.614003329761433e-09,-0.08520771980075975,100,5.0,0.38255033625304935,0.16316214917705835,-0.0007959548391853755,0.0005323556684676891,0.08520752821229255,0.08113705552590861
T-L,AN,mc_learned_baseline,False,41,9,6408,2304,2304,0,0,1800,3204,12816,262144,0.6581250000000001,0.5562,0.6057112435749354,0.025899702861730045,0.0003078570774433818,public_state_tabular_independent_mc,0,0.5227863541816242,0.3473750000121072,True,accepted_return_check_disabled,0.1,1,1.0881401936623818e-09,-0.061448717586588694,100,5.0,0.318545546627261,0.13328877121822252,0.011878054176162722,0.0015622172601858155,0.06287494709515035,0.07691997586076799
T-L,AN,mc_learned_baseline,False,41,10,7120,2560,2560,0,0,2000,3560,14240,262144,0.6466406250000001,0.6759,0.6341912200874191,0.028479976512483685,0.0003895709553530947,public_state_tabular_independent_mc,0,0.5091992194259364,0.38497100002132356,True,accepted_return_check_disabled,0.1,1,8.403699626239548e-10,-0.07829495490612018,100,5.0,0.3082402394612631,0.12880564077291823,0.002440945311581455,0.0006941043429550117,0.0797557555796492,0.07481862192956149
