condition,seed,status,rounds,source_steps,unused_budget,evaluation_steps,AUC,J,distance,coverage,all_covered,collision_pairs,collisions_per_agent,coverage_cost,accepted_rounds,direction_rejections,direction_checks,candidates,return_checks,return_rejections,fit_kl_after,train_seconds,evaluation_seconds,optimizer_steps,optimizer_steps_by_module,actor_parameters,critic_parameters,direction_parameters,cost_train
no_checks,40,complete,6250,10000000,0,210000,-45.11531442580153,-40.43180071627534,0.208979570794655,0.2825,0.02,0.1524,0.0762,,6250,0,0,6250,0,0,3.4163810747850223e-06,15564.01958016865,225.77376159932464,1050000,"{""critic"": 250000, ""direction"": 400000, ""actor_fit"": 400000}",39941,25089,39941,10000000
