experiment,method,label,data_seed,dataset_sha256,sample_episodes,source_steps_total,source_steps_training,source_steps_validation,direction_error,direction_norm,exact_score,validation_score,validation_score_variance,validation_gradient_trace_variance,fixed_oracle_q_score_variance,fixed_oracle_q_gradient_trace_variance,curvature_min,curvature_max,optimization_seconds,direction_loss,direction_steps,q_bound,q_coefficient_0,q_coefficient_1
P-E,AN,mc_raw,1002,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,32,532,32,500,0.05597935202856583,0.17023523890455267,0.010548647971434094,0.07574731504216442,1.71169124271047,5.610046362181194,0.4527643795025741,5.558760725863676,0.84,0.8400000000000001,0.00518410000950098,-0.1714371811073256,100,5.0,0.4537624062430274,0.4477738829813383
P-E,SA,mc_raw,1002,5611e1dbe7a7be4a4dcba9c2ce8f1012a1d306922dd5a74381c6f001f10c1ae6,32,532,32,500,0.048907889326310156,0.15411619477483526,0.017620110673689765,0.07978545098560053,1.5510573963978826,5.736810132519072,0.47894517264758407,5.893956065021998,0.36,1.9599999999999997,0.004753999877721071,-0.16273056553141796,100,5.0,0.43308804910382404,0.42513832481442626
P-E,AN,exact_advantage,1003,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,32,532,32,500,0.005247551106039499,0.10914437869387078,0.06128044889396042,0.08474659395504636,0.48047084686385916,3.2447112559614895,0.29583496667814146,3.2772833716838177,0.84,0.8400000000000001,0.005377000197768211,-0.1156743570887422,100,5.0,0.07712914951477019,0.46107523225142133
P-E,SA,exact_advantage,1003,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,32,532,32,500,0.017334933270360675,0.15161158034586922,0.04919306672963927,0.07712362575523951,0.6475649356563726,3.4889664564086473,0.30748461925401316,3.4348443345054522,0.36,1.9599999999999997,0.004903299733996391,-0.13540715942851184,100,5.0,0.0746051565092783,0.5450743142775972
P-E,AN,mc_raw,1003,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,32,532,32,500,0.015541736682700308,0.1452340749222479,0.05098626331729961,0.08143073116954781,0.7012133679611883,3.66347538437725,0.3440521634380356,3.7293650503976856,0.84,0.8400000000000001,0.004978899843990803,-0.15180966966508913,100,5.0,0.04842861918116576,0.5353496922237737
P-E,SA,mc_raw,1003,5ff65f409ab050b6b6b3515e68e18051dd0aed66d3038febcb7f6c65158cd6f2,32,532,32,500,0.034963600173921285,0.1964635164957564,0.031564399826078615,0.06739466731737376,0.9307725722966086,4.128248714808391,0.36169823188857503,3.9738563921211307,0.36,1.9599999999999997,0.004884200170636177,-0.17805768936325062,100,5.0,0.04692703233234649,0.6231696935025214
P-E,AN,exact_advantage,1004,84f6d0414206a17b2dbd11aa12bd421b79b5831c38d0ec18936cb42076800ec8,32,532,32,500,0.004898717165577248,0.09340925344211035,0.06162928283442265,0.05049923847870544,0.3291443228904393,3.116190902851907,0.27946595443222405,3.1550617417368487,0.84,0.8400000000000001,0.005822700448334217,-0.09781752884790063,100,5.0,-0.02499899723846278,0.43002230997902313
P-E,SA,exact_advantage,1004,84f6d0414206a17b2dbd11aa12bd421b79b5831c38d0ec18936cb42076800ec8,32,532,32,500,0.003727289292366866,0.08582003018045715,0.06280071070763303,0.05208387103021802,0.30307486036736186,3.3331616674626723,0.2908357847002225,3.3123847511733215,0.36,1.9599999999999997,0.004756299778819084,-0.09336906049403174,100,5.0,-0.02370749943001302,0.4121930865991744
P-E,AN,mc_raw,1004,84f6d0414206a17b2dbd11aa12bd421b79b5831c38d0ec18936cb42076800ec8,32,532,32,500,0.0033290807559696804,0.09924192664422438,0.06319891924403026,0.04825456743684286,0.4803616479907593,3.464484550455518,0.31642045903018157,3.4803376722659873,0.84,0.8400000000000001,0.00543400039896369,-0.1038928403300262,100,5.0,0.08894775685301662,0.4377603404209135
P-E,SA,mc_raw,1004,84f6d0414206a17b2dbd11aa12bd421b79b5831c38d0ec18936cb42076800ec8,32,532,32,500,0.0019545739718610454,0.09094716443803465,0.06457342602813888,0.05024769340901443,0.43946786067937715,3.751189348565319,0.33352350190081875,3.720172885527714,0.36,1.9599999999999997,0.004739199765026569,-0.09913632249474807,100,5.0,0.08316683955492082,0.4193322957873655
P-E,AN,exact_advantage,1005,0049025a2c9cb121fa2f0506e06802b4696bbd28794997d36010f84dfe343f47,32,532,32,500,0.018522531570584425,0.015205588497588721,0.048005468429415506,0.04627893797111453,0.07084683755409499,3.794291465382964,0.33425290018689496,3.743394852887996,0.84,0.8400000000000001,0.004999099764972925,-0.014980568310117208,100,5.0,0.004897329762392967,0.1736485796709231
P-E,SA,exact_advantage,1005,0049025a2c9cb121fa2f0506e06802b4696bbd28794997d36010f84dfe343f47,32,532,32,500,0.01779210706922314,0.015893660241986553,0.0487358929307768,0.046972198492381975,0.07406451655039464,3.899256140191364,0.350220773705965,3.9641783503789783,0.36,1.9599999999999997,0.005349900107830763,-0.015287219581346236,100,5.0,0.00513052254221613,0.17753166474829482
P-E,AN,mc_raw,1005,0049025a2c9cb121fa2f0506e06802b4696bbd28794997d36010f84dfe343f47,32,532,32,500,0.008636520130028254,0.027777248126961106,0.05789147986997167,0.053362785969719786,0.1555649226932094,4.291330154720626,0.39378872769635215,4.260265607160992,0.84,0.8400000000000001,0.005811200011521578,-0.027268901986599495,100,5.0,0.014569114829724414,0.23446125795579348
P-E,SA,mc_raw,1005,0049025a2c9cb121fa2f0506e06802b4696bbd28794997d36010f84dfe343f47,32,532,32,500,0.008052156587096867,0.02884563525687506,0.05847584341290306,0.05387582769807111,0.16186326413074673,4.4999719035441,0.4162427181553501,4.575658525990647,0.36,1.9599999999999997,0.0048557003028690815,-0.027830348678446117,100,5.0,0.01568206919818735,0.23889213414822325
P-E,AN,exact_advantage,1006,28a197c9f64827abe4f9589d0089f2b1b4114b4c77f470253b188f6c2b472e94,32,532,32,500,0.07099846221501746,0.2738608721420677,-0.004470462215017568,0.008469670242896611,1.3326115247277335,3.61147884470436,0.3188780312140693,3.694024526749497,0.84,0.8400000000000001,0.005620500072836876,-0.3039846352627934,100,5.0,0.17948913562646665,0.7224245149321846
P-E,SA,exact_advantage,1006,28a197c9f64827abe4f9589d0089f2b1b4114b4c77f470253b188f6c2b472e94,32,532,32,500,0.07002107556369236,0.2726043237667291,-0.0034930755636923827,0.010986354066745122,1.3040848209956828,4.096880567747774,0.3342471484603507,3.905844035462926,0.36,1.9599999999999997,0.005115499719977379,-0.3036753923645878,100,5.0,0.15801616076417613,0.724041106153619
P-E,AN,mc_raw,1006,28a197c9f64827abe4f9589d0089f2b1b4114b4c77f470253b188f6c2b472e94,32,532,32,500,0.09258242035589125,0.3148030254376048,-0.02605442035589134,0.0035926913045737836,1.881570541883536,4.197749003905939,0.39325279794468887,4.3025894942952565,0.84,0.8400000000000001,0.005286500323563814,-0.3507221625125198,100,5.0,0.1962415765240812,0.7739091289579549
P-E,SA,mc_raw,1006,28a197c9f64827abe4f9589d0089f2b1b4114b4c77f470253b188f6c2b472e94,32,532,32,500,0.09148828772329547,0.3134462588911149,-0.02496028772329556,0.006041327745130801,1.8493784636048738,4.940621266150103,0.4155188542116932,4.615244447978616,0.36,1.9599999999999997,0.005001199897378683,-0.35030686662359906,100,5.0,0.17548281429245402,0.7754919094343798
P-E,AN,exact_advantage,1007,2ff2edd833c4e9236e486277338678ec38170293467a02ed19482dfb97f7a1ad,32,532,32,500,0.0008096445003319864,0.06069674317632798,0.06571835549966795,0.07007856858671314,0.3648350784880047,4.000923720544195,0.37806814412179673,3.990245722595211,0.84,0.8400000000000001,0.005080400034785271,-0.053811022436664954,100,5.0,0.10038256242481357,0.3372125048474083
P-E,SA,exact_advantage,1007,2ff2edd833c4e9236e486277338678ec38170293467a02ed19482dfb97f7a1ad,32,532,32,500,0.006260881684598313,0.10929788351948226,0.060267118315401644,0.06553472494501823,0.654693341464931,4.333079213462877,0.3974775705514239,4.271389555989992,0.36,1.9599999999999997,0.0047947997227311134,-0.0722065922345711,100,5.0,0.13694982710477538,0.45205904102187894
P-E,AN,mc_raw,1007,2ff2edd833c4e9236e486277338678ec38170293467a02ed19482dfb97f7a1ad,32,532,32,500,0.0038404159957194334,0.10139866266013363,0.0626875840042805,0.05316195039371486,0.6579622375246474,4.525161907117256,0.44499747964867115,4.543615758104435,0.84,0.8400000000000001,0.005512800067663193,-0.08820145941696164,100,5.0,0.0485171282118035,0.4467869159361615
P-E,SA,mc_raw,1007,2ff2edd833c4e9236e486277338678ec38170293467a02ed19482dfb97f7a1ad,32,532,32,500,0.028835658768434407,0.1824109743587352,0.03769234123156551,0.023734347114684945,1.1783370503885537,5.233088663494815,0.4723121186392283,4.941454401920081,0.36,1.9599999999999997,0.004889599978923798,-0.11824609778318161,100,5.0,0.0667381465766515,0.5991303833783351
P-E,AN,exact_advantage,1008,7cec0aaf5ea9801a96238d235ddb7dac336979eeb8c7af27d3d12590585dfbda,32,532,32,500,0.17027762352767983,0.3646558302998407,-0.10374962352767991,-0.18053144519105552,2.218611495363606,3.418039130766812,0.32672026371378715,3.302359005276333,0.84,0.8400000000000001,0.005132399965077639,-0.3628965117010085,100,5.0,0.6816371195961175,0.6432501050210692
P-E,SA,exact_advantage,1008,7cec0aaf5ea9801a96238d235ddb7dac336979eeb8c7af27d3d12590585dfbda,32,532,32,500,0.17090541259100298,0.3908397642859656,-0.10437741259100308,-0.17886091392647946,2.339333410179333,3.8325630537808735,0.34144593731987927,3.5126283888434604,0.36,1.9599999999999997,0.005052899941802025,-0.3777965565189396,100,5.0,0.6200801331103133,0.7205156545633679
P-E,AN,mc_raw,1008,7cec0aaf5ea9801a96238d235ddb7dac336979eeb8c7af27d3d12590585dfbda,32,532,32,500,0.17893057972639612,0.3856166198680496,-0.11240257972639617,-0.19560607698263294,2.5875224348449297,3.7844586394538564,0.3734957587406407,3.679986062120685,0.84,0.8400000000000001,0.005176899954676628,-0.38494980520263344,100,5.0,0.6774069912604881,0.677637208592457
P-E,SA,mc_raw,1008,7cec0aaf5ea9801a96238d235ddb7dac336979eeb8c7af27d3d12590585dfbda,32,532,32,500,0.18301657532518445,0.41562399510843395,-0.11648857532518453,-0.1975740171476887,2.755177902335965,4.396079058571968,0.3947237868605606,3.985895309351143,0.36,1.9599999999999997,0.004862099885940552,-0.40261726804293513,100,5.0,0.6164689226668315,0.7558404784538222
P-E,AN,exact_advantage,1009,2ea76ada1a777fd3f68dea444743d9961a67c1f424633bf30e7f685dc159e1b9,32,532,32,500,0.002208323332169563,0.06118297866867134,0.06431967666783037,0.0772348117348558,0.28504365419518884,4.0362065122572055,0.36294676702893097,4.041959396893125,0.84,0.8400000000000001,0.005271899979561567,-0.06333234106434704,100,5.0,-0.01973704475293318,0.3480446786291337
P-E,SA,exact_advantage,1009,2ea76ada1a777fd3f68dea444743d9961a67c1f424633bf30e7f685dc159e1b9,32,532,32,500,0.0027536507795411246,0.07492445841560876,0.06377434922045884,0.07783568320790382,0.3454399967827486,4.298412072630259,0.3791263127300996,4.2639244828538505,0.36,1.9599999999999997,0.004782400093972683,-0.06955746648089514,100,5.0,-0.025186537543555397,0.38501523597283893
P-E,AN,mc_raw,1009,2ea76ada1a777fd3f68dea444743d9961a67c1f424633bf30e7f685dc159e1b9,32,532,32,500,0.0076537649164894325,0.09654621688385837,0.0588742350835105,0.07052314057232993,0.49446127244114013,4.475097585852467,0.4215844586237814,4.520701552652831,0.84,0.8400000000000001,0.005088300444185734,-0.09993002710382762,100,5.0,-0.05981008889237312,0.43494266631258105
P-E,SA,mc_raw,1009,2ea76ada1a777fd3f68dea444743d9961a67c1f424633bf30e7f685dc159e1b9,32,532,32,500,0.013386399015661826,0.11749364388288891,0.053141600984338094,0.06539130240815834,0.589337187998624,5.005377429635544,0.44551309332606914,4.85745290341836,0.36,1.9599999999999997,0.00502379983663559,-0.10993372664675219,100,5.0,-0.07670713173100244,0.4787480060036957
P-E,AN,exact_advantage,1010,a8df9e03ac4bc500c3315af269cc34e255c4052e8a62dd26e8a31de3bbc98d15,32,532,32,500,0.10878754823405308,0.09590122321944591,-0.04225954823405312,0.002032492582924858,0.24871832095854735,3.6304535544208525,0.35116065736693186,3.640531783046976,0.84,0.8400000000000001,0.005049900151789188,-0.10098000439400612,100,5.0,-0.47444391936761177,0.20053806716902242
P-E,SA,exact_advantage,1010,a8df9e03ac4bc500c3315af269cc34e255c4052e8a62dd26e8a31de3bbc98d15,32,532,32,500,0.14641115370402658,0.12351154950834035,-0.07988315370402668,-0.03128801794014305,0.3350356503453333,3.9537566262373876,0.36850869482398985,3.8891975615800463,0.36,1.9599999999999997,0.004982000216841698,-0.11415445167438373,100,5.0,-0.5634295776628875,0.18283144944797525
P-E,AN,mc_raw,1010,a8df9e03ac4bc500c3315af269cc34e255c4052e8a62dd26e8a31de3bbc98d15,32,532,32,500,0.14382985730563014,0.12031991438528278,-0.07730185730563019,-0.02332773759214115,0.351746955243196,4.226496731083752,0.42094636557531007,4.230105315890441,0.84,0.8400000000000001,0.005324800033122301,-0.1266609375779215,100,5.0,-0.5561568412358773,0.18034143771572728
P-E,SA,mc_raw,1010,a8df9e03ac4bc500c3315af269cc34e255c4052e8a62dd26e8a31de3bbc98d15,32,532,32,500,0.19243803448481778,0.15799921119650373,-0.12591003448481786,-0.06692424318211157,0.48343515777463825,4.68621700859231,0.4452109035948627,4.58062965083233,0.36,1.9599999999999997,0.004951099865138531,-0.14570363962194158,100,5.0,-0.6566326575632914,0.16138835280158106
P-E,AN,exact_advantage,1011,0deed33f4392eaae5d28939ecb59c1c7991b8c9b3737ee79b2172646d71384e6,32,532,32,500,0.04748676573073513,0.0016033184685602143,0.0190412342692648,0.020080746763401557,0.009594103136803816,4.07412026860729,0.39573825640476906,3.943196313722761,0.84,0.8400000000000001,0.005019699689000845,-0.0017040549087700453,100,5.0,0.007050432162071942,0.056107471651924284
P-E,SA,exact_advantage,1011,0deed33f4392eaae5d28939ecb59c1c7991b8c9b3737ee79b2172646d71384e6,32,532,32,500,0.04818571445086226,0.0014766240601733207,0.01834228554913767,0.019313149808206958,0.008905040882207735,4.1127825484076705,0.4155050839914239,4.230864730107539,0.36,1.9599999999999997,0.0049137999303638935,-0.0016406808573535166,100,5.0,0.00761907812374708,0.05376903764153858
P-E,AN,mc_raw,1011,0deed33f4392eaae5d28939ecb59c1c7991b8c9b3737ee79b2172646d71384e6,32,532,32,500,0.061746534875340514,8.926546117782304e-05,0.0047814651246594056,0.005034905147368074,0.0006338460107247353,4.672773030228962,0.4695890697385341,4.519391363487359,0.84,0.8400000000000001,0.004910000134259462,-0.00010131838647684573,100,5.0,0.001616793034050546,0.01324278409034478
P-E,SA,mc_raw,1011,0deed33f4392eaae5d28939ecb59c1c7991b8c9b3737ee79b2172646d71384e6,32,532,32,500,0.0619526338919013,8.155307659613719e-05,0.004575366108098639,0.004813338118510037,0.0005819427461728287,4.685947540545098,0.49732804947378695,4.9262877459995975,0.36,1.9599999999999997,0.005005199927836657,-9.740581455749877e-05,100,5.0,0.0016893493099458797,0.012645515378410938
P-E,AN,exact_advantage,1012,f168c2ab93470a1b57dfdfdf45ec38242a8673c0f1ed18a8a3106a1a63952208,32,532,32,500,0.005328914855888676,0.09960860493180752,0.06119908514411125,0.0010025912859968039,0.5262129404268613,3.5848095670586053,0.3130974470887547,3.571073434796709,0.84,0.8400000000000001,0.005274099763482809,-0.09405224573540036,100,5.0,0.15686298066528534,0.42571366483546785
P-E,SA,exact_advantage,1012,f168c2ab93470a1b57dfdfdf45ec38242a8673c0f1ed18a8a3106a1a63952208,32,532,32,500,0.004364378275387623,0.09571997179245949,0.06216362172461233,0.0032293689356386805,0.5023373392426587,3.7946910493252535,0.3270837558611154,3.764220630307725,0.36,1.9599999999999997,0.0049842000007629395,-0.09193587005235443,100,5.0,0.14855518106505322,0.41857872744854757
P-E,AN,mc_raw,1012,f168c2ab93470a1b57dfdfdf45ec38242a8673c0f1ed18a8a3106a1a63952208,32,532,32,500,0.009965262198854428,0.11876904062440737,0.0565627378011455,-0.026173911498993993,0.7160934175419706,4.065638127536423,0.35608102864653257,4.047544521246935,0.84,0.8400000000000001,0.004950199741870165,-0.1123678548261401,100,5.0,0.17650210383770973,0.46355603394735595
P-E,SA,mc_raw,1012,f168c2ab93470a1b57dfdfdf45ec38242a8673c0f1ed18a8a3106a1a63952208,32,532,32,500,0.00820314503754953,0.113295504793655,0.05832485496245038,-0.022505502255420754,0.6771743178427518,4.400813003794257,0.37635730116949845,4.330609071339125,0.36,1.9599999999999997,0.005191499833017588,-0.10981856401363532,100,5.0,0.16479565449996417,0.45462907563565624
P-E,AN,exact_advantage,1013,53f1de6eab5e8dd058c064847c9057201b14c63a6456f551bdd77fe08735aa2e,32,532,32,500,0.06510586330274476,0.23987585074298007,0.0014221366972551608,-0.007509656186176343,1.4985750930147161,3.7319559682474006,0.3501539216504989,3.7168801268062923,0.84,0.8400000000000001,0.0055586001835763454,-0.24023605522693614,100,5.0,0.35698721629607244,0.6252873205444713
P-E,SA,exact_advantage,1013,53f1de6eab5e8dd058c064847c9057201b14c63a6456f551bdd77fe08735aa2e,32,532,32,500,0.05692496696132625,0.22894748795372777,0.009603033038673714,7.518917972066675e-05,1.4025088842007327,4.166220087490192,0.36854620879963235,3.9765784866235236,0.36,1.9599999999999997,0.005023299716413021,-0.23442637058322424,100,5.0,0.3176540973024059,0.6220863861033086
P-E,AN,mc_raw,1013,53f1de6eab5e8dd058c064847c9057201b14c63a6456f551bdd77fe08735aa2e,32,532,32,500,0.0820911996354747,0.2658293986442088,-0.015563199635474756,-0.022781350216881192,1.94129522444085,4.275626568516915,0.4132233525476852,4.246587779077237,0.84,0.8400000000000001,0.005549299996346235,-0.2655149603057945,100,5.0,0.4112207899850324,0.6439753548185011
P-E,SA,mc_raw,1013,53f1de6eab5e8dd058c064847c9057201b14c63a6456f551bdd77fe08735aa2e,32,532,32,500,0.07100831596699739,0.25166003521142843,-0.004480315966997467,-0.012365391435646722,1.810254051590088,4.858147760293944,0.437950296914999,4.598732495723323,0.36,1.9599999999999997,0.00487289996817708,-0.25810686956990303,100,5.0,0.36538717398087067,0.6405624680046363
P-E,AN,exact_advantage,1014,e827660c75c9c4fa1bc5b46d669a8bd44ad9f8adc777fad44d1cec996f0349ff,32,532,32,500,0.06011065008782595,0.14519367397449962,0.006417349912173964,-0.06674214485711681,0.933344334292008,3.8323775488321643,0.34947662504538474,3.6674924751823252,0.84,0.8400000000000001,0.004920400213450193,-0.14637504384437794,100,5.0,0.4829362101986035,0.3641397594010858
P-E,SA,exact_advantage,1014,e827660c75c9c4fa1bc5b46d669a8bd44ad9f8adc777fad44d1cec996f0349ff,32,532,32,500,0.04456931903479732,0.14049269146240154,0.021958680965202593,-0.04490227075137405,0.9045027870826827,4.0162537832015826,0.3657483762642896,3.9026471359919475,0.36,1.9599999999999997,0.004981799982488155,-0.14230954454713798,100,5.0,0.4207418797559725,0.40092333508554745
P-E,AN,mc_raw,1014,e827660c75c9c4fa1bc5b46d669a8bd44ad9f8adc777fad44d1cec996f0349ff,32,532,32,500,0.07394300191515593,0.18364498329319046,-0.007415001915156039,-0.09819994737559742,1.3412398422926393,4.394710501815388,0.41000121132097583,4.224952007724391,0.84,0.8400000000000001,0.004956699907779694,-0.18429991303580207,100,5.0,0.5217349915947315,0.42767203074552196
P-E,SA,mc_raw,1014,e827660c75c9c4fa1bc5b46d669a8bd44ad9f8adc777fad44d1cec996f0349ff,32,532,32,500,0.05732575836840867,0.17926421040589696,0.009202241631591251,-0.07559233550954417,1.3115707045521239,4.739757471891476,0.4338275023927833,4.570806449818187,0.36,1.9599999999999997,0.00480240024626255,-0.1810704790956551,100,5.0,0.45076843975217323,0.4692776359862234
P-E,AN,exact_advantage,1015,66c22ba1fed49ba1f40d16509bdf471233f96a5a0d9502726298f82214734225,32,532,32,500,0.0501587416632716,0.22596462829632966,0.016369258336728337,0.009723922117379283,1.154875839580988,3.8352084729093905,0.391403925567581,3.9647425754340357,0.84,0.8400000000000001,0.005209499970078468,-0.21186759883860223,100,5.0,-0.014983537606762833,0.6694720647855015
P-E,SA,exact_advantage,1015,66c22ba1fed49ba1f40d16509bdf471233f96a5a0d9502726298f82214734225,32,532,32,500,0.05378539921401923,0.23390235729818035,0.01274260078598069,0.005805490398034472,1.196715286585309,4.454892019573529,0.4106043844211474,4.238081622988348,0.36,1.9599999999999997,0.004917600192129612,-0.2152745304705887,100,5.0,-0.01322945398634717,0.6811573238230012
P-E,AN,mc_raw,1015,66c22ba1fed49ba1f40d16509bdf471233f96a5a0d9502726298f82214734225,32,532,32,500,0.050818366093003844,0.23205468015569178,0.01570963390699609,0.0023069705044131547,1.4631044354799403,4.352283607162614,0.4519939685893685,4.469835121806767,0.84,0.8400000000000001,0.004956199787557125,-0.21731075680030276,100,5.0,0.0483851902864801,0.6773958972396856
P-E,SA,mc_raw,1015,66c22ba1fed49ba1f40d16509bdf471233f96a5a0d9502726298f82214734225,32,532,32,500,0.054693815077105516,0.24003915239606624,0.011834184922894425,-0.0013785165436966818,1.5057955816903332,5.163526603871596,0.4780925177632234,4.844314247918203,0.36,1.9599999999999997,0.004902899730950594,-0.2207151344309397,100,5.0,0.04429820028977294,0.6891733737965089
P-E,AN,exact_advantage,1016,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,32,532,32,500,0.03978413759547847,0.09018294817875235,0.026743862404521465,0.00928534419035395,0.6490630056536464,4.095079862247493,0.36366160786497587,3.9765908530857237,0.84,0.8400000000000001,0.0049495999701321125,-0.09053690817572276,100,5.0,0.3894695617958517,0.27894454875348645
P-E,SA,exact_advantage,1016,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,32,532,32,500,0.0293137852825753,0.07616748619331504,0.037214214717424615,0.020734742014564003,0.5483680391202804,4.179419342412437,0.3837123721280812,4.254864730504573,0.36,1.9599999999999997,0.005052299704402685,-0.083341590087361,100,5.0,0.33644688668232037,0.275066585206428
P-E,AN,mc_raw,1016,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,32,532,32,500,0.05073900888158142,0.13214104195502535,0.015788991118418527,0.0005043608667586597,1.0861920852535674,4.754738961827462,0.42837211936076086,4.649215616774884,0.84,0.8400000000000001,0.005187300033867359,-0.13376509711946338,100,5.0,0.4485894691887881,0.3578122400676589
P-E,SA,mc_raw,1016,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,32,532,32,500,0.0376009219410458,0.11503995200545697,0.028927078058954142,0.014020662676164574,0.9440847042679451,4.942354963297966,0.45493231009901175,5.020078702818972,0.36,1.9599999999999997,0.0049680001102387905,-0.12390442312657383,100,5.0,0.3944131007818251,0.35291086265676813
P-E,AN,exact_advantage,1017,585f51624567db958160b2eb4412fa26f6bb97c056e523c6c97f3e803b8016d5,32,532,32,500,0.13305758961513847,0.011853858459795153,-0.06652958961513854,-0.07334424177948008,0.08038211923259736,4.336155433873669,0.3545584467551353,4.132313413601099,0.84,0.8400000000000001,0.004947899840772152,-0.01103276473291543,100,5.0,-0.06722303026284587,-0.1432024321405023
