experiment,method,seed,variant,source_n,target_n,target_plus_type_probability,coverage_class,support_covered,density_ratio,neighbor_weight,semantic_drift,target_local_energy,target_path_derivative,target_normalized_path_derivative,old_return,return,return_gain,source_steps_total,source_steps_training,source_steps_direction_check,source_steps_return_check,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,return_check_gain,return_check_mode,return_check_standard_error,target_true_coefficient_0,target_true_coefficient_1,frozen_actor_p_0,frozen_actor_p_1,source_direction_error,source_realization_residual,target_direction_error,transport_error_upper_bound,normalized_derivative_lower_bound,bound_object,direction_status
P-T,AN,44,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.1346728790851527,0.06733643954257636,0.14079999999999998,0.15480519961048766,0.014005199610487684,2064,2048,0,16,True,accepted_empirical,0.1,1,8.287181943491661e-10,-0.06789259430163129,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3011614678010731,0.7152271775785408,0.00037846559958486855,1.7140827538971513e-07,0.00038489307758272044,0.0003947456559375088,0.061403388892978195,specified_source_logit_path_through_finite_candidate,
P-T,AN,44,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.2693457581703054,0.06733643954257636,0.28159999999999996,0.30961039922097533,0.02801039922097537,2064,2048,0,16,True,accepted_empirical,0.1,1,8.287181943491661e-10,-0.06789259430163129,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3011614678010731,0.7152271775785408,0.00037846559958486855,1.7140827538971513e-07,0.00038489307758272044,0.0003947456559375088,0.061403388892978195,specified_source_logit_path_through_finite_candidate,
P-T,AN,44,normalized,4,6,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.40401863725545817,0.06733643954257636,0.42239999999999994,0.46441559883146305,0.04201559883146311,2064,2048,0,16,True,accepted_empirical,0.1,1,8.287181943491661e-10,-0.06789259430163129,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3011614678010731,0.7152271775785408,0.00037846559958486855,1.7140827538971513e-07,0.00038489307758272044,0.0003947456559375088,0.061403388892978195,specified_source_logit_path_through_finite_candidate,
P-T,AN,44,fixed-edge,4,2,0.6,A_finite_supported,True,1.0,0.6666666666666666,0.00955733333333331,0.033077333333333334,0.09311975949471525,0.046559879747357626,0.13226666666666667,0.14168387346318115,0.009417206796514477,2064,2048,0,16,True,accepted_empirical,0.1,1,8.287181943491661e-10,-0.06789259430163129,100,5.0,0.0,empirical,0.0,-0.04666666666666674,0.2533333333333333,0.3011614678010731,0.7152271775785408,0.00037846559958486855,1.7140827538971513e-07,0.008487346001353594,0.013836775021487535,0.011683791792857067,specified_source_logit_path_through_finite_candidate,
P-T,AN,44,fixed-edge,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.2693457581703054,0.06733643954257636,0.28159999999999996,0.30961039922097533,0.02801039922097537,2064,2048,0,16,True,accepted_empirical,0.1,1,8.287181943491661e-10,-0.06789259430163129,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3011614678010731,0.7152271775785408,0.00037846559958486855,1.7140827538971513e-07,0.00038489307758272044,0.0003947456559375088,0.061403388892978195,specified_source_logit_path_through_finite_candidate,
P-T,AN,44,fixed-edge,4,6,0.6,A_finite_supported,True,1.0,3.333333333333333,0.009557333333333307,0.11909333333333315,0.5286779960267706,0.0881129993377951,0.44799999999999984,0.5037795772733826,0.055779577273382785,2064,2048,0,16,True,accepted_empirical,0.1,1,8.287181943491661e-10,-0.06789259430163129,100,5.0,0.0,empirical,0.0,0.16666666666666632,0.46666666666666634,0.3011614678010731,0.7152271775785408,0.00037846559958486855,1.7140827538971513e-07,0.011397106820478464,0.013836775021487528,0.07849939708797316,specified_source_logit_path_through_finite_candidate,
P-T,AN,44,composition,4,2,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,0.0026536972134790122,0.0013268486067395061,0.1248,0.1254183720435936,0.0006183720435936069,2064,2048,0,16,True,accepted_empirical,0.1,1,8.287181943491661e-10,-0.06789259430163129,100,5.0,0.0,empirical,0.0,-0.26,0.03999999999999998,0.3011614678010731,0.7152271775785408,0.00037846559958486855,1.7140827538971513e-07,0.07785447388059819,0.10088140311102424,-0.024479254115133214,specified_source_logit_path_through_finite_candidate,
P-T,AN,44,composition,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.2693457581703054,0.06733643954257636,0.28159999999999996,0.30961039922097533,0.02801039922097537,2064,2048,0,16,True,accepted_empirical,0.1,1,8.287181943491661e-10,-0.06789259430163129,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3011614678010731,0.7152271775785408,0.00037846559958486855,1.7140827538971513e-07,0.00038489307758272044,0.0003947456559375088,0.061403388892978195,specified_source_logit_path_through_finite_candidate,
P-T,AN,44,composition,4,6,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,0.007961091640437037,0.0013268486067395061,0.3744,0.37625511613078083,0.0018551161307808206,2064,2048,0,16,True,accepted_empirical,0.1,1,8.287181943491661e-10,-0.06789259430163129,100,5.0,0.0,empirical,0.0,-0.26,0.03999999999999998,0.3011614678010731,0.7152271775785408,0.00037846559958486855,1.7140827538971513e-07,0.07785447388059819,0.10088140311102424,-0.024479254115133214,specified_source_logit_path_through_finite_candidate,
P-T,SA,44,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.13473697973885634,0.06736848986942817,0.14079999999999998,0.15481183447461921,0.014011834474619234,2064,2048,0,16,True,accepted_empirical,0.1,1,8.682393571978654e-10,-0.06791995122624135,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3011569753016881,0.7152348562723513,0.0003827113968221257,1.7965012186108344e-07,0.0003887670960926293,0.0003994746712856946,0.06137278410429831,specified_source_logit_path_through_finite_candidate,
