experiment,method,label,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample,variant,source_n,target_n
P-L-final-transfer,AN - SA,mc_learned_baseline,False,frozen_actor_return_diagnostic,-0.0003601037991731726,0.0001395874739622209,10,-0.0004481439797128228,-0.00028530886926496644,paired_training_seed_or_data_batch,False,normalized,4,2
P-L-final-transfer,AN - SA,mc_learned_baseline,False,target_training_steps,0.0,0.0,10,0.0,0.0,paired_training_seed_or_data_batch,False,normalized,4,2
P-L-final-transfer,AN - SA,mc_learned_baseline,False,source_steps_total,-124.8,616.3456461723046,10,-472.0,231.30999999999938,paired_training_seed_or_data_batch,False,normalized,4,6
P-L-final-transfer,AN - SA,mc_learned_baseline,False,frozen_actor_return_diagnostic,-0.0010803113975194733,0.0004187624218863822,10,-0.0013444319391381575,-0.0008559266077949126,paired_training_seed_or_data_batch,False,normalized,4,6
P-L-final-transfer,AN - SA,mc_learned_baseline,False,target_training_steps,0.0,0.0,10,0.0,0.0,paired_training_seed_or_data_batch,False,normalized,4,6
P-L-final-transfer,AN - SA,mc_learned_baseline,False,source_steps_total,-124.8,616.3456461723046,10,-472.0,231.30999999999938,paired_training_seed_or_data_batch,False,fixed-edge,4,2
P-L-final-transfer,AN - SA,mc_learned_baseline,False,frozen_actor_return_diagnostic,-0.00012390713727734594,5.539261487140537e-05,10,-0.00015811316313452283,-9.627388822292638e-05,paired_training_seed_or_data_batch,False,fixed-edge,4,2
P-L-final-transfer,AN - SA,mc_learned_baseline,False,target_training_steps,0.0,0.0,10,0.0,0.0,paired_training_seed_or_data_batch,False,fixed-edge,4,2
P-L-final-transfer,AN - SA,mc_learned_baseline,False,source_steps_total,-124.8,616.3456461723046,10,-472.0,231.30999999999938,paired_training_seed_or_data_batch,False,fixed-edge,4,6
P-L-final-transfer,AN - SA,mc_learned_baseline,False,frozen_actor_return_diagnostic,-0.0017889013832066425,0.0006739980179102363,10,-0.0022117712820466464,-0.001418719675546556,paired_training_seed_or_data_batch,False,fixed-edge,4,6
P-L-final-transfer,AN - SA,mc_learned_baseline,False,target_training_steps,0.0,0.0,10,0.0,0.0,paired_training_seed_or_data_batch,False,fixed-edge,4,6
P-L-final-transfer,AN - SA,mc_learned_baseline,False,source_steps_total,-124.8,616.3456461723046,10,-472.0,231.30999999999938,paired_training_seed_or_data_batch,False,composition,4,2
P-L-final-transfer,AN - SA,mc_learned_baseline,False,frozen_actor_return_diagnostic,-0.00039640014868065344,0.0001228314806648601,10,-0.000470837973977255,-0.0003255102668899791,paired_training_seed_or_data_batch,False,composition,4,2
P-L-final-transfer,AN - SA,mc_learned_baseline,False,target_training_steps,0.0,0.0,10,0.0,0.0,paired_training_seed_or_data_batch,False,composition,4,2
P-L-final-transfer,AN - SA,mc_learned_baseline,False,source_steps_total,-124.8,616.3456461723046,10,-472.0,231.30999999999938,paired_training_seed_or_data_batch,False,composition,4,6
P-L-final-transfer,AN - SA,mc_learned_baseline,False,frozen_actor_return_diagnostic,-0.00118920044604236,0.00036849444199467044,10,-0.0014125139219321548,-0.0009765308006699438,paired_training_seed_or_data_batch,False,composition,4,6
P-L-final-transfer,AN - SA,mc_learned_baseline,False,target_training_steps,0.0,0.0,10,0.0,0.0,paired_training_seed_or_data_batch,False,composition,4,6
