experiment,method,seed,variant,source_n,target_n,target_plus_type_probability,coverage_class,support_covered,density_ratio,neighbor_weight,semantic_drift,target_local_energy,target_path_derivative,target_normalized_path_derivative,old_return,return,return_gain,source_steps_total,source_steps_training,source_steps_direction_check,source_steps_return_check,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,return_check_gain,return_check_mode,return_check_standard_error,target_true_coefficient_0,target_true_coefficient_1,frozen_actor_p_0,frozen_actor_p_1,source_direction_error,source_realization_residual,target_direction_error,transport_error_upper_bound,normalized_derivative_lower_bound,bound_object,direction_status
P-T,AN,48,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.1405875771539357,0.07029378857696784,0.14079999999999998,0.1556493792715246,0.014849379271524632,2064,2048,0,16,True,accepted_empirical,0.1,1,3.2193640079863618e-09,-0.07392235941872612,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.30461789654331306,0.7155205834803015,0.0009254865536774837,6.668506857906008e-07,0.0009397159697274497,0.0009758388687571919,0.05847066742273353,specified_source_logit_path_through_finite_candidate,
P-T,AN,48,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.2811751543078714,0.07029378857696784,0.28159999999999996,0.3112987585430492,0.029698758543049264,2064,2048,0,16,True,accepted_empirical,0.1,1,3.2193640079863618e-09,-0.07392235941872612,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.30461789654331306,0.7155205834803015,0.0009254865536774837,6.668506857906008e-07,0.0009397159697274497,0.0009758388687571919,0.05847066742273353,specified_source_logit_path_through_finite_candidate,
P-T,AN,48,normalized,4,6,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.4217627314618071,0.07029378857696784,0.42239999999999994,0.46694813781457384,0.044548137814573896,2064,2048,0,16,True,accepted_empirical,0.1,1,3.2193640079863618e-09,-0.07392235941872612,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.30461789654331306,0.7155205834803015,0.0009254865536774837,6.668506857906008e-07,0.0009397159697274497,0.0009758388687571919,0.05847066742273353,specified_source_logit_path_through_finite_candidate,
P-T,AN,48,fixed-edge,4,2,0.6,A_finite_supported,True,1.0,0.6666666666666666,0.00955733333333331,0.033077333333333334,0.09239282057685722,0.04619641028842861,0.13226666666666667,0.1416904708395846,0.009423804172917938,2064,2048,0,16,True,accepted_empirical,0.1,1,3.2193640079863618e-09,-0.07392235941872612,100,5.0,0.0,empirical,0.0,-0.04666666666666674,0.2533333333333333,0.30461789654331306,0.7155205834803015,0.0009254865536774837,6.668506857906008e-07,0.015683805880139307,0.016641008921694383,0.00961587133485892,specified_source_logit_path_through_finite_candidate,
P-T,AN,48,fixed-edge,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.2811751543078714,0.07029378857696784,0.28159999999999996,0.3112987585430492,0.029698758543049264,2064,2048,0,16,True,accepted_empirical,0.1,1,3.2193640079863618e-09,-0.07392235941872612,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.30461789654331306,0.7155205834803015,0.0009254865536774837,6.668506857906008e-07,0.0009397159697274497,0.0009758388687571919,0.05847066742273353,specified_source_logit_path_through_finite_candidate,
P-T,AN,48,fixed-edge,4,6,0.6,A_finite_supported,True,1.0,3.333333333333333,0.009557333333333307,0.11909333333333315,0.5663470011930425,0.09439116686550708,0.44799999999999984,0.5088248631103939,0.060824863110394034,2064,2048,0,16,True,accepted_empirical,0.1,1,3.2193640079863618e-09,-0.07392235941872612,100,5.0,0.0,empirical,0.0,0.16666666666666632,0.46666666666666634,0.30461789654331306,0.7155205834803015,0.0009254865536774837,6.668506857906008e-07,0.005310292725982206,0.016641008921694383,0.07457554787050583,specified_source_logit_path_through_finite_candidate,
P-T,AN,48,composition,4,2,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.018603708485875173,-0.009301854242937587,0.1248,0.12355672530716327,-0.001243274692836721,2064,2048,0,16,True,accepted_empirical,0.1,1,3.2193640079863618e-09,-0.07392235941872612,100,5.0,0.0,empirical,0.0,-0.26,0.03999999999999998,0.30461789654331306,0.7155205834803015,0.0009254865536774837,6.668506857906008e-07,0.10656684252240008,0.10992138339603198,-0.02706986666681878,specified_source_logit_path_through_finite_candidate,
P-T,AN,48,composition,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.2811751543078714,0.07029378857696784,0.28159999999999996,0.3112987585430492,0.029698758543049264,2064,2048,0,16,True,accepted_empirical,0.1,1,3.2193640079863618e-09,-0.07392235941872612,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.30461789654331306,0.7155205834803015,0.0009254865536774837,6.668506857906008e-07,0.0009397159697274497,0.0009758388687571919,0.05847066742273353,specified_source_logit_path_through_finite_candidate,
P-T,AN,48,composition,4,6,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.055811125457625524,-0.009301854242937587,0.3744,0.3706701759214898,-0.003729824078510191,2064,2048,0,16,True,accepted_empirical,0.1,1,3.2193640079863618e-09,-0.07392235941872612,100,5.0,0.0,empirical,0.0,-0.26,0.03999999999999998,0.30461789654331306,0.7155205834803015,0.0009254865536774837,6.668506857906008e-07,0.10656684252240008,0.10992138339603198,-0.02706986666681878,specified_source_logit_path_through_finite_candidate,
P-T,SA,48,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.14214040777543685,0.07107020388771843,0.14079999999999998,0.15581451346313774,0.015014513463137757,2064,2048,0,16,True,accepted_empirical,0.1,1,5.068156441722884e-09,-0.07460841306228447,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3045541149353393,0.7157015655495669,0.0009507425996972441,1.0489669122404621e-06,0.0009687743681921214,0.0010149516023643791,0.05831078026324606,specified_source_logit_path_through_finite_candidate,
P-T,SA,48,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.2842808155508737,0.07107020388771843,0.28159999999999996,0.3116290269262755,0.030029026926275515,2064,2048,0,16,True,accepted_empirical,0.1,1,5.068156441722884e-09,-0.07460841306228447,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3045541149353393,0.7157015655495669,0.0009507425996972441,1.0489669122404621e-06,0.0009687743681921214,0.0010149516023643791,0.05831078026324606,specified_source_logit_path_through_finite_candidate,
P-T,SA,48,normalized,4,6,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.42642122332631055,0.07107020388771843,0.42239999999999994,0.46744354038941327,0.04504354038941333,2064,2048,0,16,True,accepted_empirical,0.1,1,5.068156441722884e-09,-0.07460841306228447,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3045541149353393,0.7157015655495669,0.0009507425996972441,1.0489669122404621e-06,0.0009687743681921214,0.0010149516023643791,0.05831078026324606,specified_source_logit_path_through_finite_candidate,
P-T,SA,48,fixed-edge,4,2,0.6,A_finite_supported,True,1.0,0.6666666666666666,0.00955733333333331,0.033077333333333334,0.09357548825906288,0.04678774412953144,0.13226666666666667,0.14181023320380445,0.009543566537137782,2064,2048,0,16,True,accepted_empirical,0.1,1,5.068156441722884e-09,-0.07460841306228447,100,5.0,0.0,empirical,0.0,-0.04666666666666674,0.2533333333333333,0.3045541149353393,0.7157015655495669,0.0009507425996972441,1.0489669122404621e-06,0.01608302721789949,0.01680132363552839,0.009503131706691034,specified_source_logit_path_through_finite_candidate,
P-T,SA,48,fixed-edge,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.2842808155508737,0.07107020388771843,0.28159999999999996,0.3116290269262755,0.030029026926275515,2064,2048,0,16,True,accepted_empirical,0.1,1,5.068156441722884e-09,-0.07460841306228447,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3045541149353393,0.7157015655495669,0.0009507425996972441,1.0489669122404621e-06,0.0009687743681921214,0.0010149516023643791,0.05831078026324606,specified_source_logit_path_through_finite_candidate,
P-T,SA,48,fixed-edge,4,6,0.6,A_finite_supported,True,1.0,3.333333333333333,0.009557333333333307,0.11909333333333315,0.5721159818754324,0.09535266364590542,0.44799999999999984,0.5094563811674131,0.061456381167413254,2064,2048,0,16,True,accepted_empirical,0.1,1,5.068156441722884e-09,-0.07460841306228447,100,5.0,0.0,empirical,0.0,0.16666666666666632,0.46666666666666634,0.3045541149353393,0.7157015655495669,0.0009507425996972441,1.0489669122404621e-06,0.004969188185151369,0.016801323635528383,0.07436162605351662,specified_source_logit_path_through_finite_candidate,
P-T,SA,48,composition,4,2,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.018089597332469592,-0.009044798666234796,0.1248,0.12361301955345905,-0.0011869804465409473,2064,2048,0,16,True,accepted_empirical,0.1,1,5.068156441722884e-09,-0.07460841306228447,100,5.0,0.0,empirical,0.0,-0.26,0.03999999999999998,0.3045541149353393,0.7157015655495669,0.0009507425996972441,1.0489669122404621e-06,0.10701565773975343,0.11042537700749865,-0.027211102609755775,specified_source_logit_path_through_finite_candidate,
P-T,SA,48,composition,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.2842808155508737,0.07107020388771843,0.28159999999999996,0.3116290269262755,0.030029026926275515,2064,2048,0,16,True,accepted_empirical,0.1,1,5.068156441722884e-09,-0.07460841306228447,100,5.0,0.0,empirical,0.0,0.059999999999999803,0.3599999999999998,0.3045541149353393,0.7157015655495669,0.0009507425996972441,1.0489669122404621e-06,0.0009687743681921214,0.0010149516023643791,0.05831078026324606,specified_source_logit_path_through_finite_candidate,
P-T,SA,48,composition,4,6,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.05426879199740878,-0.009044798666234796,0.3744,0.37083905866037714,-0.0035609413396228695,2064,2048,0,16,True,accepted_empirical,0.1,1,5.068156441722884e-09,-0.07460841306228447,100,5.0,0.0,empirical,0.0,-0.26,0.03999999999999998,0.3045541149353393,0.7157015655495669,0.0009507425996972441,1.0489669122404621e-06,0.10701565773975343,0.11042537700749865,-0.027211102609755775,specified_source_logit_path_through_finite_candidate,
P-T,DA,48,normalized,4,2,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.4524525309898298,0.2262262654949149,0.14079999999999998,0.20506499076859375,0.06426499076859377,2064,2048,0,16,True,accepted_empirical,0.1,1,,,,,0.09166666666666666,empirical,0.1568223643752828,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,not_applicable
P-T,DA,48,normalized,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.9049050619796596,0.2262262654949149,0.28159999999999996,0.4101299815371875,0.12852998153718753,2064,2048,0,16,True,accepted_empirical,0.1,1,,,,,0.09166666666666666,empirical,0.1568223643752828,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,not_applicable
P-T,DA,48,normalized,4,6,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,1.3573575929694894,0.2262262654949149,0.42239999999999994,0.6151949723057812,0.1927949723057813,2064,2048,0,16,True,accepted_empirical,0.1,1,,,,,0.09166666666666666,empirical,0.1568223643752828,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,not_applicable
P-T,DA,48,fixed-edge,4,2,0.6,A_finite_supported,True,1.0,0.6666666666666666,0.00955733333333331,0.033077333333333334,0.2359745028565829,0.11798725142829145,0.13226666666666667,0.1612170887586323,0.028950422091965633,2064,2048,0,16,True,accepted_empirical,0.1,1,,,,,0.09166666666666666,empirical,0.1568223643752828,-0.04666666666666674,0.2533333333333333,0.36092660675034605,0.7438362392368895,,,,,,,not_applicable
P-T,DA,48,fixed-edge,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.9049050619796596,0.2262262654949149,0.28159999999999996,0.4101299815371875,0.12852998153718753,2064,2048,0,16,True,accepted_empirical,0.1,1,,,,,0.09166666666666666,empirical,0.1568223643752828,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,not_applicable
P-T,DA,48,fixed-edge,4,6,0.6,A_finite_supported,True,1.0,3.333333333333333,0.009557333333333307,0.11909333333333315,2.0067916773692303,0.3344652795615384,0.44799999999999984,0.7467386783356657,0.2987386783356658,2064,2048,0,16,True,accepted_empirical,0.1,1,,,,,0.09166666666666666,empirical,0.1568223643752828,0.16666666666666632,0.46666666666666634,0.36092660675034605,0.7438362392368895,,,,,,,not_applicable
P-T,DA,48,composition,4,2,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.3322149567998537,-0.16610747839992684,0.1248,0.11299353938231707,-0.011806460617682923,2064,2048,0,16,True,accepted_empirical,0.1,1,,,,,0.09166666666666666,empirical,0.1568223643752828,-0.26,0.03999999999999998,0.36092660675034605,0.7438362392368895,,,,,,,not_applicable
P-T,DA,48,composition,4,4,0.6,A_finite_supported,True,1.0,2.0,0.0,0.06652799999999993,0.9049050619796596,0.2262262654949149,0.28159999999999996,0.4101299815371875,0.12852998153718753,2064,2048,0,16,True,accepted_empirical,0.1,1,,,,,0.09166666666666666,empirical,0.1568223643752828,0.059999999999999803,0.3599999999999998,0.36092660675034605,0.7438362392368895,,,,,,,not_applicable
P-T,DA,48,composition,4,6,0.4,A_finite_supported,True,1.4999999999999998,2.0,0.08601599999999993,0.034608,-0.9966448703995611,-0.16610747839992684,0.3744,0.3389806181469512,-0.035419381853048826,2064,2048,0,16,True,accepted_empirical,0.1,1,,,,,0.09166666666666666,empirical,0.1568223643752828,-0.26,0.03999999999999998,0.36092660675034605,0.7438362392368895,,,,,,,not_applicable
