experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,49,1,712,256,256,0,0,200,356,1424,262144,0.433828125,0.3293999999999999,0.35285697099391156,0.033842970993911536,0.0004528854231981421,public_state_tabular_independent_mc,0,0.6153734937278829,0.04313060001004487,True,accepted_return_check_disabled,0.1,1,3.770786625537749e-09,-0.09208624338327168,100,5.0,0.40863070869904594,0.16894633784939544,0.02069771257709152,0.0010477540764313104,0.09166733695827468,0.08769980666251607
T-L,AN,mc_learned_baseline,False,49,2,1424,512,512,0,0,400,712,2848,262144,0.35367187499999997,0.4292999999999999,0.38547601308163504,0.03261904208772348,0.00042128668866552407,public_state_tabular_independent_mc,0,0.6057299385078487,0.09975039993878454,True,accepted_return_check_disabled,0.1,1,3.7715171783606985e-09,-0.08731121622754166,100,5.0,0.41212420056749577,0.17363817026689157,0.0027301062247612196,0.0015485252778546952,0.0853508217732401,0.08792317387908954
T-L,AN,mc_learned_baseline,False,49,3,2136,768,768,0,0,600,1068,4272,262144,0.408515625,0.44999999999999984,0.4180904835197802,0.03261447043814514,0.0004149053246676455,public_state_tabular_independent_mc,0,0.5954066461311049,0.13526160002220422,True,accepted_return_check_disabled,0.1,1,3.7790245856896495e-09,-0.0846935997070406,100,5.0,0.4186294763552462,0.1825143370340228,0.010326544541438554,0.0001389035085795498,0.08435646733158306,0.08954887448297408
T-L,AN,mc_learned_baseline,False,49,4,2848,1024,1024,0,0,800,1424,5696,262144,0.429375,0.3528,0.4518882370511294,0.03379775353134923,0.00045033195563311246,public_state_tabular_independent_mc,0,0.5841679489106061,0.17294519999995828,True,accepted_return_check_disabled,0.1,1,5.4690120473896105e-09,-0.09061640334863405,100,5.0,0.41848412685016734,0.18099374935683893,0.019523542930590998,0.00018031248378308325,0.09103168896232311,0.08907863574276939
T-L,AN,mc_learned_baseline,False,49,5,3560,1280,1280,0,0,1000,1780,7120,262144,0.47273437500000004,0.4695,0.483022068497431,0.031133831446301607,0.0004036967381662606,public_state_tabular_independent_mc,0,0.5740195275901682,0.21142910001799464,True,accepted_return_check_disabled,0.1,1,5.572033036565009e-09,-0.08211348559876447,100,5.0,0.39944217844459934,0.17516617887329394,-0.009388843437959205,0.003522684205902122,0.08222127114153745,0.08469219118595757
T-L,AN,mc_learned_baseline,False,49,6,4272,1536,1536,0,0,1200,2136,8544,262144,0.423046875,0.45000000000000007,0.518172091951789,0.035150023454358026,0.000507976099264239,public_state_tabular_independent_mc,0,0.5603531784538403,0.25137079996056855,True,accepted_return_check_disabled,0.1,1,8.150485378992954e-09,-0.10412174140528827,100,5.0,0.40177030007027337,0.1691673798774017,0.009154473750967007,0.001106774420373967,0.10389193814200498,0.08543875164317144
T-L,AN,mc_learned_baseline,False,49,7,4984,1792,1792,0,0,1400,2492,9968,262144,0.443671875,0.5682,0.5533808588045419,0.03520876685275287,0.0005260427485971515,public_state_tabular_independent_mc,0,0.5464202141520818,0.29237459995783865,True,accepted_return_check_disabled,0.1,1,8.67820980757097e-09,-0.11052515891597006,100,5.0,0.39764577247245464,0.16479767771322879,0.010012952403715025,0.0017076573581470858,0.10870778975312895,0.08253369146201028
T-L,AN,mc_learned_baseline,False,49,8,5696,2048,2048,0,0,1600,2848,11392,262144,0.5845312500000001,0.5448,0.5797220755836812,0.026341216779139254,0.0003054116973584438,public_state_tabular_independent_mc,0,0.5349873845955703,0.33126160001847893,True,accepted_return_check_disabled,0.1,1,2.590807486263455e-09,-0.06425536422253993,100,5.0,0.3255469788754869,0.1319596966702201,0.012415341360902388,0.0015760926697811414,0.06247279602131335,0.07961909892605361
T-L,AN,mc_learned_baseline,False,49,9,6408,2304,2304,0,0,1800,3204,12816,262144,0.5521875,0.5961,0.6075270821750067,0.027805006591325565,0.00036167991599816973,public_state_tabular_independent_mc,0,0.522862832013446,0.3689204999245703,True,accepted_return_check_disabled,0.1,1,5.1453003667625675e-09,-0.07462557505744635,100,5.0,0.34163195182453904,0.15591526021103624,0.0009589708949844233,0.0018401925100502074,0.07484550486429256,0.0766845739207277
T-L,AN,mc_learned_baseline,False,49,10,7120,2560,2560,0,0,2000,3560,14240,262144,0.6775781250000001,0.5859000000000001,0.6319034550368169,0.02437637286181016,0.0002859413154598313,public_state_tabular_independent_mc,0,0.5115286613931136,0.4093958999728784,True,accepted_return_check_disabled,0.1,1,4.3041277578790535e-09,-0.057560392085704445,100,5.0,0.3059008203337082,0.1265076335214344,0.017517630867787237,0.0016601553392496743,0.058352076896364374,0.07342302182859298
T-L,AN,mc_learned_baseline,False,49,11,7832,2816,2816,0,0,2200,3916,15664,262144,0.5470312500000001,0.5577,0.6649891273876583,0.033085672350841366,0.0005608665540086213,public_state_tabular_independent_mc,0,0.49574342399414356,0.5123469999525696,True,accepted_return_check_disabled,0.1,1,4.292488691591485e-09,-0.11975546021596445,100,5.0,0.3707407518264869,0.15188524783714874,0.02059198753721614,0.005962877219542928,0.11546622030906709,0.06592053525738897
T-L,AN,mc_learned_baseline,False,49,12,8544,3072,3072,0,0,2400,4272,17088,262144,0.70125,0.7439999999999999,0.6872584982643184,0.022269370876660144,0.00026921137293495976,public_state_tabular_independent_mc,0,0.4847163637287117,0.5520557999843732,True,accepted_return_check_disabled,0.1,1,2.6093609598710826e-09,-0.05412041092297104,100,5.0,0.25801786643239344,0.10857099949220554,0.004601845244113334,0.0008969303636656286,0.054952303085857815,0.0659957152909468
T-L,AN,mc_learned_baseline,False,49,13,9256,3328,3328,0,0,2600,4628,18512,262144,0.7258593750000001,0.7212,0.7100889156372833,0.022830417372964873,0.00031056054992781594,public_state_tabular_independent_mc,0,0.47250054927650254,0.5885637999745086,True,accepted_return_check_disabled,0.1,1,7.213702013598081e-10,-0.060684958696725175,100,5.0,0.2516505159497955,0.10073015798362331,0.0031560870200064706,0.002131725790800498,0.06399334785914997,0.06095256094957942
T-L,AN,mc_learned_baseline,False,49,14,9968,3584,3584,0,0,2800,4984,19936,262144,0.7171875000000002,0.6567000000000001,0.7312473940446551,0.02115847840737184,0.0002881210913643619,public_state_tabular_independent_mc,0,0.46128986565830604,0.625550500000827,True,accepted_return_check_disabled,0.1,1,3.599579605213231e-09,-0.05910530044067792,100,5.0,0.2399264958048362,0.10522172274999742,-4.13257077180873e-06,0.002223601133733761,0.05919858021894294,0.056798026775072626
T-L,AN,mc_learned_baseline,False,49,15,10680,3840,3840,0,0,3000,5340,21360,262144,0.6900000000000001,0.7019999999999998,0.7524605380117892,0.02121314396713414,0.0003044368432867147,public_state_tabular_independent_mc,0,0.4487871402754386,0.6607466000132263,True,accepted_return_check_disabled,0.1,1,2.4451128586271775e-09,-0.06239704799987203,100,5.0,0.2498497495360652,0.10534448222577364,0.004285870983935625,0.0007775294516243168,0.06269121539581578,0.05396342171200899
T-L,AN,mc_learned_baseline,False,49,16,11392,4096,4096,0,0,3200,5696,22784,262144,0.7654687500000001,0.7427999999999999,0.7681940026389803,0.01573346462719105,0.00017983327637063662,public_state_tabular_independent_mc,0,0.438990420340812,0.6991407999303192,True,accepted_return_check_disabled,0.1,1,1.2299857176472367e-09,-0.037160634917166695,100,5.0,0.18270450153764106,0.07470034829024128,0.009043344171679513,0.0013641058074009525,0.03690215207026985,0.04900629405101484
T-L,AN,mc_learned_baseline,False,49,17,12104,4352,4352,0,0,3400,6052,24208,262144,0.75984375,0.8144999999999999,0.7830832207784616,0.014889218139481297,0.0001737287579976917,public_state_tabular_independent_mc,0,0.4297598281965759,0.7401341999648139,True,accepted_return_check_disabled,0.1,1,2.2597798041201903e-10,-0.03836568379853807,100,5.0,0.1776217176649306,0.07097420919174925,0.013000857197888127,0.0011890566182826115,0.035778410653816234,0.04582239059513389
