target,kind,condition,metric,ci_method,count,mean,std,ci_low,ci_high
composition_0.3,method,no_direction_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,2.521592934456862e-11,5.815034530134084e-12,2.1937969496566013e-11,2.8741046764757526e-11
composition_0.3,paired_ours_minus_comparator,no_direction_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,5.788891588309752e-12,7.116397252237246e-12,1.4975412576667682e-12,9.817880952667222e-12
composition_0.3,method,no_return_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,6.8465677571794005e-12,8.75388235111478e-13,6.346848602234445e-12,7.370231369652203e-12
composition_0.3,paired_ours_minus_comparator,no_return_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,2.4158253175698975e-11,5.8100772607403924e-12,2.085333600243544e-11,2.7639746047469772e-11
composition_0.3,method,fit_quarter,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,1.7388266382312168e-10,3.822945871506369e-11,1.5249045193233002e-10,1.9690122476934132e-10
composition_0.3,paired_ours_minus_comparator,fit_quarter,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-1.428778428902433e-10,3.314166913773551e-11,-1.6282718923177342e-10,-1.245200922928014e-10
composition_0.9,method,ours,team_return,seed_bootstrap_95_pointwise,10,2.0467495997763914,4.436383549282842e-11,2.046749599748903,2.0467495998008114
composition_0.9,method,sampled,team_return,seed_bootstrap_95_pointwise,10,2.0467495997829137,4.4552451573486965e-11,2.046749599754646,2.0467495998067546
composition_0.9,paired_ours_minus_comparator,sampled,team_return,paired_seed_bootstrap_95_pointwise,10,-6.522649087514765e-12,1.3989679736880264e-11,-1.550317985099525e-11,8.647949023554699e-13
composition_0.9,method,pg,team_return,seed_bootstrap_95_pointwise,10,2.045486528659896,6.684952244599961e-05,2.045451751240801,2.0455283719715225
composition_0.9,paired_ours_minus_comparator,pg,team_return,paired_seed_bootstrap_95_pointwise,10,0.0012630711164947517,6.684952607652335e-05,0.0012212278153324297,0.0012978485435684727
composition_0.9,method,no_direction_check,team_return,seed_bootstrap_95_pointwise,10,2.046749599842016,2.4852234726298234e-11,2.046749599826043,2.046749599855186
composition_0.9,paired_ours_minus_comparator,no_direction_check,team_return,paired_seed_bootstrap_95_pointwise,10,-6.562532739451399e-11,4.4539139477202986e-11,-9.400411893345506e-11,-4.136091913409246e-11
composition_0.9,method,no_return_check,team_return,seed_bootstrap_95_pointwise,10,2.046749599955192,1.9807900486376583e-12,2.0467495999540413,2.046749599956362
composition_0.9,paired_ours_minus_comparator,no_return_check,team_return,paired_seed_bootstrap_95_pointwise,10,-1.7880061875530374e-10,4.453391432171331e-11,-2.0632416553034717e-10,-1.54220382020398e-10
composition_0.9,method,fit_quarter,team_return,seed_bootstrap_95_pointwise,10,2.0467495991640448,1.5548165650466074e-10,2.0467495990689013,2.046749599249393
composition_0.9,paired_ours_minus_comparator,fit_quarter,team_return,paired_seed_bootstrap_95_pointwise,10,6.123457296780543e-10,1.1218584547949435e-10,5.511233691635198e-10,6.807466323976996e-10
composition_0.9,method,ours,per_agent_return,seed_bootstrap_95_pointwise,10,0.5116873999440978,1.1090958873207105e-11,0.5116873999372258,0.5116873999502028
composition_0.9,method,sampled,per_agent_return,seed_bootstrap_95_pointwise,10,0.5116873999457284,1.1138112893371741e-11,0.5116873999386615,0.5116873999516887
composition_0.9,paired_ours_minus_comparator,sampled,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-1.6306622718786913e-12,3.497419934220066e-12,-3.8757949627488126e-12,2.1619872558886747e-13
composition_0.9,method,pg,per_agent_return,seed_bootstrap_95_pointwise,10,0.511371632164974,1.6712380611499903e-05,0.5113629378102003,0.5113820929928806
composition_0.9,paired_ours_minus_comparator,pg,per_agent_return,paired_seed_bootstrap_95_pointwise,10,0.00031576777912368793,1.6712381519130838e-05,0.0003053069538331074,0.00032446213589211817
composition_0.9,method,no_direction_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.511687399960504,6.2130586815745586e-12,0.5116873999565108,0.5116873999637965
composition_0.9,paired_ours_minus_comparator,no_direction_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-1.6406331848628498e-11,1.1134784869300747e-11,-2.3501029733363764e-11,-1.0340229783523115e-11
composition_0.9,method,no_return_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.511687399988798,4.951975121594146e-13,0.5116873999885103,0.5116873999890905
composition_0.9,paired_ours_minus_comparator,no_return_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-4.4700154688825934e-11,1.1133478580428328e-11,-5.158104138258679e-11,-3.85550955050995e-11
composition_0.9,method,fit_quarter,per_agent_return,seed_bootstrap_95_pointwise,10,0.5116873997910112,3.8870414126165184e-11,0.5116873997672253,0.5116873998123482
composition_0.9,paired_ours_minus_comparator,fit_quarter,per_agent_return,paired_seed_bootstrap_95_pointwise,10,1.5308643241951359e-10,2.8046461369873587e-11,1.3778084229087995e-10,1.701866580994249e-10
composition_0.9,method,ours,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,5.590228280283327e-11,1.1090958872589689e-11,4.979709977703806e-11,6.277422526235199e-11
composition_0.9,method,sampled,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,5.427162053095458e-11,1.113811289331641e-11,4.8311442624182636e-11,6.133851843115324e-11
composition_0.9,paired_ours_minus_comparator,sampled,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,1.6306622718786913e-12,3.497419934220066e-12,-2.1619872558886752e-13,3.8757949627488126e-12
composition_0.9,method,pg,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,0.00031576783502597073,1.6712380611499903e-05,0.0003053070071194775,0.0003244621897998296
composition_0.9,paired_ours_minus_comparator,pg,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-0.00031576777912368793,1.6712381519130838e-05,-0.0003244621358921182,-0.0003053069538331074
composition_0.9,method,no_direction_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,3.9495950954204775e-11,6.213058681563537e-12,3.620345023769289e-11,4.3489323253709244e-11
composition_0.9,paired_ours_minus_comparator,no_direction_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,1.6406331848628498e-11,1.1134784869300747e-11,1.0340229783523115e-11,2.3501029733363754e-11
composition_0.9,method,no_return_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,1.1202128114007337e-11,4.95197503309288e-13,1.0909483316723367e-11,1.1489657558705347e-11
composition_0.9,paired_ours_minus_comparator,no_return_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,4.4700154688825934e-11,1.1133478580428328e-11,3.85550955050995e-11,5.1581041382586786e-11
composition_0.9,method,fit_quarter,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,2.0898871522234685e-10,3.8870414125989014e-11,1.876517477517048e-10,2.327746562169608e-10
composition_0.9,paired_ours_minus_comparator,fit_quarter,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-1.5308643241951359e-10,2.8046461369873587e-11,-1.7018665809942492e-10,-1.3778084229087995e-10
strength_0.0,method,ours,team_return,seed_bootstrap_95_pointwise,10,0.9407999999527096,7.96422099206939e-12,0.9407999999479243,0.9407999999571336
strength_0.0,method,sampled,team_return,seed_bootstrap_95_pointwise,10,0.9407999999519256,1.0593881836574897e-11,0.9407999999455497,0.9407999999578545
strength_0.0,paired_ours_minus_comparator,sampled,team_return,paired_seed_bootstrap_95_pointwise,10,7.839617843785618e-13,3.6295057832774243e-12,-1.0931278104919782e-12,3.116741587039229e-12
strength_0.0,method,pg,team_return,seed_bootstrap_95_pointwise,10,0.9403783866871646,2.126432689609551e-05,0.9403671901717995,0.9403916343793638
strength_0.0,paired_ours_minus_comparator,pg,team_return,paired_seed_bootstrap_95_pointwise,10,0.000421613265545151,2.1264326687169868e-05,0.0004083655727124552,0.0004328097811499157
strength_0.0,method,no_direction_check,team_return,seed_bootstrap_95_pointwise,10,0.9407999999641785,6.356291954762807e-12,0.9407999999602392,0.9407999999676732
strength_0.0,paired_ours_minus_comparator,no_direction_check,team_return,paired_seed_bootstrap_95_pointwise,10,-1.1468781480061808e-11,8.79799382205771e-12,-1.6791139867411433e-11,-6.469254854035712e-12
strength_0.0,method,no_return_check,team_return,seed_bootstrap_95_pointwise,10,0.9407999999900623,4.2510670445617545e-13,0.9407999999898069,0.9407999999903026
strength_0.0,paired_ours_minus_comparator,no_return_check,team_return,paired_seed_bootstrap_95_pointwise,10,-3.735272091631714e-11,7.964368173923676e-12,-4.215458482281775e-11,-3.291310363140454e-11
strength_0.0,method,fit_quarter,team_return,seed_bootstrap_95_pointwise,10,0.9407999997810006,4.065944392883882e-11,0.9407999997564161,0.9407999998034365
strength_0.0,paired_ours_minus_comparator,fit_quarter,team_return,paired_seed_bootstrap_95_pointwise,10,1.7170925792342473e-10,3.287733595664756e-11,1.5346689419271087e-10,1.9160790065697598e-10
strength_0.0,method,ours,per_agent_return,seed_bootstrap_95_pointwise,10,0.2351999999881774,1.9910552480173473e-12,0.23519999998698107,0.2351999999892834
strength_0.0,method,sampled,per_agent_return,seed_bootstrap_95_pointwise,10,0.2351999999879814,2.648470459143724e-12,0.23519999998638744,0.23519999998946362
strength_0.0,paired_ours_minus_comparator,sampled,per_agent_return,paired_seed_bootstrap_95_pointwise,10,1.9599044609464045e-13,9.073764458193561e-13,-2.7328195262299456e-13,7.791853967598072e-13
strength_0.0,method,pg,per_agent_return,seed_bootstrap_95_pointwise,10,0.23509459667179114,5.316081724023878e-06,0.23509179754294987,0.23509790859484095
strength_0.0,paired_ours_minus_comparator,pg,per_agent_return,paired_seed_bootstrap_95_pointwise,10,0.00010540331638628775,5.316081671792467e-06,0.0001020913931781138,0.00010820244528747892
strength_0.0,method,no_direction_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.23519999999104463,1.5890729886907018e-12,0.2351999999900598,0.2351999999919183
strength_0.0,paired_ours_minus_comparator,no_direction_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-2.867195370015452e-12,2.1994984555144274e-12,-4.197784966852858e-12,-1.617313713508928e-12
strength_0.0,method,no_return_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.23519999999751556,1.0627667611404386e-13,0.23519999999745173,0.23519999999757565
strength_0.0,paired_ours_minus_comparator,no_return_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-9.338180229079285e-12,1.991092043480919e-12,-1.0538646205704438e-11,-8.228275907851135e-12
strength_0.0,method,fit_quarter,per_agent_return,seed_bootstrap_95_pointwise,10,0.23519999994525015,1.0164860982209706e-11,0.23519999993910404,0.23519999995085913
strength_0.0,paired_ours_minus_comparator,fit_quarter,per_agent_return,paired_seed_bootstrap_95_pointwise,10,4.292731448085618e-11,8.21933398916189e-12,3.836672354817772e-11,4.7901975164243994e-11
strength_0.0,method,ours,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,1.1822576251319106e-11,1.9910552478797772e-12,1.0716569090463145e-11,1.301893620686556e-11
strength_0.0,method,sampled,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,1.2018566697413746e-11,2.648470459103325e-12,1.053641257575677e-11,1.3612519306205327e-11
strength_0.0,paired_ours_minus_comparator,sampled,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-1.9599044609464045e-13,9.073764458193561e-13,-7.791853967598072e-13,2.732819526229945e-13
strength_0.0,method,pg,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,0.000105403328208864,5.316081724023878e-06,0.0001020914051590184,0.00010820245705013199
strength_0.0,paired_ours_minus_comparator,pg,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-0.00010540331638628775,5.316081671792467e-06,-0.00010820244528747893,-0.0001020913931781138
strength_0.0,method,no_direction_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,8.955380881303653e-12,1.5890729885937431e-12,8.081673524840127e-12,9.940177292389052e-12
strength_0.0,paired_ours_minus_comparator,no_direction_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,2.867195370015452e-12,2.1994984555144274e-12,1.6173137135089277e-12,4.197784966852858e-12
strength_0.0,method,no_return_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,2.484396022239821e-12,1.0627667031505182e-13,2.4243329566076e-12,2.54828783075034e-12
strength_0.0,paired_ours_minus_comparator,no_return_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,9.338180229079285e-12,1.991092043480919e-12,8.228275907851135e-12,1.0538646205704438e-11
strength_0.0,method,fit_quarter,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,5.474989073217529e-11,1.0164860982088026e-11,4.914086249030447e-11,6.089594870029025e-11
strength_0.0,paired_ours_minus_comparator,fit_quarter,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-4.292731448085618e-11,8.21933398916189e-12,-4.7901975164243994e-11,-3.836672354817772e-11
strength_0.35,method,ours,team_return,seed_bootstrap_95_pointwise,10,1.4517327998955305,1.787806305835245e-11,1.4517327998846832,1.4517327999054108
strength_0.35,method,sampled,team_return,seed_bootstrap_95_pointwise,10,1.451732799894803,2.149902475704774e-11,1.4517327998819824,1.4517327999069791
strength_0.35,paired_ours_minus_comparator,sampled,team_return,paired_seed_bootstrap_95_pointwise,10,7.275957614183426e-13,5.2597909858517165e-12,-2.0829560298807335e-12,4.041175172275757e-12
strength_0.35,method,pg,team_return,seed_bootstrap_95_pointwise,10,1.4508731998789106,4.361474890544533e-05,1.450850184307975,1.4509004102359788
strength_0.35,paired_ours_minus_comparator,pg,team_return,paired_seed_bootstrap_95_pointwise,10,0.0008596000166200213,4.3614748935418185e-05,0.0008323896606590593,0.0008826155830036985
strength_0.35,method,no_direction_check,team_return,seed_bootstrap_95_pointwise,10,1.451732799921985,1.3247575809949347e-11,1.4517327999136345,1.4517327999291387
strength_0.35,paired_ours_minus_comparator,no_direction_check,team_return,paired_seed_bootstrap_95_pointwise,10,-2.64544830486102e-11,1.9253792656532005e-11,-3.841522489000937e-11,-1.5786248419580322e-11
strength_0.35,method,no_return_check,team_return,seed_bootstrap_95_pointwise,10,1.4517327999782608,5.594661302981105e-13,1.4517327999779202,1.451732799978571
strength_0.35,paired_ours_minus_comparator,no_return_check,team_return,paired_seed_bootstrap_95_pointwise,10,-8.273028928584835e-11,1.789878733913731e-11,-9.358013031146584e-11,-7.285701597581353e-11
strength_0.35,method,fit_quarter,team_return,seed_bootstrap_95_pointwise,10,1.4517327995357978,8.417663155872669e-11,1.4517327994843632,1.4517327995823028
strength_0.35,paired_ours_minus_comparator,fit_quarter,team_return,paired_seed_bootstrap_95_pointwise,10,3.597327546955853e-10,6.65101792244467e-11,3.230096612405475e-10,4.0020713243382747e-10
strength_0.35,method,ours,per_agent_return,seed_bootstrap_95_pointwise,10,0.3629331999738826,4.469515764588112e-12,0.3629331999711708,0.3629331999763527
strength_0.35,method,sampled,per_agent_return,seed_bootstrap_95_pointwise,10,0.36293319997370077,5.374756189261935e-12,0.3629331999704956,0.3629331999767448
strength_0.35,paired_ours_minus_comparator,sampled,per_agent_return,paired_seed_bootstrap_95_pointwise,10,1.8189894035458566e-13,1.3149477464629291e-12,-5.207390074701834e-13,1.0102937930689392e-12
strength_0.35,method,pg,per_agent_return,seed_bootstrap_95_pointwise,10,0.36271829996972765,1.0903687226361332e-05,0.36271254607699377,0.3627251025589947
strength_0.35,paired_ours_minus_comparator,pg,per_agent_return,paired_seed_bootstrap_95_pointwise,10,0.00021490000415500533,1.0903687233854546e-05,0.0002080974151647648,0.00022065389575092462
strength_0.35,method,no_direction_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.3629331999804962,3.3118939524873367e-12,0.3629331999784086,0.3629331999822847
strength_0.35,paired_ours_minus_comparator,no_direction_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-6.61362076215255e-12,4.813448164133001e-12,-9.603806222502343e-12,-3.9465621048950805e-12
strength_0.35,method,no_return_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.3629331999945652,1.3986653257452763e-13,0.36293319999448004,0.36293319999464274
strength_0.35,paired_ours_minus_comparator,no_return_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-2.0682572321462088e-11,4.474696834784327e-12,-2.339503257786646e-11,-1.8214253993953382e-11
strength_0.35,method,fit_quarter,per_agent_return,seed_bootstrap_95_pointwise,10,0.36293319988394945,2.1044157889681673e-11,0.3629331998710908,0.3629331998955757
strength_0.35,paired_ours_minus_comparator,fit_quarter,per_agent_return,paired_seed_bootstrap_95_pointwise,10,8.993318867389633e-11,1.6627544806111675e-11,8.075241531013688e-11,1.0005178310845687e-10
strength_0.35,method,ours,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,2.6117330520492033e-11,4.469515764588112e-12,2.3647298286189055e-11,2.8829183484901934e-11
strength_0.35,method,sampled,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,2.6299229460846618e-11,5.374756189058086e-12,2.325516612611267e-11,2.950431426951283e-11
strength_0.35,paired_ours_minus_comparator,sampled,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-1.8189894035458566e-13,1.3149477464629291e-12,-1.0102937930689392e-12,5.207390074701834e-13
strength_0.35,method,pg,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,0.00021490003027233585,1.0903687226361332e-05,0.00020809744100527288,0.0002206539230061913
strength_0.35,paired_ours_minus_comparator,pg,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-0.00021490000415500533,1.0903687233854546e-05,-0.00022065389575092462,-0.0002080974151647648
strength_0.35,method,no_direction_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,1.950370975833948e-11,3.3118939524046316e-12,1.7715243716409643e-11,2.15913302514803e-11
strength_0.35,paired_ours_minus_comparator,no_direction_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,6.61362076215255e-12,4.813448164133001e-12,3.94656210489508e-12,9.603806222502341e-12
strength_0.35,method,no_return_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,5.434758199029943e-12,1.398665324521297e-13,5.35718788774453e-12,5.519932289033136e-12
strength_0.35,paired_ours_minus_comparator,no_return_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,2.0682572321462088e-11,4.474696834784327e-12,1.821425399395338e-11,2.339503257786646e-11
strength_0.35,method,fit_quarter,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,1.1605051919438836e-10,2.1044157889674355e-11,1.0442427381129881e-10,1.2890922218566914e-10
strength_0.35,paired_ours_minus_comparator,fit_quarter,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-8.993318867389633e-11,1.6627544806111675e-11,-1.0005178310845687e-10,-8.075241531013689e-11
strength_1.4,method,ours,team_return,seed_bootstrap_95_pointwise,10,2.9845311997239934,4.784419810748077e-11,2.984531199694791,2.9845311997503323
strength_1.4,method,sampled,team_return,seed_bootstrap_95_pointwise,10,2.984531199723434,5.484805730606762e-11,2.9845311996905353,2.9845311997542714
strength_1.4,paired_ours_minus_comparator,sampled,team_return,paired_seed_bootstrap_95_pointwise,10,5.585309992284238e-13,1.0396025755169616e-11,-5.240218259316975e-12,6.9345973408019285e-12
strength_1.4,method,pg,team_return,seed_bootstrap_95_pointwise,10,2.9823576394541487,0.00011068424287677162,2.9822993429713796,2.9824267360313197
strength_1.4,paired_ours_minus_comparator,pg,team_return,paired_seed_bootstrap_95_pointwise,10,0.002173560269844277,0.0001106842436092507,0.002104463681943326,0.002231856736336717
strength_1.4,method,no_direction_check,team_return,seed_bootstrap_95_pointwise,10,2.9845311997954047,3.405313082648792e-11,2.984531199773964,2.9845311998136106
strength_1.4,paired_ours_minus_comparator,no_direction_check,team_return,paired_seed_bootstrap_95_pointwise,10,-7.141180979886031e-11,5.088477629748947e-11,-1.0325674537625673e-10,-4.348232551798504e-11
strength_1.4,method,no_return_check,team_return,seed_bootstrap_95_pointwise,10,2.9845311999428565,9.78763786386946e-13,2.984531199942255,2.984531199943395
strength_1.4,paired_ours_minus_comparator,no_return_check,team_return,paired_seed_bootstrap_95_pointwise,10,-2.1886314982566546e-10,4.792487339961463e-11,-2.4798643027956757e-10,-1.9242754500936598e-10
strength_1.4,method,fit_quarter,team_return,seed_bootstrap_95_pointwise,10,2.98453119880019,2.1565427312972294e-10,2.9845311986681207,2.9845311989198193
strength_1.4,paired_ours_minus_comparator,fit_quarter,team_return,paired_seed_bootstrap_95_pointwise,10,9.238031672964553e-10,1.6818147640130585e-10,8.299062770333876e-10,1.0268526073886618e-09
strength_1.4,method,ours,per_agent_return,seed_bootstrap_95_pointwise,10,0.7461327999309983,1.1961049526870193e-11,0.7461327999236977,0.7461327999375831
strength_1.4,method,sampled,per_agent_return,seed_bootstrap_95_pointwise,10,0.7461327999308585,1.3712014326516905e-11,0.7461327999226338,0.7461327999385678
strength_1.4,paired_ours_minus_comparator,sampled,per_agent_return,paired_seed_bootstrap_95_pointwise,10,1.3963274980710594e-13,2.599006438792404e-12,-1.3100545648292437e-12,1.7336493352004821e-12
strength_1.4,method,pg,per_agent_return,seed_bootstrap_95_pointwise,10,0.7455894098635372,2.7671060719192905e-05,0.7455748357428449,0.7456066840078299
strength_1.4,paired_ours_minus_comparator,pg,per_agent_return,paired_seed_bootstrap_95_pointwise,10,0.0005433900674610692,2.7671060902312676e-05,0.0005261159204858315,0.0005579641840841792
strength_1.4,method,no_direction_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.7461327999488512,8.51328270662198e-12,0.746132799943491,0.7461327999534026
strength_1.4,paired_ours_minus_comparator,no_direction_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-1.7852952449715077e-11,1.2721194074372368e-11,-2.581418634406418e-11,-1.087058137949626e-11
strength_1.4,method,no_return_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.7461327999857141,2.446909465967365e-13,0.7461327999855637,0.7461327999858488
strength_1.4,paired_ours_minus_comparator,no_return_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-5.4715787456416365e-11,1.1981218349903657e-11,-6.199660756989189e-11,-4.8106886252341496e-11
strength_1.4,method,fit_quarter,per_agent_return,seed_bootstrap_95_pointwise,10,0.7461327997000475,5.3913568282430735e-11,0.7461327996670302,0.7461327997299548
strength_1.4,paired_ours_minus_comparator,fit_quarter,per_agent_return,paired_seed_bootstrap_95_pointwise,10,2.3095079182411383e-10,4.2045369100326463e-11,2.074765692583469e-10,2.5671315184716545e-10
strength_1.4,method,ours,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,6.900170435031327e-11,1.1961049526177463e-11,6.241684974428451e-11,7.630223813892555e-11
strength_1.4,method,sampled,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,6.914133710012039e-11,1.3712014325797771e-11,6.143189623664113e-11,7.736608492736607e-11
strength_1.4,paired_ours_minus_comparator,sampled,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-1.3963274980710594e-13,2.599006438792404e-12,-1.7336493352004823e-12,1.3100545648292435e-12
strength_1.4,method,pg,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,0.0005433901364627735,2.7671060719192905e-05,0.0005261159921701022,0.0005579642571550925
strength_1.4,paired_ours_minus_comparator,pg,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-0.0005433900674610692,2.7671060902312676e-05,-0.0005579641840841792,-0.0005261159204858316
strength_1.4,method,no_direction_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,5.11487519005982e-11,8.51328270662198e-12,4.6597350977783947e-11,5.65088140169756e-11
strength_1.4,paired_ours_minus_comparator,no_direction_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,1.7852952449715077e-11,1.2721194074372368e-11,1.0870581379496257e-11,2.581418634406418e-11
strength_1.4,method,no_return_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,1.4285916893896911e-11,2.4469091273451445e-13,1.4151144978047369e-11,1.4436285777907898e-11
strength_1.4,paired_ours_minus_comparator,no_return_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,5.4715787456416365e-11,1.1981218349903657e-11,4.8106886252341496e-11,6.199660756989188e-11
strength_1.4,method,fit_quarter,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,2.999524961744271e-10,5.3913568282327854e-11,2.700449749926115e-10,3.3296966461815455e-10
strength_1.4,paired_ours_minus_comparator,fit_quarter,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-2.3095079182411383e-10,4.2045369100326463e-11,-2.567131518471655e-10,-2.074765692583469e-10
