target,kind,condition,metric,ci_method,count,mean,std,ci_low,ci_high
source,method,sampled,per_agent_return,seed_bootstrap_95_pointwise,10,0.49066639995941996,8.145358115607853e-12,0.490666399954545,0.49066639996400613
source,paired_ours_minus_comparator,sampled,per_agent_return,paired_seed_bootstrap_95_pointwise,10,1.678102101720924e-13,1.7377014963510254e-12,-7.798832413197232e-13,1.2412326721999988e-12
source,method,pg,per_agent_return,seed_bootstrap_95_pointwise,10,0.49034200326766414,1.6492566950391488e-05,0.490333326036859,0.4903523020685564
source,paired_ours_minus_comparator,pg,per_agent_return,paired_seed_bootstrap_95_pointwise,10,0.0003243966919236896,1.6492567016630677e-05,0.0003140978874509741,0.0003330739252154852
source,method,no_direction_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.490666399969948,5.043964946870105e-12,0.49066639996676453,0.49066639997265005
source,paired_ours_minus_comparator,no_direction_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-1.0360057256519895e-11,7.446150169802768e-12,-1.499338014854246e-11,-6.255514578556999e-12
source,method,no_return_check,per_agent_return,seed_bootstrap_95_pointwise,10,0.4906663999916148,1.744137138824871e-13,0.4906663999915085,0.490666399991711
source,paired_ours_minus_comparator,no_return_check,per_agent_return,paired_seed_bootstrap_95_pointwise,10,-3.202698661830539e-11,6.9742395021723985e-12,-3.6267019942748393e-11,-2.81809249547127e-11
source,method,fit_quarter,per_agent_return,seed_bootstrap_95_pointwise,10,0.4906663998226488,3.1988408903307533e-11,0.4906663998030232,0.4906663998403781
source,paired_ours_minus_comparator,fit_quarter,per_agent_return,paired_seed_bootstrap_95_pointwise,10,1.3693907119360915e-10,2.5089642682983998e-11,1.2302749818893232e-10,1.5221086002714656e-10
source,method,ours,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,4.04121180963557e-11,6.964028718645525e-12,3.6572084666230966e-11,4.465695147004566e-11
source,method,sampled,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,4.057992830652779e-11,8.145358115397679e-12,3.59937012139877e-11,4.545496326557874e-11
source,paired_ours_minus_comparator,sampled,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-1.678102101720924e-13,1.7377014963510254e-12,-1.241232672199999e-12,7.798832413197232e-13
source,method,pg,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,0.0003243967323358077,1.6492566950391488e-05,0.0003140979314436103,0.0003330739631409554
source,paired_ours_minus_comparator,pg,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-0.0003243966919236896,1.6492567016630677e-05,-0.0003330739252154852,-0.0003140978874509741
source,method,no_direction_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,3.0052060839835806e-11,5.043964945770439e-12,2.734989942854149e-11,3.3235440788370595e-11
source,paired_ours_minus_comparator,no_direction_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,1.0360057256519895e-11,7.446150169802768e-12,6.255514578556997e-12,1.4993380148542455e-11
source,method,no_return_check,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,8.385131478050312e-12,1.7441371378433327e-13,8.288986025339895e-12,8.49137538061484e-12
source,paired_ours_minus_comparator,no_return_check,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,3.202698661830539e-11,6.9742395021723985e-12,2.8180924954712696e-11,3.6267019942748393e-11
source,method,fit_quarter,optimality_gap_per_agent,seed_bootstrap_95_pointwise,10,1.7735118928996485e-10,3.198840890325401e-11,1.5962183894102644e-10,1.9697684858210886e-10
source,paired_ours_minus_comparator,fit_quarter,optimality_gap_per_agent,paired_seed_bootstrap_95_pointwise,10,-1.3693907119360915e-10,2.5089642682983998e-11,-1.5221086002714658e-10,-1.2302749818893232e-10
agents_2,method,ours,team_return,seed_bootstrap_95_pointwise,10,0.9813327999191758,1.3928057437782701e-11,0.9813327999106858,0.9813327999268556
agents_2,method,sampled,team_return,seed_bootstrap_95_pointwise,10,0.9813327999188399,1.6290716231215705e-11,0.98133279990909,0.9813327999280123
