experiment,method,label,actor_class,sample_episodes,fit_steps,direction_method,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,forward_kl_training,0.000125593129731725,2.5146731075649996e-05,20,0.00011481223383743837,0.00013605845871911048,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,forward_kl_validation,0.00012554919723079832,2.476331629660673e-05,20,0.00011506053181974251,0.00013573923512323155,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,forward_kl_exact,0.00012562205188597548,2.5007473967401117e-05,20,0.00011488122485099617,0.00013596761896712917,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,old_new_kl,0.00010525983468599387,3.303036098339142e-05,20,9.223956748152611e-05,0.00012066239627158501,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,direction_realization_residual,0.025663389852719137,0.005096379689547524,20,0.02348136909423887,0.027777902478379135,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,seconds,0.0024652649939525873,0.0007383342133728837,20,0.0021705586163443514,0.002782156860048417,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,learned_q_0,0.0699898847449624,0.03371911298896812,20,0.056316260990376996,0.08453654727028094,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,learned_q_1,0.3692935409644048,0.021207155992480905,20,0.360408145998457,0.378259362282867,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,candidate_p_0,0.30661702665384893,0.0010470502799799393,20,0.30619008123723224,0.30709254759586135,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,candidate_p_1,0.7065327548426945,0.0010207025798741785,20,0.7061169235401065,0.7069967828211193,training_seed_or_data_batch,False
